,precision,recall,f1-score,support
0,0.998376037531577,0.996039603960396,0.9972064521942867,11110.0
1,0.9689045936395759,0.9870410367170627,0.9778887303851641,1389.0
accuracy,0.9950396031682535,0.9950396031682535,0.9950396031682535,0.9950396031682535
macro avg,0.9836403155855764,0.9915403203387294,0.9875475912897254,12499.0
weighted avg,0.9951009086759893,0.9950396031682535,0.9950596952062981,12499.0
