sem_defesa
Fold,Tempo (s)
1,123.94441413879395
2,118.98217749595642
3,120.27764129638672
4,122.68859672546387
5,123.98189640045166
Total,609.8747260570526
defesa1
Fold,Tempo (s)
1,114.14606428146362
2,110.10964751243591
3,114.95153427124023
4,113.94880414009094
5,110.92007517814636
Total,564.0761253833771
defesa3
Fold,Tempo (s)
1,5159.762988090515
2,5164.486757993698
3,5253.199278116226
4,5197.788800477982
5,5246.318937540054
Total,26021.556762218475
