msg_count,ind_latency,recv_latency,class_latency,alloc_latency,tot_latency
643.0,0.51,3.74,51.45,2.84,58.55
644.0,0.51,3.74,49.99,1.91,56.15
645.0,0.54,3.71,50.61,2.23,57.08
646.0,0.54,3.71,61.71,1.74,67.7
647.0,0.54,3.64,49.36,1.89,55.44
648.0,0.54,3.64,59.38,2.36,65.93
649.0,0.52,3.86,49.43,1.71,55.53
650.0,0.52,3.86,48.57,1.68,54.64
651.0,0.54,3.77,54.93,2.14,61.38
652.0,0.54,3.77,55.73,1.91,61.95
653.0,0.53,3.81,72.04,2.29,78.66
654.0,0.53,3.81,50.96,2.14,57.43
655.0,0.53,3.7,50.32,2.14,56.68
656.0,0.53,3.7,63.77,2.34,70.34
657.0,0.53,3.68,53.9,1.32,59.42
658.0,0.53,3.68,51.37,1.48,57.07
659.0,0.5,3.71,49.93,2.04,56.17
660.0,0.5,3.71,48.32,2.06,54.59
661.0,0.53,3.81,48.89,2.02,55.25
662.0,0.53,3.81,48.11,2.28,54.73
663.0,0.5,3.78,50.06,1.43,55.77
664.0,0.5,3.78,52.33,1.31,57.91
665.0,0.53,3.82,68.9,1.73,74.99
666.0,0.53,3.82,49.06,1.55,54.96
667.0,0.51,3.77,51.26,1.12,56.66
668.0,0.51,3.77,49.62,1.03,54.93
669.0,0.51,3.81,50.77,1.77,56.87
670.0,0.51,3.81,51.73,1.84,57.89
671.0,0.51,3.77,50.15,1.26,55.69
672.0,0.51,3.77,48.28,1.32,53.87
673.0,0.54,3.77,58.21,1.58,64.1
674.0,0.54,3.77,63.5,0.98,68.79
675.0,0.49,3.76,51.47,1.11,56.83
676.0,0.49,3.76,52.1,1.14,57.49
677.0,0.53,3.74,64.94,1.94,71.16
678.0,0.53,3.74,54.34,1.4,60.01
679.0,0.52,3.79,51.13,2.13,57.57
680.0,0.52,3.79,48.81,1.84,54.96
681.0,0.52,3.71,52.17,1.53,57.93
682.0,0.52,3.71,49.39,1.33,54.95
683.0,0.48,3.84,56.12,1.95,62.4
684.0,0.48,3.84,51.22,1.73,57.27
685.0,0.5,3.8,49.45,2.34,56.09
686.0,0.5,3.8,47.81,1.59,53.7
687.0,0.5,3.83,49.16,1.87,55.37
688.0,0.5,3.83,52.91,1.88,59.12
689.0,0.53,3.78,51.5,2.69,58.51
690.0,0.53,3.78,67.51,1.91,73.72
691.0,0.53,3.68,50.32,1.98,56.51
692.0,0.53,3.68,49.54,2.08,55.83
693.0,0.52,3.75,50.81,2.12,57.2
694.0,0.52,3.75,48.68,1.99,54.94
695.0,0.5,3.77,49.4,1.78,55.44
696.0,0.5,3.77,48.01,1.69,53.96
697.0,0.48,3.81,49.82,2.04,56.15
698.0,0.48,3.81,47.64,2.05,53.98
699.0,0.52,3.57,52.45,2.57,59.12
700.0,0.52,3.57,52.4,2.04,58.54
701.0,0.51,3.76,50.87,2.89,58.03
702.0,0.51,3.76,55.4,1.42,61.09
703.0,0.51,3.74,51.79,2.2,58.24
704.0,0.51,3.74,49.31,1.67,55.24
705.0,0.53,3.73,50.74,2.83,57.83
706.0,0.53,3.73,48.85,2.38,55.49
707.0,0.54,3.69,49.8,1.7,55.74
708.0,0.54,3.69,48.2,1.71,54.14
709.0,0.54,3.66,63.64,2.6,70.43
710.0,0.54,3.66,48.94,1.87,55.0
711.0,0.52,3.7,48.89,2.15,55.26
712.0,0.52,3.7,55.28,1.94,61.43
713.0,0.48,3.77,51.33,2.2,57.78
714.0,0.48,3.77,49.63,1.8,55.68
715.0,0.52,3.8,51.18,2.7,58.2
716.0,0.52,3.8,49.83,2.13,56.28
717.0,0.51,3.83,50.47,2.19,57.0
718.0,0.51,3.83,49.07,2.14,55.56
719.0,0.51,3.72,50.94,2.26,57.43
720.0,0.51,3.72,51.34,1.97,57.55
721.0,0.51,3.86,55.15,1.96,61.49
722.0,0.51,3.86,48.26,2.52,55.15
723.0,0.53,3.76,52.15,2.22,58.65
724.0,0.53,3.76,58.89,1.74,64.91
725.0,0.51,3.84,51.6,2.61,58.56
726.0,0.51,3.84,49.88,1.69,55.92
727.0,0.51,3.81,51.27,2.35,57.95
728.0,0.51,3.81,49.24,2.21,55.77
729.0,0.49,3.77,51.44,2.32,58.02
730.0,0.49,3.77,53.16,1.76,59.18
731.0,0.48,3.78,50.57,2.65,57.47
732.0,0.48,3.78,48.94,1.84,55.04
733.0,0.51,3.68,50.28,1.48,55.95
734.0,0.51,3.68,48.55,2.43,55.17
735.0,0.53,3.78,49.86,2.32,56.5
736.0,0.53,3.78,62.98,1.89,69.17
737.0,0.5,3.76,51.85,2.11,58.22
738.0,0.5,3.76,49.85,1.84,55.95
739.0,0.52,3.88,55.17,1.91,61.47
740.0,0.52,3.88,49.42,1.66,55.47
741.0,0.51,3.72,54.25,1.83,60.31
742.0,0.51,3.72,49.5,2.28,56.02
743.0,0.51,3.86,50.34,2.02,56.74
744.0,0.51,3.86,64.63,1.95,70.95
745.0,0.53,3.77,50.7,1.81,56.82
746.0,0.53,3.77,47.98,2.06,54.34
747.0,0.53,3.76,48.44,1.9,54.64
748.0,0.53,3.76,52.4,1.97,58.66
749.0,0.53,3.8,57.65,1.92,63.9
750.0,0.53,3.8,51.46,2.06,57.85
751.0,0.51,3.97,54.65,2.19,61.31
752.0,0.51,3.97,48.81,1.21,54.5
753.0,0.53,3.8,51.39,1.55,57.27
754.0,0.53,3.8,49.06,1.94,55.33
755.0,0.49,3.78,49.76,2.03,56.07
756.0,0.49,3.78,50.43,2.01,56.71
757.0,0.53,3.92,71.2,2.24,77.89
758.0,0.53,3.92,47.93,2.09,54.47
759.0,0.51,3.78,48.93,1.84,55.05
760.0,0.51,3.78,54.28,2.6,61.17
761.0,0.52,3.72,50.73,2.04,57.01
762.0,0.52,3.72,55.82,2.03,62.09
763.0,0.48,3.72,50.59,1.78,56.57
764.0,0.48,3.72,49.33,2.07,55.6
765.0,0.52,3.59,58.46,1.58,64.15
766.0,0.52,3.59,49.49,2.37,55.97
767.0,0.49,3.83,56.72,1.95,62.99
768.0,0.49,3.83,61.63,2.29,68.25
769.0,0.53,3.64,52.85,1.84,58.86
770.0,0.53,3.64,61.64,2.08,67.89
771.0,0.53,3.81,48.78,2.53,55.66
772.0,0.53,3.81,52.86,2.07,59.26
773.0,0.53,3.7,51.63,1.91,57.77
774.0,0.53,3.7,49.42,1.93,55.58
775.0,0.53,3.77,57.5,2.17,63.97
776.0,0.53,3.77,48.5,1.82,54.61
777.0,0.53,3.92,51.02,2.14,57.61
778.0,0.53,3.92,48.69,1.68,54.81
779.0,0.52,3.76,50.43,2.35,57.07
780.0,0.52,3.76,48.0,2.48,54.76
781.0,0.51,3.81,49.23,2.32,55.88
782.0,0.51,3.81,51.1,2.03,57.45
783.0,0.51,3.73,62.22,2.81,69.26
784.0,0.51,3.73,55.89,2.25,62.38
785.0,0.51,3.65,51.33,1.97,57.45
786.0,0.51,3.65,49.28,2.33,55.77
787.0,0.52,3.69,50.69,2.08,56.98
788.0,0.52,3.69,49.41,1.76,55.38
789.0,0.51,3.73,73.14,2.31,79.7
790.0,0.51,3.73,49.42,1.89,55.55
791.0,0.51,3.78,51.55,2.25,58.1
792.0,0.51,3.78,48.38,1.6,54.27
793.0,0.5,3.75,52.62,1.55,58.41
794.0,0.5,3.75,65.74,2.33,72.32
795.0,0.52,3.79,51.28,2.4,57.99
796.0,0.52,3.79,51.8,1.93,58.04
797.0,0.51,3.85,54.09,1.72,60.18
798.0,0.51,3.85,52.01,2.05,58.43
799.0,0.5,3.81,53.43,1.72,59.47
800.0,0.5,3.81,63.04,2.32,69.66
801.0,0.49,3.79,51.06,2.25,57.6
802.0,0.49,3.79,49.1,1.79,55.17
803.0,0.48,3.77,53.59,2.06,59.9
804.0,0.48,3.77,58.89,1.72,64.87
805.0,0.53,3.7,48.84,2.14,55.22
806.0,0.53,3.7,48.4,1.98,54.62
807.0,0.51,3.95,49.16,1.55,55.17
808.0,0.51,3.95,52.28,1.27,58.02
809.0,0.51,3.84,51.26,2.07,57.68
810.0,0.51,3.84,50.04,1.64,56.03
811.0,0.53,3.93,68.41,2.01,74.88
812.0,0.53,3.93,49.47,2.08,56.01
813.0,0.52,3.64,54.86,1.82,60.84
814.0,0.52,3.64,49.46,2.0,55.62
815.0,0.48,3.8,56.02,1.87,62.16
816.0,0.48,3.8,65.71,2.24,72.22
817.0,0.49,4.4,49.83,1.92,56.64
818.0,0.49,4.4,47.89,1.8,54.58
819.0,0.53,3.63,48.83,2.59,55.58
820.0,0.53,3.63,52.76,2.36,59.27
821.0,0.53,3.74,75.52,2.26,82.06
822.0,0.53,3.74,50.2,2.12,56.6
823.0,0.5,3.53,54.41,1.89,60.34
824.0,0.5,3.53,52.49,1.73,58.25
825.0,0.47,3.72,57.08,2.19,63.46
826.0,0.47,3.72,55.83,1.74,61.76
827.0,0.52,3.7,55.64,2.22,62.08
828.0,0.52,3.7,53.64,1.97,59.83
829.0,0.47,3.84,50.32,2.39,57.02
830.0,0.47,3.84,69.35,1.7,75.35
831.0,0.52,3.78,54.76,2.35,61.41
832.0,0.52,3.78,52.46,1.66,58.42
833.0,0.48,3.86,55.27,2.73,62.33
834.0,0.48,3.86,57.16,1.72,63.21
835.0,0.53,3.94,51.96,1.57,58.0
836.0,0.53,3.94,53.04,1.84,59.35
837.0,0.49,3.76,54.8,2.06,61.12
838.0,0.49,3.76,66.73,1.86,72.84
839.0,0.51,3.89,53.08,1.83,59.3
840.0,0.51,3.89,54.93,2.04,61.37
841.0,0.51,3.86,50.15,2.18,56.7
842.0,0.51,3.86,48.0,1.8,54.16
843.0,0.52,3.74,49.81,2.13,56.2
844.0,0.52,3.74,52.25,2.26,58.77
845.0,0.54,3.8,52.49,1.94,58.77
846.0,0.54,3.8,49.64,1.89,55.87
847.0,0.51,3.91,51.49,1.93,57.83
848.0,0.51,3.91,49.21,1.75,55.38
849.0,0.53,3.99,50.66,2.01,57.19
850.0,0.53,3.99,53.6,2.24,60.36
851.0,0.53,3.82,50.44,2.34,57.13
852.0,0.53,3.82,48.29,1.39,54.03
853.0,0.52,3.99,72.07,1.94,78.52
854.0,0.52,3.99,62.23,2.27,69.01
855.0,0.49,4.45,49.35,2.35,56.65
856.0,0.49,4.45,53.45,1.61,60.01
857.0,0.5,3.85,54.47,1.82,60.64
858.0,0.5,3.85,57.57,1.9,63.82
859.0,0.51,3.91,73.61,2.42,80.45
860.0,0.51,3.91,50.46,1.58,56.46
861.0,0.5,3.93,54.09,1.8,60.32
862.0,0.5,3.93,49.86,1.73,56.02
863.0,0.47,4.02,51.56,2.59,58.65
864.0,0.47,4.02,54.99,1.61,61.09
865.0,0.51,3.93,49.08,2.37,55.9
866.0,0.51,3.93,51.12,1.93,57.5
867.0,0.5,3.72,52.79,1.96,58.97
868.0,0.5,3.72,54.45,2.01,60.68
869.0,0.48,3.72,52.01,2.17,58.37
870.0,0.48,3.72,52.3,1.98,58.48
871.0,0.51,3.75,51.62,2.1,57.98
872.0,0.51,3.75,48.94,1.67,54.87
873.0,0.49,3.79,51.74,2.14,58.16
874.0,0.49,3.79,49.98,2.02,56.28
875.0,0.49,3.83,50.56,1.92,56.8
876.0,0.49,3.83,49.1,2.42,55.84
877.0,0.5,3.76,49.94,2.17,56.37
878.0,0.5,3.76,48.1,2.3,54.66
879.0,0.48,4.05,51.32,2.24,58.08
880.0,0.48,4.05,58.41,2.46,65.39
881.0,0.5,3.9,54.78,1.75,60.93
882.0,0.5,3.9,49.39,2.33,56.11
883.0,0.48,3.95,52.55,2.15,59.13
884.0,0.48,3.95,57.12,1.77,63.32
885.0,0.52,3.77,53.1,1.81,59.2
886.0,0.52,3.77,49.34,2.32,55.95
887.0,0.51,3.78,51.13,1.97,57.39
888.0,0.51,3.78,49.16,2.24,55.69
889.0,0.53,3.85,49.72,1.84,55.94
890.0,0.53,3.85,50.21,1.91,56.5
891.0,0.52,3.71,51.31,2.1,57.62
892.0,0.52,3.71,53.23,2.01,59.46
893.0,0.53,3.74,52.54,1.82,58.64
894.0,0.53,3.74,50.14,1.93,56.34
895.0,0.5,3.8,50.65,2.18,57.13
896.0,0.5,3.8,49.35,1.83,55.48
897.0,0.5,3.87,61.6,1.76,67.73
898.0,0.5,3.87,49.47,1.65,55.48
899.0,0.52,3.78,50.41,2.09,56.81
900.0,0.52,3.78,55.22,2.29,61.82
901.0,0.49,3.77,60.98,1.96,67.2
902.0,0.49,3.77,48.44,1.87,54.57
903.0,0.51,3.87,49.85,1.86,56.08
904.0,0.51,3.87,64.1,1.97,70.44
905.0,0.52,3.87,51.73,2.6,58.72
906.0,0.52,3.87,50.83,2.05,57.26
907.0,0.53,3.96,53.14,1.83,59.47
908.0,0.53,3.96,52.52,2.19,59.2
909.0,0.52,3.77,54.03,2.19,60.52
910.0,0.52,3.77,49.33,1.75,55.38
911.0,0.52,3.84,50.39,1.83,56.58
912.0,0.52,3.84,49.28,1.39,55.03
913.0,0.52,3.99,49.79,2.37,56.67
914.0,0.52,3.99,54.59,2.0,61.11
915.0,0.54,3.93,49.4,2.05,55.93
916.0,0.54,3.93,53.25,2.4,60.13
917.0,0.54,3.91,50.8,2.39,57.64
918.0,0.54,3.91,49.18,2.59,56.22
919.0,0.5,3.89,54.42,2.4,61.2
920.0,0.5,3.89,50.01,2.52,56.92
921.0,0.53,3.87,68.52,2.17,75.09
922.0,0.53,3.87,48.49,2.5,55.38
923.0,0.5,3.87,49.49,2.47,56.34
924.0,0.5,3.87,49.4,1.92,55.69
925.0,0.5,4.02,49.84,2.7,57.06
926.0,0.5,4.02,48.92,1.77,55.21
927.0,0.53,3.86,48.41,2.35,55.15
928.0,0.53,3.86,52.46,1.69,58.54
929.0,0.53,3.84,51.7,2.31,58.38
930.0,0.53,3.84,48.93,2.35,55.66
931.0,0.53,3.82,50.9,2.02,57.26
932.0,0.53,3.82,49.28,2.16,55.78
933.0,0.51,3.82,53.81,1.73,59.86
934.0,0.51,3.82,51.33,1.85,57.5
935.0,0.51,3.93,55.46,1.37,61.27
936.0,0.51,3.93,50.52,1.67,56.63
937.0,0.53,3.89,51.35,1.96,57.74
938.0,0.53,3.89,50.19,1.74,56.36
939.0,0.45,4.58,50.96,2.18,58.18
940.0,0.45,4.58,59.53,1.37,65.93
941.0,0.51,4.0,51.63,2.22,58.35
942.0,0.51,4.0,48.75,1.97,55.22
943.0,0.52,3.77,73.5,2.47,80.26
944.0,0.52,3.77,49.68,1.76,55.74
945.0,0.52,3.99,65.0,2.03,71.54
946.0,0.52,3.99,53.77,1.99,60.27
947.0,0.53,3.92,53.27,1.79,59.52
948.0,0.53,3.92,53.75,1.66,59.86
949.0,0.53,3.79,49.68,2.32,56.33
950.0,0.53,3.79,48.53,1.6,54.46
951.0,0.52,3.93,49.3,2.41,56.16
952.0,0.52,3.93,51.75,1.79,57.99
953.0,0.54,3.88,54.07,1.91,60.4
954.0,0.54,3.88,55.02,1.86,61.3
955.0,0.5,3.82,54.0,2.05,60.37
956.0,0.5,3.82,49.8,2.24,56.35
957.0,0.5,3.97,53.65,2.12,60.25
958.0,0.5,3.97,48.57,1.99,55.04
959.0,0.53,3.81,56.6,2.5,63.44
960.0,0.53,3.81,47.97,2.33,54.64
961.0,0.51,3.82,49.27,2.19,55.78
962.0,0.51,3.82,48.12,1.86,54.31
963.0,0.52,4.11,51.45,2.31,58.39
964.0,0.52,4.11,52.97,2.17,59.77
965.0,0.5,3.92,53.96,1.85,60.22
966.0,0.5,3.92,50.05,1.74,56.2
967.0,0.52,3.81,50.46,2.09,56.88
968.0,0.52,3.81,60.94,1.66,66.93
969.0,0.53,3.91,51.96,1.36,57.76
970.0,0.53,3.91,48.9,1.81,55.15
971.0,0.51,3.93,55.87,2.67,62.98
972.0,0.51,3.93,48.58,1.92,54.94
973.0,0.5,3.9,50.7,2.4,57.5
974.0,0.5,3.9,49.18,2.49,56.07
975.0,0.49,3.96,66.85,2.27,73.56
976.0,0.49,3.96,52.65,2.18,59.28
977.0,0.48,3.81,57.7,2.5,64.5
978.0,0.48,3.81,51.54,1.9,57.73
979.0,0.52,3.84,54.39,1.84,60.59
980.0,0.52,3.84,49.4,1.61,55.37
981.0,0.5,4.07,50.78,2.75,58.1
982.0,0.5,4.07,48.61,1.84,55.02
983.0,0.52,3.94,52.49,1.86,58.8
984.0,0.52,3.94,48.68,1.96,55.1
985.0,0.48,4.01,53.72,2.06,60.27
986.0,0.48,4.01,50.59,1.93,57.01
987.0,0.53,3.9,49.39,2.48,56.3
988.0,0.53,3.9,51.94,2.41,58.79
989.0,0.54,3.9,64.82,1.97,71.22
990.0,0.54,3.9,49.46,1.39,55.28
991.0,0.51,3.93,51.35,2.34,58.14
992.0,0.51,3.93,52.18,1.84,58.46
993.0,0.49,3.97,54.17,2.11,60.74
994.0,0.49,3.97,51.95,2.31,58.73
995.0,0.51,3.79,51.23,2.02,57.54
996.0,0.51,3.79,54.92,2.25,61.46
997.0,0.49,3.93,52.3,2.01,58.73
998.0,0.49,3.93,48.88,1.85,55.14
999.0,0.51,3.96,49.41,2.53,56.41
1000.0,0.51,3.96,52.2,1.87,58.54
1001.0,0.53,3.78,179.61,2.28,186.2
1002.0,0.53,3.78,49.24,2.08,55.63
1003.0,0.51,3.94,55.34,2.21,61.99
1004.0,0.51,3.94,48.49,1.77,54.71
1005.0,0.52,3.98,64.02,1.95,70.48
1006.0,0.52,3.98,49.21,1.7,55.41
1007.0,0.5,4.06,50.63,1.95,57.13
1008.0,0.5,4.06,48.64,1.95,55.14
1009.0,0.52,4.13,49.76,1.89,56.3
1010.0,0.52,4.13,49.14,2.11,55.9
1011.0,0.53,3.9,60.15,2.0,66.58
1012.0,0.53,3.9,69.77,1.76,75.96
1013.0,0.5,4.01,52.63,1.54,58.68
1014.0,0.5,4.01,49.82,2.1,56.44
1015.0,0.52,4.21,52.74,1.86,59.33
1016.0,0.52,4.21,51.37,2.29,58.4
1017.0,0.51,4.2,50.43,2.08,57.22
1018.0,0.51,4.2,50.68,2.38,57.77
1019.0,0.47,4.11,52.54,2.24,59.37
1020.0,0.47,4.11,48.74,2.4,55.72
1021.0,0.53,4.18,49.63,2.36,56.7
1022.0,0.53,4.18,48.91,1.76,55.38
1023.0,0.49,4.12,51.65,2.48,58.75
1024.0,0.49,4.12,51.42,2.32,58.36
1025.0,0.5,4.13,57.48,1.82,63.93
1026.0,0.5,4.13,50.94,2.07,57.64
1027.0,0.5,4.17,50.5,2.27,57.44
1028.0,0.5,4.17,54.86,2.32,61.85
1029.0,0.53,3.83,61.11,2.12,67.6
1030.0,0.53,3.83,51.05,1.76,57.16
1031.0,0.52,3.89,50.35,2.58,57.34
1032.0,0.52,3.89,55.38,2.13,61.93
1033.0,0.49,3.88,50.68,2.14,57.19
1034.0,0.49,3.88,48.94,1.61,54.92
1035.0,0.51,3.82,49.67,2.1,56.11
1036.0,0.51,3.82,49.16,1.74,55.23
1037.0,0.51,3.88,52.43,1.86,58.67
1038.0,0.51,3.88,52.01,1.76,58.16
1039.0,0.52,3.81,50.11,2.73,57.18
1040.0,0.52,3.81,48.13,1.66,54.12
1041.0,0.53,3.84,50.81,2.55,57.73
1042.0,0.53,3.84,49.4,1.95,55.72
1043.0,0.48,3.98,64.35,1.86,70.66
1044.0,0.48,3.98,52.13,2.25,58.84
1045.0,0.51,3.81,49.91,2.51,56.74
1046.0,0.51,3.81,48.72,1.91,54.95
1047.0,0.49,3.95,50.02,2.11,56.57
1048.0,0.49,3.95,48.9,1.74,55.09
1049.0,0.51,3.83,55.4,2.3,62.03
1050.0,0.51,3.83,49.19,1.72,55.24
1051.0,0.52,3.85,50.3,2.79,57.46
1052.0,0.52,3.85,55.69,1.81,61.87
1053.0,0.53,3.78,68.29,1.7,74.29
1054.0,0.53,3.78,55.46,1.92,61.69
1055.0,0.52,3.88,50.92,1.58,56.9
1056.0,0.52,3.88,50.32,2.08,56.81
1057.0,0.52,3.93,50.26,2.12,56.83
1058.0,0.52,3.93,66.42,2.08,72.95
1059.0,0.52,3.97,71.8,2.23,78.51
1060.0,0.52,3.97,48.78,1.78,55.05
1061.0,0.54,3.85,52.43,1.8,58.61
1062.0,0.54,3.85,52.13,1.79,58.3
1063.0,0.52,3.83,50.27,2.38,57.0
1064.0,0.52,3.83,49.28,1.91,55.53
1065.0,0.52,3.78,52.61,1.67,58.59
1066.0,0.52,3.78,48.91,1.86,55.08
1067.0,0.52,3.88,50.69,1.56,56.66
1068.0,0.52,3.88,48.54,1.88,54.83
1069.0,0.52,3.79,49.88,2.51,56.7
1070.0,0.52,3.79,48.93,1.94,55.18
1071.0,0.5,3.94,52.21,2.09,58.73
1072.0,0.5,3.94,48.17,1.41,54.02
1073.0,0.5,3.91,53.23,2.28,59.92
1074.0,0.5,3.91,49.68,1.67,55.76
1075.0,0.54,3.82,50.74,2.5,57.59
1076.0,0.54,3.82,51.08,2.23,57.67
1077.0,0.55,3.82,50.25,1.63,56.25
1078.0,0.55,3.82,49.15,2.2,55.71
1079.0,0.52,3.92,50.13,1.59,56.15
1080.0,0.52,3.92,55.21,1.7,61.34
1081.0,0.54,3.92,49.94,2.08,56.48
1082.0,0.54,3.92,68.11,2.15,74.72
1083.0,0.51,3.9,49.92,2.57,56.9
1084.0,0.51,3.9,51.9,1.99,58.3
1085.0,0.54,3.87,52.94,1.6,58.94
1086.0,0.54,3.87,51.3,1.83,57.54
1087.0,0.52,3.93,50.66,2.4,57.51
1088.0,0.52,3.93,56.69,1.82,62.96
1089.0,0.53,3.9,49.77,2.12,56.32
1090.0,0.53,3.9,49.99,1.64,56.07
1091.0,0.51,3.85,50.37,2.88,57.61
1092.0,0.51,3.85,49.33,2.08,55.76
1093.0,0.5,3.97,50.33,2.24,57.04
1094.0,0.5,3.97,48.74,1.79,55.0
1095.0,0.51,3.89,60.41,2.31,67.12
1096.0,0.51,3.89,50.65,1.9,56.94
1097.0,0.51,3.94,53.37,1.93,59.75
1098.0,0.51,3.94,48.52,1.78,54.75
1099.0,0.52,3.86,53.28,2.26,59.93
1100.0,0.52,3.86,49.81,2.1,56.3
1101.0,0.5,3.84,50.13,2.4,56.88
1102.0,0.5,3.84,49.11,1.97,55.43
1103.0,0.53,3.86,50.13,2.14,56.66
1104.0,0.53,3.86,49.04,2.1,55.53
1105.0,0.51,3.88,50.33,1.95,56.68
1106.0,0.51,3.88,49.33,1.9,55.62
1107.0,0.54,3.83,49.97,2.62,56.96
1108.0,0.54,3.83,48.54,2.12,55.03
1109.0,0.53,3.72,53.06,2.13,59.44
1110.0,0.53,3.72,48.85,2.1,55.2
1111.0,0.51,3.85,53.9,2.21,60.47
1112.0,0.51,3.85,48.98,2.12,55.45
1113.0,0.51,3.95,63.87,2.42,70.75
1114.0,0.51,3.95,48.84,2.05,55.36
1115.0,0.49,3.83,49.69,1.96,55.97
1116.0,0.49,3.83,53.52,1.9,59.73
1117.0,0.52,3.79,50.13,2.03,56.47
1118.0,0.52,3.79,48.74,2.03,55.08
1119.0,0.52,3.82,50.51,1.87,56.72
1120.0,0.52,3.82,53.47,1.75,59.56
1121.0,0.51,3.74,53.32,2.21,59.78
1122.0,0.51,3.74,49.54,1.81,55.59
1123.0,0.52,3.85,50.93,1.84,57.14
1124.0,0.52,3.85,49.42,2.09,55.87
1125.0,0.52,3.83,64.67,1.95,70.98
1126.0,0.52,3.83,49.74,1.85,55.94
1127.0,0.5,3.74,50.29,1.74,56.27
1128.0,0.5,3.74,59.49,1.89,65.62
1129.0,0.51,3.9,50.87,2.07,57.35
1130.0,0.51,3.9,49.06,1.69,55.16
1131.0,0.53,3.68,50.04,1.51,55.77
1132.0,0.53,3.68,48.69,1.92,54.82
1133.0,0.51,3.94,55.77,2.15,62.37
1134.0,0.51,3.94,68.74,1.87,75.07
1135.0,0.52,3.82,69.26,1.75,75.35
1136.0,0.52,3.82,67.6,2.02,73.97
1137.0,0.52,3.81,50.99,2.11,57.43
1138.0,0.52,3.81,51.57,2.35,58.25
1139.0,0.51,3.72,60.44,1.73,66.4
1140.0,0.51,3.72,48.81,1.49,54.53
1141.0,0.52,3.74,51.83,1.75,57.83
1142.0,0.52,3.74,49.12,2.02,55.39
1143.0,0.5,3.65,50.99,2.37,57.51
1144.0,0.5,3.65,49.24,2.34,55.73
1145.0,0.53,3.78,52.54,1.92,58.77
1146.0,0.53,3.78,51.31,2.06,57.68
1147.0,0.53,3.76,50.98,1.66,56.92
1148.0,0.53,3.76,49.32,1.85,55.46
1149.0,0.48,3.77,50.62,2.15,57.02
1150.0,0.48,3.77,49.65,2.57,56.47
1151.0,0.51,3.81,50.63,1.93,56.89
1152.0,0.51,3.81,48.69,1.79,54.81
1153.0,0.53,3.66,50.33,2.08,56.6
1154.0,0.53,3.66,49.35,1.84,55.39
1155.0,0.51,3.81,50.63,2.05,56.99
1156.0,0.51,3.81,48.64,1.99,54.94
1157.0,0.5,3.84,52.92,1.97,59.23
1158.0,0.5,3.84,49.23,2.06,55.63
1159.0,0.52,3.78,51.44,2.15,57.9
1160.0,0.52,3.78,49.04,1.97,55.31
1161.0,0.53,3.85,56.89,1.99,63.27
1162.0,0.53,3.85,48.53,2.11,55.01
1163.0,0.51,3.84,50.34,1.84,56.53
1164.0,0.51,3.84,49.14,2.06,55.54
1165.0,0.52,3.88,72.17,1.99,78.56
1166.0,0.52,3.88,47.98,1.94,54.32
1167.0,0.53,3.81,49.62,1.97,55.93
1168.0,0.53,3.81,48.57,1.79,54.71
1169.0,0.51,3.82,63.65,2.56,70.54
1170.0,0.51,3.82,68.53,1.76,74.62
1171.0,0.5,3.86,50.79,1.77,56.92
1172.0,0.5,3.86,49.37,1.35,55.07
1173.0,0.52,3.89,56.21,1.46,62.08
1174.0,0.52,3.89,48.68,1.83,54.92
1175.0,0.53,3.86,50.46,1.35,56.19
1176.0,0.53,3.86,49.27,1.86,55.51
1177.0,0.53,3.72,49.34,1.65,55.25
1178.0,0.53,3.72,49.02,1.68,54.95
1179.0,0.52,3.71,50.59,1.73,56.56
1180.0,0.52,3.71,48.85,1.72,54.8
1181.0,0.5,3.75,52.94,2.41,59.59
1182.0,0.5,3.75,49.2,1.64,55.09
1183.0,0.48,3.82,53.45,1.7,59.45
1184.0,0.48,3.82,51.98,1.75,58.02
1185.0,0.53,3.74,51.47,2.19,57.93
1186.0,0.53,3.74,51.3,1.87,57.44
1187.0,0.52,3.83,64.29,2.06,70.7
1188.0,0.52,3.83,49.82,2.3,56.47
1189.0,0.52,3.95,49.69,2.21,56.37
1190.0,0.52,3.95,51.74,2.56,58.78
1191.0,0.49,3.82,50.56,2.82,57.69
1192.0,0.49,3.82,54.66,1.85,60.81
1193.0,0.5,3.92,53.2,2.18,59.79
1194.0,0.5,3.92,52.48,1.53,58.42
1195.0,0.53,3.86,51.53,1.86,57.77
1196.0,0.53,3.86,49.4,2.0,55.78
1197.0,0.51,3.95,52.51,1.81,58.78
1198.0,0.51,3.95,49.47,2.01,55.93
1199.0,0.53,3.78,50.55,2.03,56.89
1200.0,0.53,3.78,52.68,1.94,58.93
1201.0,0.54,3.94,52.77,1.95,59.2
1202.0,0.54,3.94,48.45,1.81,54.74
1203.0,0.53,3.89,49.7,2.72,56.85
1204.0,0.53,3.89,49.55,2.21,56.18
1205.0,0.54,3.9,55.25,2.37,62.06
1206.0,0.54,3.9,52.28,2.0,58.72
1207.0,0.53,3.84,50.6,1.85,56.82
1208.0,0.53,3.84,48.92,1.7,54.99
1209.0,0.52,3.89,52.23,2.0,58.63
1210.0,0.52,3.89,48.5,2.26,55.16
1211.0,0.5,3.92,50.93,2.39,57.75
1212.0,0.5,3.92,48.72,1.76,54.91
1213.0,0.52,3.93,55.78,1.72,61.96
1214.0,0.52,3.93,51.95,1.76,58.17
