msg_count,ind_latency,recv_latency,class_latency,alloc_latency,tot_latency
62.0,0.53,2.82,50.09,2.75,56.2
63.0,0.55,2.92,49.06,2.77,55.31
64.0,0.51,3.05,51.67,2.22,57.45
65.0,0.53,3.09,49.64,1.74,55.0
66.0,0.52,2.85,49.1,2.55,55.02
67.0,0.52,2.91,50.37,1.6,55.4
68.0,0.55,2.9,52.08,2.03,57.56
69.0,0.55,2.97,49.72,1.93,55.16
70.0,0.52,2.93,51.57,2.36,57.38
71.0,0.52,3.01,49.21,2.77,55.51
72.0,0.55,2.82,49.26,2.41,55.04
73.0,0.54,3.01,52.22,2.62,58.38
74.0,0.51,2.88,52.17,2.33,57.9
75.0,0.52,3.22,49.22,2.05,55.0
76.0,0.54,2.87,57.23,1.92,62.57
77.0,0.54,2.88,51.84,2.17,57.44
78.0,0.5,3.1,51.88,2.25,57.73
79.0,0.51,2.91,50.02,2.44,55.87
80.0,0.5,2.86,50.94,2.21,56.51
81.0,0.53,2.95,49.41,2.52,55.41
82.0,0.52,3.0,49.75,2.73,56.0
83.0,0.52,3.08,49.57,2.1,55.27
84.0,0.55,2.88,48.86,1.82,54.11
85.0,0.52,2.86,50.33,2.08,55.78
86.0,0.5,3.09,49.08,2.68,55.34
87.0,0.54,2.86,48.79,2.2,54.4
88.0,0.55,2.84,52.71,1.99,58.08
89.0,0.48,2.86,55.1,2.01,60.46
90.0,0.54,2.64,49.87,2.34,55.39
91.0,0.53,2.52,49.83,1.95,54.84
92.0,0.49,2.72,67.42,2.5,73.14
93.0,0.54,2.81,49.65,2.74,55.75
94.0,0.53,2.82,49.43,2.39,55.16
95.0,0.48,2.68,49.51,1.95,54.62
96.0,0.53,2.61,49.92,2.21,55.27
97.0,0.52,2.72,70.49,1.77,75.5
98.0,0.55,2.78,51.91,2.54,57.77
99.0,0.48,2.93,49.15,2.54,55.1
100.0,0.52,2.77,51.39,2.02,56.7
101.0,0.52,2.7,67.37,2.15,72.74
102.0,0.54,2.75,49.62,2.56,55.47
103.0,0.47,3.09,49.85,2.24,55.67
104.0,0.54,2.77,49.81,2.5,55.61
105.0,0.53,2.77,50.03,2.02,55.35
106.0,0.53,2.83,49.45,1.96,54.76
107.0,0.52,2.7,49.84,1.84,54.91
108.0,0.54,2.67,52.04,2.4,57.65
109.0,0.54,2.65,49.09,2.26,54.54
110.0,0.54,2.84,48.84,2.25,54.47
111.0,0.54,2.8,51.97,2.76,58.07
112.0,0.54,2.83,51.52,1.76,56.65
113.0,0.54,2.83,50.23,2.3,55.9
114.0,0.51,2.96,50.67,1.9,56.04
115.0,0.54,3.03,50.15,1.88,55.6
116.0,0.52,2.89,50.07,2.6,56.08
117.0,0.55,2.84,49.86,2.1,55.35
118.0,0.52,2.94,49.52,2.38,55.35
119.0,0.55,2.84,48.91,2.18,54.49
120.0,0.55,2.93,51.3,2.37,57.15
121.0,0.53,2.86,48.68,2.07,54.13
122.0,0.54,2.77,49.43,2.14,54.88
123.0,0.51,2.87,65.0,2.44,70.82
124.0,0.52,2.97,66.66,2.52,72.67
125.0,0.53,2.86,49.56,2.41,55.35
126.0,0.53,2.73,50.54,2.84,56.64
127.0,0.51,2.76,49.66,2.55,55.49
128.0,0.5,2.82,50.31,2.0,55.63
129.0,0.54,2.65,49.52,2.32,55.04
130.0,0.53,2.77,50.28,2.1,55.67
131.0,0.54,2.68,49.33,2.79,55.34
132.0,0.52,2.72,55.14,1.91,60.29
133.0,0.51,2.92,51.19,2.41,57.02
134.0,0.52,2.68,49.01,2.29,54.5
135.0,0.53,2.78,49.37,1.93,54.61
136.0,0.52,2.81,57.88,2.31,63.53
137.0,0.53,2.92,55.22,1.72,60.39
138.0,0.51,2.73,50.27,2.31,55.83
139.0,0.49,2.83,49.79,2.42,55.54
140.0,0.52,2.92,67.38,1.97,72.8
141.0,0.53,2.87,50.0,2.16,55.57
142.0,0.53,2.83,51.67,1.93,56.97
143.0,0.53,2.92,49.47,2.55,55.47
144.0,0.54,2.8,49.82,2.37,55.53
145.0,0.5,2.91,49.39,1.77,54.57
146.0,0.52,2.84,49.43,1.63,54.41
147.0,0.53,2.77,54.68,2.09,60.06
148.0,0.47,2.9,53.94,1.74,59.05
149.0,0.53,2.82,51.11,2.21,56.68
150.0,0.54,2.87,55.88,2.29,61.59
151.0,0.53,2.83,50.67,2.35,56.38
152.0,0.52,2.75,49.46,2.13,54.85
153.0,0.53,2.74,58.97,2.71,64.95
154.0,0.53,2.82,63.84,2.51,69.7
155.0,0.52,2.78,49.61,2.12,55.04
156.0,0.49,2.92,48.77,2.22,54.4
157.0,0.52,2.89,49.7,2.84,55.95
158.0,0.53,2.8,49.77,2.41,55.51
159.0,0.51,2.73,49.58,2.57,55.38
160.0,0.48,3.73,52.1,2.16,58.46
161.0,0.54,2.74,49.35,2.24,54.87
162.0,0.5,2.69,52.33,2.15,57.66
163.0,0.52,2.94,49.87,2.0,55.33
164.0,0.54,2.74,50.19,2.03,55.5
165.0,0.53,2.69,58.9,2.08,64.2
166.0,0.54,2.88,50.05,2.43,55.9
167.0,0.53,2.73,49.29,2.22,54.78
168.0,0.54,2.8,49.68,2.45,55.48
169.0,0.54,2.76,51.86,2.13,57.29
170.0,0.52,2.83,49.51,2.42,55.28
171.0,0.54,2.64,66.76,1.94,71.88
172.0,0.52,2.9,54.6,2.17,60.19
173.0,0.53,2.75,53.04,2.14,58.46
174.0,0.51,2.79,50.38,1.81,55.5
175.0,0.54,2.76,50.15,2.06,55.51
176.0,0.55,2.95,49.38,2.35,55.23
177.0,0.56,2.79,49.86,2.63,55.84
178.0,0.55,2.92,50.79,1.79,56.06
179.0,0.54,2.8,51.74,1.84,56.92
180.0,0.54,2.85,49.27,1.77,54.44
181.0,0.56,2.81,49.91,1.94,55.21
182.0,0.51,2.81,49.24,2.12,54.68
183.0,0.49,3.98,48.81,1.9,55.18
184.0,0.49,3.98,69.35,2.42,76.24
185.0,0.51,3.93,49.43,2.14,56.01
186.0,0.51,3.93,48.38,2.35,55.18
187.0,0.53,3.83,49.59,2.13,56.08
188.0,0.53,3.83,48.48,1.87,54.7
189.0,0.48,3.91,66.14,2.36,72.89
190.0,0.48,3.91,48.66,1.83,54.87
191.0,0.52,3.66,51.84,2.03,58.05
192.0,0.52,3.66,48.67,1.63,54.48
193.0,0.5,3.89,63.48,2.18,70.06
194.0,0.5,3.89,47.9,2.29,54.59
195.0,0.51,4.23,55.85,1.66,62.26
196.0,0.51,4.23,54.56,2.26,61.56
197.0,0.51,4.16,49.65,1.75,56.07
198.0,0.51,4.16,48.25,1.82,54.75
199.0,0.53,4.66,49.91,1.81,56.9
200.0,0.53,4.66,70.05,1.49,76.73
201.0,0.53,4.21,50.28,2.6,57.62
202.0,0.53,4.21,48.67,1.85,55.26
203.0,0.53,4.07,50.23,2.63,57.46
204.0,0.53,4.07,48.1,2.1,54.8
205.0,0.52,4.23,70.85,2.69,78.28
206.0,0.52,4.23,47.95,2.74,55.44
207.0,0.54,4.23,48.62,1.98,55.36
208.0,0.54,4.23,54.19,2.36,61.32
209.0,0.53,4.12,62.21,2.64,69.49
210.0,0.53,4.12,48.16,1.5,54.31
211.0,0.53,4.19,50.37,2.13,57.22
212.0,0.53,4.19,49.19,2.1,56.01
213.0,0.51,3.79,56.6,1.96,62.86
214.0,0.51,3.79,52.83,1.73,58.85
215.0,0.52,4.16,50.27,1.85,56.8
216.0,0.52,4.16,48.79,1.69,55.16
217.0,0.53,4.29,49.64,2.07,56.53
218.0,0.53,4.29,54.25,1.73,60.8
219.0,0.54,4.22,49.6,2.46,56.82
220.0,0.54,4.22,51.41,1.78,57.94
221.0,0.53,4.05,54.69,1.74,61.01
222.0,0.53,4.05,48.33,1.81,54.73
223.0,0.54,4.02,57.4,2.17,64.13
224.0,0.54,4.02,48.53,1.99,55.08
225.0,0.53,4.18,49.54,2.0,56.25
226.0,0.53,4.18,59.96,1.64,66.32
227.0,0.5,4.19,49.5,1.88,56.06
228.0,0.5,4.19,51.39,1.69,57.77
229.0,0.53,3.79,49.5,2.74,56.57
230.0,0.53,3.79,50.76,2.75,57.84
231.0,0.53,3.65,49.61,2.43,56.22
232.0,0.53,3.65,51.92,1.76,57.87
233.0,0.52,3.88,50.47,2.18,57.05
234.0,0.52,3.88,49.09,2.28,55.76
235.0,0.51,3.78,56.02,2.3,62.61
236.0,0.51,3.78,49.18,1.8,55.28
237.0,0.52,3.73,55.98,2.64,62.87
238.0,0.52,3.73,48.72,1.92,54.9
239.0,0.5,3.94,49.84,2.1,56.39
240.0,0.5,3.94,49.18,1.92,55.54
241.0,0.54,3.78,50.22,2.53,57.07
242.0,0.54,3.78,47.72,1.78,53.82
243.0,0.51,3.87,48.85,2.56,55.78
244.0,0.51,3.87,52.08,2.03,58.49
245.0,0.51,3.93,56.56,2.33,63.32
246.0,0.51,3.93,54.64,2.1,61.17
247.0,0.49,3.85,55.23,1.96,61.53
248.0,0.49,3.85,48.73,1.95,55.02
249.0,0.53,3.8,56.09,2.21,62.63
250.0,0.53,3.8,47.89,1.82,54.05
251.0,0.54,3.82,49.64,2.46,56.45
252.0,0.54,3.82,48.05,1.29,53.7
253.0,0.49,3.8,50.06,1.96,56.31
254.0,0.49,3.8,50.21,2.33,56.82
255.0,0.51,3.74,49.92,1.71,55.88
256.0,0.51,3.74,51.77,2.04,58.07
257.0,0.51,3.77,49.76,2.26,56.31
258.0,0.51,3.77,47.98,1.91,54.17
259.0,0.51,3.77,64.32,1.8,70.41
260.0,0.51,3.77,48.5,1.51,54.3
261.0,0.5,3.75,63.86,1.88,69.99
262.0,0.5,3.75,48.91,2.18,55.33
263.0,0.53,3.87,49.61,2.23,56.23
264.0,0.53,3.87,51.35,2.13,57.87
265.0,0.52,3.78,49.24,2.14,55.67
266.0,0.52,3.78,47.67,2.07,54.04
267.0,0.53,3.84,48.66,2.59,55.62
268.0,0.53,3.84,50.51,1.83,56.71
269.0,0.52,3.97,62.84,2.35,69.68
270.0,0.52,3.97,66.06,2.12,72.67
271.0,0.53,3.81,61.97,2.13,68.43
272.0,0.53,3.81,63.16,1.93,69.43
273.0,0.53,3.84,52.26,2.58,59.21
274.0,0.53,3.84,48.39,2.22,54.98
275.0,0.5,3.9,52.6,2.33,59.32
276.0,0.5,3.9,48.66,1.91,54.97
277.0,0.52,3.81,49.53,1.77,55.62
278.0,0.52,3.81,47.99,1.67,53.99
279.0,0.5,3.88,48.95,2.15,55.48
280.0,0.5,3.88,51.17,2.04,57.59
281.0,0.5,3.95,50.83,1.98,57.25
282.0,0.5,3.95,48.41,1.93,54.79
283.0,0.49,3.88,52.4,1.68,58.45
284.0,0.49,3.88,48.52,1.92,54.81
285.0,0.53,3.84,50.22,2.19,56.77
286.0,0.53,3.84,48.43,1.83,54.64
287.0,0.51,3.85,50.07,2.38,56.81
288.0,0.51,3.85,53.71,2.34,60.41
289.0,0.5,3.97,51.67,2.11,58.25
290.0,0.5,3.97,51.36,2.2,58.03
291.0,0.49,3.92,56.29,2.42,63.11
292.0,0.49,3.92,73.65,2.17,80.22
293.0,0.51,3.86,50.88,2.7,57.95
294.0,0.51,3.86,49.17,1.78,55.31
295.0,0.5,4.36,62.6,2.19,69.65
296.0,0.5,4.36,49.15,1.81,55.81
297.0,0.5,4.21,49.53,1.89,56.13
298.0,0.5,4.21,49.0,1.86,55.57
299.0,0.5,4.22,52.28,2.48,59.48
300.0,0.5,4.22,48.28,2.15,55.14
301.0,0.48,4.37,55.73,1.93,62.5
302.0,0.48,4.37,48.13,1.6,54.58
303.0,0.51,4.27,49.11,2.63,56.53
304.0,0.51,4.27,57.71,2.17,64.66
305.0,0.52,4.11,52.64,2.49,59.76
306.0,0.52,4.11,48.58,2.2,55.4
307.0,0.48,4.38,55.66,2.28,62.8
308.0,0.48,4.38,54.68,2.0,61.54
309.0,0.51,4.26,72.11,2.3,79.18
310.0,0.51,4.26,52.28,1.83,58.88
311.0,0.53,4.11,63.49,2.0,70.14
312.0,0.53,4.11,65.99,2.18,72.81
313.0,0.53,4.25,67.24,2.35,74.37
314.0,0.53,4.25,51.33,2.68,58.79
315.0,0.52,4.22,56.01,1.85,62.61
316.0,0.52,4.22,51.32,2.21,58.27
317.0,0.51,4.25,50.07,2.29,57.12
318.0,0.51,4.25,49.41,2.15,56.32
319.0,0.49,4.17,51.31,2.69,58.66
320.0,0.49,4.17,49.03,1.89,55.58
321.0,0.51,4.17,56.19,2.17,63.03
322.0,0.51,4.17,48.62,1.72,55.02
323.0,0.52,4.1,49.72,2.68,57.03
324.0,0.52,4.1,48.42,1.8,54.84
325.0,0.53,4.21,48.95,2.01,55.7
326.0,0.53,4.21,48.27,1.95,54.96
327.0,0.53,4.26,48.85,2.06,55.7
328.0,0.53,4.26,53.44,1.91,60.14
329.0,0.52,4.23,50.27,2.47,57.5
330.0,0.52,4.23,53.53,1.9,60.19
331.0,0.52,4.37,50.93,2.22,58.03
332.0,0.52,4.37,49.06,1.95,55.91
333.0,0.49,4.31,50.03,2.33,57.15
334.0,0.49,4.31,49.14,2.27,56.21
335.0,0.53,4.29,53.06,1.78,59.66
336.0,0.53,4.29,48.69,2.62,56.13
337.0,0.53,4.09,63.71,1.53,69.86
338.0,0.53,4.09,51.92,1.57,58.11
339.0,0.52,4.24,48.86,2.38,56.01
340.0,0.52,4.24,51.77,1.93,58.46
341.0,0.51,4.16,50.64,2.47,57.78
342.0,0.51,4.16,48.8,1.53,55.01
343.0,0.53,4.19,57.1,1.98,63.81
344.0,0.53,4.19,49.11,2.22,56.05
345.0,0.51,4.13,50.69,2.02,57.36
346.0,0.51,4.13,52.95,1.96,59.56
347.0,0.51,4.78,61.34,1.98,68.61
348.0,0.51,4.78,48.57,1.74,55.6
349.0,0.53,3.89,51.01,2.33,57.77
350.0,0.53,3.89,55.48,2.56,62.46
351.0,0.51,3.73,48.97,2.36,55.57
352.0,0.51,3.73,52.34,1.86,58.44
353.0,0.48,3.79,50.1,2.64,57.01
354.0,0.48,3.79,64.07,2.64,70.99
355.0,0.54,3.68,50.17,2.63,57.02
356.0,0.54,3.68,50.19,2.02,56.43
357.0,0.52,3.76,51.95,2.2,58.44
358.0,0.52,3.76,50.85,1.45,56.58
359.0,0.53,3.79,49.82,1.92,56.06
360.0,0.53,3.79,49.3,1.73,55.34
361.0,0.49,3.94,49.07,2.21,55.72
362.0,0.49,3.94,47.97,2.07,54.47
363.0,0.51,3.99,49.39,2.47,56.37
364.0,0.51,3.99,51.79,2.15,58.44
365.0,0.51,3.96,51.16,2.51,58.15
366.0,0.51,3.96,48.41,1.92,54.81
367.0,0.52,3.9,59.77,2.39,66.58
368.0,0.52,3.9,49.48,2.13,56.02
369.0,0.53,3.73,64.2,2.22,70.68
370.0,0.53,3.73,49.15,2.24,55.66
371.0,0.47,3.77,51.66,2.42,58.33
372.0,0.47,3.77,47.87,2.09,54.21
373.0,0.5,3.85,49.05,1.66,55.06
374.0,0.5,3.85,54.75,2.44,61.54
375.0,0.5,3.79,52.31,2.51,59.11
376.0,0.5,3.79,53.6,1.71,59.6
377.0,0.52,3.8,50.4,2.09,56.83
378.0,0.52,3.8,55.69,2.26,62.27
379.0,0.5,3.7,51.91,2.36,58.48
380.0,0.5,3.7,48.61,2.45,55.26
381.0,0.53,3.72,49.97,1.64,55.85
382.0,0.53,3.72,50.53,2.32,57.1
383.0,0.49,3.82,49.63,1.84,55.78
384.0,0.49,3.82,49.35,2.44,56.1
385.0,0.53,3.73,51.97,2.09,58.32
386.0,0.53,3.73,48.18,2.23,54.68
387.0,0.51,3.72,48.78,1.95,54.96
388.0,0.51,3.72,66.59,2.6,73.43
389.0,0.51,3.84,53.04,2.53,59.92
390.0,0.51,3.84,63.71,1.97,70.04
391.0,0.51,3.9,51.11,2.7,58.21
392.0,0.51,3.9,48.87,2.11,55.38
393.0,0.51,3.77,67.89,1.92,74.09
394.0,0.51,3.77,66.55,2.71,73.53
395.0,0.52,3.68,67.74,1.95,73.89
396.0,0.52,3.68,65.99,2.19,72.38
397.0,0.49,3.76,49.27,2.12,55.64
398.0,0.49,3.76,48.0,2.74,54.99
399.0,0.48,3.87,54.9,2.27,61.51
400.0,0.48,3.87,51.76,2.07,58.17
401.0,0.51,3.66,63.23,2.08,69.47
402.0,0.51,3.66,48.67,2.49,55.32
403.0,0.54,3.63,69.18,2.66,76.01
404.0,0.54,3.63,49.09,2.47,55.73
405.0,0.51,4.16,50.67,2.39,57.74
406.0,0.51,4.16,50.83,2.11,57.62
407.0,0.51,3.9,49.36,1.98,55.75
408.0,0.51,3.9,48.32,1.78,54.5
409.0,0.52,3.88,51.08,2.29,57.77
410.0,0.52,3.88,47.95,2.17,54.52
411.0,0.53,3.61,49.58,1.91,55.63
412.0,0.53,3.61,58.35,2.11,64.59
413.0,0.5,3.76,51.29,2.25,57.79
414.0,0.5,3.76,64.26,2.17,70.68
415.0,0.51,3.7,50.59,2.5,57.3
416.0,0.51,3.7,48.51,2.18,54.89
417.0,0.48,3.8,53.46,1.88,59.62
418.0,0.48,3.8,48.42,1.96,54.66
419.0,0.52,3.6,50.28,3.1,57.49
420.0,0.52,3.6,59.35,2.18,65.64
421.0,0.51,3.92,50.03,2.71,57.16
422.0,0.51,3.92,48.16,1.93,54.52
423.0,0.53,3.98,49.03,2.13,55.67
424.0,0.53,3.98,53.08,2.35,59.94
425.0,0.52,3.74,53.94,1.93,60.13
426.0,0.52,3.74,50.4,2.27,56.93
427.0,0.5,3.85,50.41,2.15,56.91
428.0,0.5,3.85,55.57,2.59,62.51
429.0,0.5,4.17,50.15,2.88,57.69
430.0,0.5,4.17,49.2,2.29,56.15
431.0,0.51,3.81,56.2,2.11,62.63
432.0,0.51,3.81,48.63,1.8,54.76
433.0,0.53,3.74,49.89,2.39,56.55
434.0,0.53,3.74,48.02,1.79,54.07
435.0,0.53,3.71,50.71,1.91,56.86
436.0,0.53,3.71,51.72,2.65,58.62
437.0,0.53,3.66,57.06,2.09,63.34
438.0,0.53,3.66,50.51,2.06,56.76
439.0,0.51,3.78,53.95,2.36,60.6
440.0,0.51,3.78,52.38,2.3,58.97
441.0,0.51,3.8,52.2,2.57,59.07
442.0,0.51,3.8,54.75,2.28,61.33
443.0,0.52,3.71,51.04,2.02,57.3
444.0,0.52,3.71,48.7,1.96,54.9
445.0,0.48,3.84,49.0,2.08,55.4
446.0,0.48,3.84,61.91,1.7,67.94
447.0,0.53,3.74,49.03,1.82,55.12
448.0,0.53,3.74,51.43,1.92,57.63
449.0,0.48,3.8,50.56,2.12,56.96
450.0,0.48,3.8,48.69,2.0,54.97
451.0,0.53,3.6,50.89,2.28,57.31
452.0,0.53,3.6,49.59,1.9,55.63
453.0,0.52,3.83,49.9,1.93,56.18
454.0,0.52,3.83,50.67,2.19,57.21
455.0,0.52,3.73,50.55,1.48,56.28
456.0,0.52,3.73,48.81,1.65,54.72
457.0,0.53,3.71,49.89,1.64,55.78
458.0,0.53,3.71,48.53,1.79,54.57
459.0,0.53,3.82,49.37,2.51,56.23
460.0,0.53,3.82,52.36,2.21,58.92
461.0,0.51,3.75,50.84,1.88,56.98
462.0,0.51,3.75,49.96,1.94,56.16
463.0,0.51,3.7,51.58,1.68,57.46
464.0,0.51,3.7,60.76,2.05,67.01
465.0,0.53,3.76,50.11,2.61,57.0
466.0,0.53,3.76,48.86,2.45,55.6
467.0,0.51,3.85,49.5,2.15,56.01
468.0,0.51,3.85,51.37,2.45,58.18
469.0,0.51,4.01,49.16,2.75,56.44
470.0,0.51,4.01,56.55,2.54,63.62
471.0,0.48,3.77,51.93,1.85,58.03
472.0,0.48,3.77,51.61,1.98,57.84
473.0,0.5,3.81,51.53,2.23,58.07
474.0,0.5,3.81,51.78,2.01,58.1
475.0,0.53,3.8,51.18,1.89,57.4
476.0,0.53,3.8,51.82,1.65,57.8
477.0,0.52,3.74,51.16,2.14,57.56
478.0,0.52,3.74,49.34,1.36,54.96
479.0,0.53,3.61,49.95,2.21,56.3
480.0,0.53,3.61,48.79,2.52,55.45
481.0,0.51,3.72,49.94,1.94,56.12
482.0,0.51,3.72,69.78,2.39,76.4
483.0,0.51,3.8,48.74,2.11,55.17
484.0,0.51,3.8,51.85,1.91,58.08
485.0,0.5,3.83,52.92,2.57,59.82
486.0,0.5,3.83,51.31,1.59,57.23
487.0,0.49,3.82,53.1,1.88,59.29
488.0,0.49,3.82,48.9,2.41,55.61
489.0,0.5,3.87,50.25,2.21,56.82
490.0,0.5,3.87,49.59,2.32,56.28
491.0,0.5,3.82,52.78,2.34,59.44
492.0,0.5,3.82,53.12,2.08,59.51
493.0,0.49,3.82,49.54,2.62,56.47
494.0,0.49,3.82,47.86,1.86,54.03
495.0,0.52,3.86,48.95,2.62,55.94
496.0,0.52,3.86,54.61,1.89,60.87
497.0,0.52,3.84,51.54,2.12,58.03
498.0,0.52,3.84,61.03,1.7,67.1
499.0,0.52,3.8,50.58,2.67,57.58
500.0,0.52,3.8,59.82,1.88,66.02
501.0,0.53,3.8,50.84,2.83,57.99
502.0,0.53,3.8,61.1,1.87,67.3
503.0,0.53,3.81,52.56,1.93,58.82
504.0,0.53,3.81,55.55,1.73,61.62
505.0,0.53,3.78,51.89,1.95,58.15
506.0,0.53,3.78,51.58,1.7,57.59
507.0,0.53,3.7,49.23,1.81,55.27
508.0,0.53,3.7,52.19,1.82,58.25
509.0,0.53,3.85,51.17,2.59,58.14
510.0,0.53,3.85,48.94,1.87,55.2
511.0,0.53,3.84,51.15,2.45,57.98
512.0,0.53,3.84,52.1,1.9,58.37
513.0,0.52,3.76,50.76,2.32,57.35
514.0,0.52,3.76,48.99,2.35,55.61
515.0,0.53,3.86,49.57,1.9,55.84
516.0,0.53,3.86,47.94,1.89,54.2
517.0,0.51,3.8,51.55,1.83,57.68
518.0,0.51,3.8,47.88,2.72,54.9
519.0,0.51,3.89,49.52,2.62,56.53
520.0,0.51,3.89,51.89,2.09,58.38
521.0,0.51,3.71,52.78,1.52,58.52
522.0,0.51,3.71,51.89,1.93,58.04
523.0,0.5,3.79,51.32,2.6,58.21
524.0,0.5,3.79,49.7,1.88,55.86
525.0,0.48,3.78,50.09,2.6,56.94
526.0,0.48,3.78,48.72,2.28,55.25
527.0,0.52,3.91,50.29,2.29,57.01
528.0,0.52,3.91,54.61,2.17,61.21
529.0,0.52,3.84,50.11,2.4,56.87
530.0,0.52,3.84,47.76,2.0,54.13
531.0,0.53,3.73,48.88,2.42,55.57
532.0,0.53,3.73,52.16,1.77,58.19
533.0,0.54,3.72,51.43,2.35,58.04
534.0,0.54,3.72,49.73,2.4,56.4
535.0,0.52,3.73,50.98,1.6,56.83
536.0,0.52,3.73,49.02,1.98,55.25
537.0,0.51,3.78,50.6,1.97,56.87
538.0,0.51,3.78,70.73,1.91,76.93
539.0,0.52,3.78,71.69,2.41,78.4
540.0,0.52,3.78,66.05,1.68,72.04
541.0,0.53,3.79,49.43,2.26,56.0
542.0,0.53,3.79,49.69,2.12,56.13
543.0,0.51,3.82,49.27,2.85,56.44
544.0,0.51,3.82,52.81,1.93,59.06
545.0,0.52,4.17,50.5,2.33,57.53
546.0,0.52,4.17,51.45,2.06,58.2
547.0,0.47,4.23,50.54,1.97,57.2
548.0,0.47,4.23,49.96,2.0,56.65
549.0,0.52,4.23,50.48,2.39,57.62
550.0,0.52,4.23,61.19,2.26,68.21
551.0,0.53,4.19,50.04,1.94,56.7
552.0,0.53,4.19,58.96,1.78,65.46
553.0,0.51,4.22,48.89,2.05,55.67
554.0,0.51,4.22,48.47,1.88,55.07
555.0,0.51,3.61,50.13,1.79,56.04
556.0,0.51,3.61,52.24,2.5,58.87
557.0,0.5,3.66,50.96,1.97,57.1
558.0,0.5,3.66,49.48,1.88,55.53
559.0,0.54,3.79,50.88,1.95,57.16
560.0,0.54,3.79,56.74,2.14,63.21
561.0,0.5,3.8,52.59,1.8,58.69
562.0,0.5,3.8,61.07,2.15,67.51
563.0,0.53,3.68,50.05,2.41,56.67
564.0,0.53,3.68,48.72,1.57,54.51
565.0,0.54,3.62,50.15,2.02,56.33
566.0,0.54,3.62,47.95,2.43,54.53
567.0,0.52,3.74,49.09,2.13,55.47
568.0,0.52,3.74,51.71,1.94,57.9
569.0,0.52,3.72,51.48,2.95,58.68
570.0,0.52,3.72,49.95,2.34,56.53
571.0,0.52,3.72,54.45,2.0,60.68
572.0,0.52,3.72,53.28,1.83,59.35
573.0,0.51,3.72,61.95,2.32,68.5
574.0,0.51,3.72,51.76,1.99,57.98
575.0,0.51,3.75,49.33,2.18,55.78
576.0,0.51,3.75,48.08,2.4,54.75
577.0,0.53,3.83,50.26,1.86,56.48
578.0,0.53,3.83,55.86,2.33,62.55
579.0,0.52,3.83,66.92,2.24,73.51
580.0,0.52,3.83,52.14,2.19,58.68
581.0,0.53,3.74,50.72,2.2,57.19
582.0,0.53,3.74,49.48,2.32,56.07
583.0,0.51,3.83,51.21,2.24,57.79
584.0,0.51,3.83,49.33,2.45,56.11
585.0,0.53,3.69,54.63,1.99,60.84
586.0,0.53,3.69,54.85,2.14,61.21
587.0,0.53,4.04,49.39,1.95,55.92
588.0,0.53,4.04,51.62,1.88,58.07
589.0,0.54,3.79,55.37,1.76,61.46
590.0,0.54,3.79,47.96,2.29,54.58
591.0,0.52,3.92,61.6,2.1,68.14
592.0,0.52,3.92,54.36,1.82,60.61
593.0,0.5,3.71,62.87,2.09,69.17
594.0,0.5,3.71,49.36,2.15,55.72
595.0,0.51,3.67,52.18,2.23,58.59
596.0,0.51,3.67,49.49,2.4,56.06
597.0,0.52,3.75,53.92,2.27,60.47
598.0,0.52,3.75,54.78,2.41,61.45
599.0,0.53,3.71,49.93,1.75,55.92
600.0,0.53,3.71,48.18,2.0,54.42
601.0,0.53,3.74,54.73,2.39,61.39
602.0,0.53,3.74,50.14,2.05,56.46
603.0,0.52,3.86,49.14,1.9,55.41
604.0,0.52,3.86,55.63,1.67,61.67
605.0,0.53,3.81,51.49,2.63,58.47
606.0,0.53,3.81,49.51,2.29,56.14
607.0,0.54,3.82,53.04,2.01,59.4
608.0,0.54,3.82,49.54,2.17,56.07
609.0,0.52,4.34,50.23,2.22,57.31
610.0,0.52,4.34,48.95,2.07,55.88
611.0,0.49,3.95,51.13,2.05,57.62
612.0,0.49,3.95,47.97,1.85,54.25
613.0,0.51,3.86,51.7,1.99,58.06
614.0,0.51,3.86,49.27,2.29,55.93
615.0,0.51,3.94,51.7,2.56,58.71
616.0,0.51,3.94,51.58,2.15,58.19
617.0,0.52,3.81,54.75,2.33,61.41
618.0,0.52,3.81,50.16,2.15,56.64
619.0,0.51,3.78,51.25,2.94,58.48
620.0,0.51,3.78,48.8,2.5,55.58
621.0,0.51,3.91,50.42,2.32,57.16
622.0,0.51,3.91,55.23,2.81,62.45
623.0,0.5,3.82,50.49,1.89,56.69
624.0,0.5,3.82,70.02,2.05,76.39
625.0,0.51,4.03,54.95,1.14,60.63
626.0,0.51,4.03,47.48,1.83,53.85
627.0,0.52,3.72,49.21,2.43,55.88
628.0,0.52,3.72,52.17,1.72,58.13
629.0,0.49,3.79,51.12,2.64,58.04
630.0,0.49,3.79,51.58,1.81,57.67
631.0,0.53,3.76,51.41,2.15,57.86
632.0,0.53,3.76,54.85,1.6,60.75
633.0,0.5,3.7,50.7,1.97,56.86
634.0,0.5,3.7,48.92,2.18,55.29
635.0,0.52,3.81,50.45,2.12,56.9
636.0,0.52,3.81,48.56,1.62,54.51
637.0,0.53,3.76,49.97,1.6,55.87
638.0,0.53,3.76,48.47,1.81,54.57
639.0,0.52,3.85,49.45,2.46,56.28
640.0,0.52,3.85,52.57,2.17,59.12
641.0,0.49,3.77,52.2,2.22,58.69
642.0,0.49,3.77,51.98,1.89,58.13
