msg_count,ind_latency,recv_latency,class_latency,alloc_latency,tot_latency
2512.0,12.74,10.38,105.28,1.75,130.16
2513.0,11.26,3.69,106.38,1.32,122.65
2514.0,11.83,86.05,115.85,1.73,215.46
2515.0,11.16,16.55,99.6,1.38,128.69
2516.0,12.4,5.33,116.83,1.15,135.71
2517.0,15.27,5.38,101.57,1.17,123.39
2518.0,12.82,76.9,103.7,1.63,195.05
2519.0,13.93,121.97,99.6,1.41,236.9
2520.0,11.81,6.53,97.06,4.45,119.85
2521.0,11.69,5.71,104.67,1.29,123.35
2522.0,12.39,4.87,104.83,1.37,123.45
2523.0,15.7,41.06,91.54,2.11,150.4
2524.0,11.79,78.36,118.99,1.79,210.94
2525.0,12.61,3.75,108.74,1.6,126.7
2526.0,12.69,4.1,110.01,1.21,128.0
2527.0,12.7,4.07,108.68,1.89,127.35
2528.0,10.97,89.55,105.88,2.23,208.63
2529.0,14.55,135.94,110.17,2.09,262.76
2530.0,11.47,26.52,95.66,2.12,135.76
2531.0,12.01,4.11,109.38,2.13,127.63
2532.0,11.62,7.03,99.57,4.88,123.1
2533.0,11.03,115.39,84.59,1.21,212.22
2534.0,12.63,79.99,79.38,2.22,174.21
2535.0,15.09,5.47,80.03,1.45,102.03
2536.0,16.21,5.66,100.67,1.32,123.85
2537.0,12.44,4.04,112.9,1.56,130.94
2538.0,16.8,97.74,99.85,1.75,216.14
2539.0,12.13,3.88,103.33,0.86,120.19
2540.0,11.4,104.02,103.04,5.76,224.22
2541.0,13.38,128.87,101.39,1.82,245.46
2542.0,15.64,4.0,101.94,1.49,123.08
2543.0,11.72,6.94,108.45,1.39,128.49
2544.0,12.18,48.51,104.29,1.82,166.81
2545.0,11.69,5.37,106.97,1.88,125.92
2546.0,11.84,113.24,87.86,2.29,215.22
2547.0,13.07,6.05,78.76,1.21,99.08
2548.0,11.28,4.51,95.54,1.4,112.73
2549.0,12.27,17.75,89.67,1.59,121.29
2550.0,12.22,112.05,86.29,1.96,212.52
2551.0,11.91,4.17,101.84,1.16,119.07
2552.0,13.95,100.99,98.96,1.36,215.25
2553.0,13.28,116.29,96.92,1.47,227.96
2554.0,13.96,145.11,70.19,2.09,231.34
2555.0,11.62,6.0,77.12,1.63,96.37
2556.0,18.38,29.05,74.26,0.9,122.6
2557.0,11.58,3.99,95.24,1.46,112.27
2558.0,12.8,59.74,92.11,1.3,165.95
2559.0,11.88,125.75,70.66,1.19,209.48
2560.0,10.8,187.98,85.86,2.34,286.98
2561.0,13.35,12.88,89.59,1.54,117.37
2562.0,15.58,103.43,94.76,1.26,215.04
2563.0,12.56,113.12,99.09,1.54,226.32
2564.0,12.41,125.73,103.35,1.34,242.83
2565.0,11.58,3.89,106.74,2.15,124.36
2566.0,12.34,52.96,107.27,1.61,174.18
2567.0,11.99,6.61,99.6,1.31,119.51
2568.0,11.87,74.59,105.9,1.42,193.78
2569.0,13.27,133.09,95.62,1.53,243.51
2570.0,12.44,24.36,92.35,1.69,130.83
2571.0,12.38,8.65,76.94,1.15,99.12
2572.0,11.85,30.05,100.92,1.92,144.75
2573.0,12.0,80.82,93.04,1.38,187.25
2574.0,13.72,9.1,108.14,3.32,134.28
2575.0,12.15,5.5,106.5,1.36,125.51
2576.0,12.13,109.91,97.2,1.24,220.47
2577.0,12.14,72.8,67.53,2.18,154.65
2578.0,15.9,7.43,105.23,2.49,131.04
2579.0,11.97,64.95,97.26,1.52,175.71
2580.0,12.08,4.94,91.12,2.47,110.61
2581.0,11.27,5.35,88.79,1.23,106.64
2582.0,11.39,6.1,99.66,1.65,118.8
2583.0,13.32,22.08,97.56,1.59,134.55
2584.0,14.4,9.13,122.64,1.46,147.62
2585.0,17.6,101.47,105.73,1.73,226.52
2586.0,12.87,145.26,113.42,0.7,272.25
2587.0,11.55,219.06,104.97,3.67,339.26
2588.0,12.09,145.79,108.93,3.47,270.3
2589.0,11.89,168.04,99.62,1.41,280.96
2590.0,11.19,43.11,105.64,4.76,164.7
2591.0,11.79,4.27,101.03,2.13,119.22
2592.0,12.95,10.69,100.23,1.87,125.73
2593.0,11.61,66.49,96.59,1.95,176.65
2594.0,11.49,81.14,85.88,1.64,180.14
2595.0,12.27,108.28,83.39,0.96,204.9
2596.0,11.94,19.67,102.83,1.25,135.69
2597.0,11.89,50.19,92.52,3.44,158.04
2598.0,12.49,76.8,93.98,1.59,184.85
2599.0,12.45,54.74,100.55,1.61,169.34
2600.0,12.17,10.47,98.88,1.41,122.92
2601.0,12.07,4.73,99.51,1.39,117.7
2602.0,12.46,3.9,108.5,1.28,126.14
2603.0,12.01,65.71,104.82,2.12,184.66
2604.0,12.0,80.32,82.25,1.79,176.36
2605.0,16.68,141.13,72.62,1.19,231.62
2606.0,12.78,118.73,73.9,0.99,206.4
2607.0,14.09,4.25,89.97,2.26,110.56
2608.0,13.01,67.55,134.87,2.18,217.61
2609.0,12.32,74.98,94.39,1.69,183.38
2610.0,11.74,135.54,107.88,3.08,258.24
2611.0,11.82,5.21,92.03,2.09,111.15
2612.0,11.5,4.24,103.4,1.78,120.92
2613.0,12.72,38.97,103.43,2.65,157.77
2614.0,12.55,42.73,102.05,4.44,161.77
2615.0,11.21,15.48,103.27,3.08,133.05
2616.0,12.9,7.84,103.75,1.95,126.44
2617.0,12.19,117.99,106.4,1.59,238.18
2618.0,11.61,133.59,92.52,1.24,238.97
2619.0,15.53,208.81,68.54,1.3,294.18
2620.0,12.52,224.71,99.23,1.41,337.87
2621.0,12.18,4.29,116.12,2.22,134.81
2622.0,11.76,66.44,111.7,2.15,192.05
2623.0,11.31,128.91,125.65,1.65,267.53
2624.0,11.81,14.62,93.11,1.53,121.06
2625.0,11.45,7.47,113.83,2.4,135.15
2626.0,11.62,117.58,107.02,1.22,237.44
2627.0,12.05,203.85,102.46,2.78,321.15
2628.0,11.84,185.78,102.82,2.64,303.08
2629.0,13.91,241.07,81.59,2.25,338.82
2630.0,12.11,265.23,98.08,1.28,376.7
2631.0,12.01,5.37,68.25,2.57,88.2
2632.0,11.14,53.47,119.17,3.21,187.0
2633.0,14.75,139.69,114.19,1.45,270.07
2634.0,12.2,38.19,101.98,3.1,155.48
2635.0,12.92,27.94,112.72,1.32,154.9
2636.0,11.59,134.49,109.83,1.54,257.45
2637.0,12.89,153.14,105.56,4.44,276.03
2638.0,12.76,177.82,96.64,1.99,289.21
2639.0,12.08,261.33,98.83,1.49,373.73
2640.0,12.36,357.61,98.94,1.75,470.66
2641.0,11.6,5.96,83.96,2.63,104.15
2642.0,12.52,41.07,100.38,1.47,155.44
2643.0,11.99,129.63,98.52,3.21,243.35
2644.0,12.91,88.51,112.54,2.35,216.31
2645.0,12.1,143.98,106.92,1.86,264.86
2646.0,12.71,188.58,112.59,1.4,315.29
2647.0,11.8,306.3,109.22,1.48,428.8
2648.0,11.9,294.93,109.6,2.09,418.51
2649.0,11.96,216.24,110.67,1.77,340.64
2650.0,12.29,246.83,109.97,1.21,370.3
2651.0,16.49,7.59,103.02,1.53,128.63
2652.0,13.54,60.21,108.72,1.91,184.39
2653.0,11.88,37.98,69.1,2.79,121.74
2654.0,12.1,93.3,103.89,2.17,211.46
2655.0,11.61,183.45,92.47,1.3,288.83
2656.0,12.44,269.77,103.57,1.63,387.41
2657.0,11.98,226.56,105.72,1.8,346.06
2658.0,11.93,332.07,104.55,3.01,451.56
2659.0,12.47,205.46,108.51,1.49,327.92
2660.0,12.58,133.02,111.45,1.54,258.58
2661.0,13.18,4.11,82.76,2.0,102.05
2662.0,11.8,9.05,107.64,1.36,129.84
2663.0,11.78,84.07,101.84,2.11,199.8
2664.0,12.4,190.73,97.37,1.54,302.04
2665.0,12.49,218.73,97.9,3.06,332.18
2666.0,15.29,305.66,102.77,4.32,428.05
2667.0,12.13,364.02,91.19,1.45,468.79
2668.0,11.65,235.05,92.52,1.17,340.4
2669.0,13.04,118.89,99.38,1.46,232.77
2670.0,12.98,126.02,109.58,1.8,250.38
2671.0,11.42,4.41,105.58,1.56,122.96
2672.0,12.09,6.36,112.46,1.68,132.59
2673.0,13.34,99.81,105.21,1.61,219.96
2674.0,12.89,202.29,98.71,3.0,316.89
2675.0,11.41,152.56,81.44,1.92,247.33
2676.0,12.91,229.19,96.79,3.46,342.34
2677.0,12.35,140.94,80.1,2.32,235.71
2678.0,12.68,130.03,91.1,1.38,235.19
2679.0,12.72,107.91,110.85,1.51,233.0
2680.0,12.61,75.96,117.34,0.87,206.79
2681.0,11.47,4.37,93.65,1.95,111.43
2682.0,10.9,74.04,112.44,0.99,198.37
2683.0,11.95,98.49,85.14,1.1,196.69
2684.0,11.88,178.82,83.76,0.94,275.39
2685.0,11.49,86.07,83.26,1.27,182.1
2686.0,11.61,106.39,95.03,2.39,215.42
2687.0,13.28,199.19,106.76,1.46,320.7
2688.0,19.07,209.61,94.14,1.17,323.99
2689.0,12.83,104.92,87.17,1.37,206.29
2690.0,11.32,4.63,77.79,1.22,94.96
2691.0,11.76,4.66,83.53,1.37,101.32
2692.0,12.23,4.37,97.14,2.13,115.87
2693.0,12.74,6.21,103.85,1.28,124.07
2694.0,12.05,24.84,84.14,1.17,122.2
2695.0,15.03,61.75,83.16,1.4,161.34
2696.0,11.33,24.85,89.36,1.75,127.28
2697.0,17.3,114.07,86.69,1.65,219.7
2698.0,11.74,83.31,98.73,1.28,195.05
2699.0,11.31,105.67,98.45,1.29,216.73
2700.0,13.28,6.7,99.44,1.18,120.6
2701.0,13.15,4.21,85.29,1.55,104.19
2702.0,11.26,9.04,80.66,1.16,102.13
2703.0,12.33,81.32,76.81,1.96,172.43
2704.0,11.49,5.29,92.96,1.18,110.93
2705.0,11.61,65.03,84.38,1.29,162.3
2706.0,11.33,55.88,90.9,2.05,160.16
2707.0,12.21,24.05,109.59,2.93,148.78
2708.0,11.91,87.29,119.91,1.87,220.98
2709.0,12.67,212.79,101.32,1.75,328.53
2710.0,12.05,4.97,93.01,1.21,111.24
2711.0,12.1,76.59,86.5,1.32,176.51
2712.0,11.63,6.38,84.95,1.5,104.46
2713.0,15.11,6.01,70.08,3.81,95.01
2714.0,10.75,44.43,91.26,1.22,147.66
2715.0,14.05,49.12,72.14,1.1,136.41
2716.0,14.48,86.54,108.44,1.67,211.14
2717.0,12.01,15.53,106.55,1.56,135.65
2718.0,12.92,91.32,105.22,1.35,210.8
2719.0,11.61,130.23,85.85,1.38,229.08
2720.0,11.89,4.49,91.4,3.68,111.46
2721.0,12.72,52.02,95.81,2.0,162.55
2722.0,12.96,9.47,91.73,1.36,115.51
2723.0,11.9,19.98,84.36,1.76,118.0
2724.0,11.88,49.05,82.89,1.7,145.51
2725.0,11.44,4.99,78.95,1.59,96.96
2726.0,11.5,52.96,91.75,1.6,157.81
2727.0,11.76,101.31,91.91,0.84,205.83
2728.0,11.18,4.85,97.87,1.52,115.43
2729.0,12.24,6.27,97.43,1.03,116.96
2730.0,13.16,5.44,106.19,1.9,126.7
2731.0,15.39,50.26,109.11,1.97,176.73
2732.0,11.42,112.57,106.49,2.12,232.6
2733.0,12.03,84.13,87.18,1.99,185.33
2734.0,12.25,166.93,102.33,2.07,283.58
2735.0,12.65,86.7,109.07,3.0,211.42
2736.0,15.37,181.58,97.65,2.62,297.21
2737.0,14.7,62.28,97.85,1.32,176.15
2738.0,12.17,159.82,95.95,1.36,269.3
2739.0,12.59,56.03,101.02,1.7,171.35
2740.0,13.21,7.29,118.18,1.66,140.33
2741.0,10.77,43.91,112.8,1.39,168.88
2742.0,12.63,32.27,97.59,1.43,143.92
2743.0,13.98,115.22,98.57,1.22,228.99
2744.0,12.96,117.23,106.56,1.76,238.51
2745.0,12.3,101.79,147.33,1.11,262.53
2746.0,18.37,131.44,83.7,1.58,235.09
2747.0,13.04,175.8,98.76,1.6,289.21
2748.0,16.68,256.89,103.61,1.58,378.76
2749.0,12.02,7.66,99.2,1.12,120.0
2750.0,11.68,4.36,97.36,1.62,115.02
2751.0,14.12,52.59,94.85,2.27,163.84
2752.0,13.81,121.58,112.39,1.42,249.2
2753.0,12.43,175.1,117.39,1.31,306.23
2754.0,11.19,158.97,79.04,1.51,250.7
2755.0,14.51,194.8,89.48,1.2,299.99
2756.0,11.37,235.09,94.64,1.69,342.8
2757.0,11.02,318.31,101.86,2.72,433.91
2758.0,11.81,81.38,106.45,1.57,201.2
2759.0,11.68,5.47,107.05,1.92,126.12
2760.0,11.8,5.33,104.95,1.06,123.15
2761.0,10.84,56.8,86.9,2.32,156.87
2762.0,12.28,5.09,104.39,2.16,123.92
2763.0,11.81,59.77,95.83,1.61,169.02
2764.0,11.67,43.69,89.49,2.07,146.92
2765.0,13.01,4.47,104.88,1.69,124.06
2766.0,17.16,112.32,92.89,1.67,224.04
2767.0,11.11,169.39,115.0,4.68,300.18
2768.0,13.73,251.99,86.36,1.28,353.36
2769.0,13.05,4.76,93.71,1.29,112.8
2770.0,12.77,4.01,88.29,1.54,106.61
2771.0,11.34,4.0,108.17,1.43,124.94
2772.0,11.14,104.2,98.23,2.15,215.72
2773.0,19.38,170.36,73.9,1.44,265.08
2774.0,12.93,5.12,121.1,2.65,141.8
2775.0,11.8,29.97,86.85,1.38,130.0
2776.0,12.9,99.78,129.08,2.53,244.29
2777.0,11.46,220.98,93.1,2.1,327.64
2778.0,11.36,125.65,115.24,1.48,253.72
2779.0,11.49,6.82,100.91,1.09,120.31
2780.0,12.1,9.05,105.43,1.5,128.08
2781.0,11.12,44.99,86.64,2.03,144.78
2782.0,12.17,118.58,95.46,1.46,227.67
2783.0,11.07,220.13,98.05,1.23,330.47
2784.0,11.39,5.96,97.7,1.46,116.51
2785.0,11.19,36.38,78.91,1.62,128.1
2786.0,11.49,103.42,116.62,1.59,233.12
2787.0,11.7,157.3,104.47,3.17,276.65
2788.0,11.82,201.87,105.06,4.45,323.21
2789.0,11.74,4.99,135.29,1.7,153.71
2790.0,14.14,82.76,101.11,4.03,202.04
2791.0,10.96,64.84,84.76,3.34,163.9
2792.0,11.71,117.3,107.4,2.63,239.04
2793.0,11.1,95.72,104.94,1.89,213.65
2794.0,14.5,8.4,114.28,1.99,139.17
2795.0,13.89,20.93,92.04,2.16,129.03
2796.0,11.95,12.7,103.97,2.03,130.64
2797.0,11.38,107.46,96.53,3.32,218.69
2798.0,11.17,25.09,92.16,1.99,130.41
2799.0,12.33,6.93,98.05,2.56,119.87
2800.0,11.6,4.93,106.71,3.03,126.26
2801.0,12.6,51.35,85.12,1.38,150.45
2802.0,12.89,104.25,70.15,2.0,189.3
2803.0,11.92,6.71,114.07,1.39,134.09
2804.0,13.64,56.76,110.89,2.26,183.56
2805.0,11.08,4.12,108.77,1.55,125.52
2806.0,12.3,103.36,113.31,3.02,231.98
2807.0,12.43,15.62,103.73,1.86,133.64
2808.0,11.69,88.41,108.71,1.75,210.56
2809.0,11.56,4.58,80.52,2.24,98.9
2810.0,12.41,20.69,78.53,1.22,112.85
2811.0,12.51,4.67,82.14,1.08,100.4
2812.0,10.96,17.26,110.72,1.32,140.26
2813.0,11.29,4.78,90.97,0.94,107.98
2814.0,11.5,4.43,85.47,1.49,102.89
2815.0,11.76,70.92,114.99,1.59,199.26
2816.0,12.03,5.56,94.33,1.06,112.98
2817.0,11.53,5.77,93.56,1.33,112.2
2818.0,12.3,86.38,82.4,1.52,182.6
2819.0,11.47,4.44,97.04,1.24,114.19
2820.0,11.33,41.98,83.82,1.83,138.96
2821.0,14.98,6.36,95.27,1.94,118.54
2822.0,10.9,83.04,88.03,1.49,183.45
2823.0,13.49,170.93,86.64,1.1,272.17
2824.0,11.24,69.08,115.29,1.4,197.0
2825.0,11.51,4.19,99.46,1.71,116.86
2826.0,12.04,6.02,118.02,1.66,137.74
2827.0,13.63,63.97,106.17,4.74,188.5
2828.0,11.62,127.49,109.64,3.59,252.35
2829.0,13.5,22.22,108.2,2.27,146.18
2830.0,11.52,11.02,100.76,3.03,126.32
2831.0,11.52,35.84,92.15,1.15,140.65
2832.0,11.04,6.11,82.7,1.19,101.04
2833.0,11.17,64.27,76.26,1.2,152.9
2834.0,11.25,72.75,80.66,1.53,166.19
2835.0,10.64,4.34,71.55,1.09,87.62
2836.0,11.65,4.31,104.88,1.17,122.02
2837.0,11.68,26.43,103.33,1.34,142.78
2838.0,15.1,7.54,80.4,1.95,105.0
2839.0,10.88,5.69,71.43,1.09,89.09
2840.0,10.55,4.61,86.35,1.54,103.05
2841.0,10.92,4.09,88.72,1.62,105.36
2842.0,10.8,68.22,84.92,1.04,164.98
2843.0,10.89,4.3,83.33,1.22,99.74
2844.0,12.89,30.66,96.87,1.82,142.24
2845.0,13.06,119.81,97.37,2.1,232.34
2846.0,11.4,4.35,92.66,1.01,109.41
2847.0,10.82,6.32,86.53,1.75,105.42
2848.0,12.17,5.79,108.12,1.69,127.77
2849.0,12.17,7.74,115.81,1.25,136.97
2850.0,12.85,45.7,97.54,1.37,157.46
2851.0,13.75,144.34,99.29,1.75,259.13
2852.0,12.23,252.68,83.91,1.45,350.27
2853.0,11.12,73.63,96.43,1.4,182.59
2854.0,11.54,9.82,103.97,1.7,127.04
2855.0,12.04,5.71,71.0,1.05,89.79
2856.0,10.98,4.57,116.62,2.47,134.64
2857.0,11.03,4.82,73.9,1.35,91.09
2858.0,10.74,73.44,86.64,1.47,172.28
2859.0,12.13,5.26,70.68,1.32,89.39
2860.0,10.95,6.3,118.23,1.14,136.62
2861.0,11.16,4.42,111.39,1.43,128.4
2862.0,10.93,116.87,76.26,1.48,205.53
2863.0,11.9,181.47,91.02,1.18,285.57
2864.0,12.51,84.06,74.47,1.25,172.29
2865.0,11.25,6.03,93.53,0.98,111.78
2866.0,11.46,4.78,106.02,2.32,124.57
2867.0,10.51,5.19,79.32,2.0,97.02
2868.0,12.0,3.86,105.68,1.78,123.31
2869.0,14.53,20.49,99.89,1.44,136.35
2870.0,10.88,10.9,114.51,3.54,139.83
2871.0,12.25,6.15,112.29,2.22,132.9
2872.0,12.91,91.15,114.1,2.53,220.69
2873.0,11.68,164.48,110.65,1.42,288.22
2874.0,11.09,198.77,105.7,1.52,317.08
2875.0,11.31,133.6,102.63,3.38,250.92
2876.0,12.82,10.07,92.87,1.2,116.95
2877.0,11.76,11.19,100.75,1.67,125.36
2878.0,11.05,30.95,85.08,1.86,128.95
2879.0,12.27,6.47,83.79,0.89,103.41
2880.0,10.93,5.0,103.67,1.83,121.42
2881.0,12.29,52.55,99.51,1.45,165.79
2882.0,11.14,16.36,84.34,1.57,113.41
2883.0,12.4,82.74,86.86,1.17,183.16
2884.0,11.5,5.89,106.58,2.21,126.17
2885.0,11.21,94.7,104.77,5.37,216.05
2886.0,10.8,4.94,105.35,1.3,122.39
2887.0,11.4,4.21,141.82,1.2,158.63
2888.0,10.46,6.25,96.61,4.47,117.79
2889.0,11.52,98.9,94.39,1.0,205.82
2890.0,14.2,110.96,80.58,1.9,207.64
2891.0,11.0,10.27,109.4,1.36,132.03
2892.0,12.53,114.33,91.79,1.31,219.96
2893.0,11.73,199.19,100.36,1.31,312.59
2894.0,11.47,91.7,93.16,1.77,198.1
2895.0,13.42,8.29,80.17,1.79,103.68
2896.0,11.15,66.2,104.38,1.34,183.07
2897.0,11.02,79.95,106.54,1.85,199.36
2898.0,12.0,4.01,113.15,1.55,130.71
2899.0,11.46,7.11,116.75,1.83,137.15
2900.0,11.95,83.45,113.87,1.7,210.97
2901.0,11.31,7.58,105.61,4.94,129.44
2902.0,10.89,69.17,109.82,2.35,192.22
2903.0,11.13,153.96,105.69,2.91,273.69
2904.0,11.84,92.35,101.48,1.68,207.36
2905.0,12.87,58.9,93.98,1.01,166.75
2906.0,11.36,160.65,88.26,1.53,261.8
2907.0,11.62,21.34,95.0,1.2,129.16
2908.0,12.6,5.35,85.35,1.11,104.4
2909.0,11.55,82.0,89.23,1.31,184.1
2910.0,11.4,6.33,111.75,1.6,131.08
2911.0,11.02,5.19,109.66,2.38,128.25
2912.0,11.24,14.02,106.82,1.22,133.31
2913.0,10.85,27.17,75.59,1.03,114.64
2914.0,12.59,81.26,107.01,1.25,202.1
2915.0,11.25,129.79,108.81,1.69,251.54
2916.0,10.94,4.44,112.41,0.88,128.67
2917.0,10.95,4.32,82.76,2.62,100.65
2918.0,11.88,4.85,129.29,1.59,147.61
2919.0,10.75,59.1,86.24,1.51,157.6
2920.0,12.84,4.24,114.13,1.37,132.57
2921.0,18.86,6.97,79.65,1.56,107.05
2922.0,11.67,5.77,88.29,1.12,106.85
2923.0,12.29,5.92,85.83,2.46,106.5
2924.0,12.78,4.97,86.34,1.83,105.92
2925.0,14.31,91.8,107.66,2.2,215.97
2926.0,12.17,45.65,111.31,1.89,171.02
2927.0,12.32,5.2,111.09,2.19,130.8
2928.0,13.09,4.06,114.0,0.96,132.11
2929.0,11.43,9.71,84.53,2.19,107.86
2930.0,18.2,3.78,75.05,0.71,97.72
2931.0,12.57,8.78,72.94,2.03,96.32
2932.0,11.02,5.57,117.19,3.09,136.87
2933.0,14.0,90.93,108.07,2.27,215.27
2934.0,11.22,9.0,81.23,1.47,102.92
2935.0,11.33,78.63,107.57,1.9,199.42
2936.0,11.8,30.07,107.76,0.94,150.58
2937.0,11.24,6.53,114.07,1.06,132.89
2938.0,20.34,102.08,86.07,0.88,209.37
2939.0,10.77,108.54,90.97,1.6,211.88
2940.0,10.68,4.07,114.53,3.13,132.4
2941.0,11.34,9.55,106.4,3.12,130.42
2942.0,11.0,99.22,98.39,3.39,212.01
2943.0,12.77,187.74,95.06,1.49,297.06
2944.0,12.87,89.08,104.89,1.13,207.97
2945.0,12.28,38.76,91.63,2.76,145.42
2946.0,11.09,6.9,110.21,1.51,129.7
2947.0,12.67,5.14,102.46,1.24,121.52
2948.0,12.26,6.24,110.57,1.33,130.41
2949.0,11.83,117.72,93.06,1.38,223.99
2950.0,11.54,10.28,113.99,1.66,137.47
2951.0,10.78,20.91,102.09,2.75,136.53
2952.0,10.45,93.84,96.92,1.24,202.45
2953.0,11.86,5.35,109.69,2.73,129.62
2954.0,15.34,7.27,97.18,1.25,121.05
2955.0,11.4,3.97,80.15,1.19,96.71
2956.0,19.16,56.31,97.3,4.71,177.49
2957.0,10.44,4.75,102.48,1.45,119.11
2958.0,11.19,89.38,107.43,1.87,209.88
2959.0,12.82,106.73,93.74,1.52,214.82
2960.0,12.13,70.82,114.2,1.21,198.36
2961.0,10.86,184.01,100.79,1.62,297.28
2962.0,11.9,126.26,77.11,0.9,216.17
2963.0,10.88,4.48,91.44,1.36,108.16
2964.0,12.9,5.45,105.11,1.57,125.02
2965.0,13.17,4.67,120.01,1.97,139.82
2966.0,11.15,113.8,99.86,2.08,226.89
2967.0,22.15,180.15,96.38,1.45,300.13
2968.0,10.51,141.7,115.39,1.64,269.25
2969.0,10.77,213.27,102.94,1.24,328.22
2970.0,10.91,145.3,114.72,1.14,272.07
2971.0,16.15,254.72,102.01,1.8,374.67
2972.0,11.2,92.2,120.02,1.54,224.96
2973.0,11.13,186.77,113.58,1.58,313.06
2974.0,11.47,3.78,134.26,5.56,155.07
2975.0,10.92,4.13,86.66,2.13,103.84
2976.0,12.08,20.96,75.93,1.62,110.59
2977.0,11.41,84.51,87.48,2.54,185.93
2978.0,10.63,153.24,88.13,1.3,253.3
2979.0,12.31,180.2,90.84,1.1,284.45
2980.0,11.66,3.78,116.35,1.88,133.66
2981.0,14.46,5.42,96.51,1.2,117.59
2982.0,12.71,55.47,114.52,1.23,183.93
2983.0,12.27,29.91,123.14,1.68,167.01
2984.0,10.9,6.22,125.25,1.71,144.08
2985.0,11.32,91.19,84.05,1.29,187.86
2986.0,10.49,147.07,87.12,1.41,246.08
2987.0,11.57,214.27,85.24,1.82,312.91
2988.0,11.99,204.37,111.73,1.26,329.35
2989.0,10.54,283.97,97.59,1.07,393.17
2990.0,11.22,53.8,71.24,1.53,137.79
2991.0,11.53,8.77,87.68,1.31,109.29
2992.0,10.62,67.22,85.93,0.99,164.76
2993.0,10.59,4.33,109.8,1.78,126.51
2994.0,15.04,5.96,86.52,1.4,108.91
2995.0,11.06,4.32,103.48,1.38,120.25
2996.0,10.65,46.18,104.43,1.45,162.71
2997.0,10.6,113.41,114.63,1.95,240.58
2998.0,11.48,208.96,108.45,1.76,330.66
2999.0,11.0,272.39,108.82,7.69,399.9
3000.0,13.5,269.51,101.38,2.07,386.46
3001.0,10.31,3.98,88.44,1.53,104.27
3002.0,11.44,47.88,84.57,1.42,145.31
3003.0,11.69,5.7,87.07,1.54,106.0
3004.0,10.19,5.23,131.06,1.52,147.99
3005.0,10.44,9.42,99.99,1.53,121.38
3006.0,11.09,33.66,100.59,1.24,146.58
3007.0,12.16,104.84,115.11,2.04,234.15
3008.0,12.34,125.07,109.61,1.97,248.99
3009.0,12.14,196.2,98.18,1.1,307.62
3010.0,10.44,50.99,83.48,1.23,146.15
3011.0,11.29,5.26,88.47,4.49,109.51
3012.0,11.37,88.91,106.71,1.56,208.56
3013.0,11.24,175.84,116.51,2.05,305.63
3014.0,12.83,10.58,109.02,1.61,134.04
3015.0,11.01,73.48,104.87,1.46,190.82
3016.0,11.28,48.19,113.45,1.26,174.18
3017.0,10.59,90.61,94.29,1.52,197.01
3018.0,10.38,6.32,99.15,1.24,117.1
3019.0,11.16,50.22,85.14,1.7,148.22
3020.0,12.09,5.8,106.48,1.77,126.13
3021.0,10.8,4.72,105.55,1.66,122.72
3022.0,25.0,12.89,71.78,1.44,111.11
3023.0,13.71,8.08,119.13,1.71,142.63
3024.0,10.9,4.49,102.28,1.24,118.92
3025.0,10.99,4.06,79.09,1.03,95.16
3026.0,10.65,4.82,84.2,1.58,101.26
3027.0,10.4,4.23,92.29,1.4,108.31
3028.0,10.21,64.68,121.51,1.32,197.72
3029.0,10.05,168.87,87.95,1.05,267.92
3030.0,11.02,124.36,95.07,1.86,232.31
3031.0,10.46,168.53,95.0,1.66,275.65
3032.0,14.55,63.84,88.08,1.36,167.83
3033.0,11.88,4.6,104.91,1.54,122.94
3034.0,11.93,69.88,106.22,2.0,190.03
3035.0,10.1,5.85,117.05,1.68,134.67
3036.0,10.22,6.13,82.86,2.27,101.48
3037.0,13.61,79.35,87.09,1.41,181.47
3038.0,11.02,119.63,100.8,1.74,233.18
3039.0,10.96,199.92,92.26,5.28,308.42
3040.0,11.28,142.88,107.21,2.54,263.91
3041.0,11.74,239.76,109.32,1.83,362.65
3042.0,13.9,5.21,109.57,1.59,130.26
3043.0,11.56,6.66,106.05,1.18,125.45
3044.0,11.62,50.45,99.96,2.83,164.86
3045.0,10.32,5.46,109.24,2.91,127.93
3046.0,14.09,34.01,111.25,1.5,160.85
3047.0,10.8,100.54,95.76,2.24,209.33
3048.0,14.23,161.9,99.42,1.47,277.02
3049.0,11.17,2.76,101.42,1.91,117.26
3050.0,10.47,84.2,98.46,1.62,194.75
3051.0,10.91,5.35,92.45,1.5,110.2
3052.0,11.01,5.59,125.66,1.55,143.8
3053.0,10.6,81.65,108.87,3.09,204.2
3054.0,13.25,198.49,107.36,1.14,320.24
3055.0,12.03,291.54,107.0,3.81,414.38
3056.0,11.64,209.25,106.05,1.34,328.28
3057.0,13.86,318.5,88.52,1.79,422.67
3058.0,11.31,257.42,101.59,1.74,372.05
3059.0,10.94,121.98,103.49,1.64,238.06
3060.0,11.06,183.02,99.8,1.63,295.51
3061.0,12.22,8.22,69.01,1.39,90.84
3062.0,10.77,4.51,83.92,1.36,100.56
3063.0,10.14,15.59,71.57,1.27,98.57
3064.0,10.29,39.38,97.8,1.78,149.25
3065.0,11.83,9.14,115.15,1.53,137.64
3066.0,15.78,60.57,107.46,2.14,185.94
3067.0,10.54,141.24,85.73,0.95,238.47
3068.0,12.37,29.44,75.18,1.59,118.58
3069.0,10.4,3.71,86.64,1.3,102.05
