msg_count,ind_latency,recv_latency,class_latency,alloc_latency,tot_latency
1279.0,12.1,41.06,108.53,4.54,166.23
1280.0,13.28,106.85,97.4,1.33,218.86
1281.0,12.76,198.91,92.84,1.41,305.93
1282.0,12.38,255.03,87.23,1.23,355.86
1283.0,11.59,174.41,73.81,1.05,260.85
1284.0,11.04,5.24,72.95,1.43,90.66
1285.0,18.14,7.95,81.28,1.42,108.8
1286.0,11.1,4.4,92.44,1.63,109.57
1287.0,12.44,41.5,123.51,1.83,179.28
1288.0,11.27,58.69,92.63,2.08,164.66
1289.0,10.64,131.87,82.72,1.84,227.07
1290.0,11.08,191.4,81.71,1.11,285.3
1291.0,12.01,158.01,101.98,2.06,274.05
1292.0,10.41,204.68,94.73,1.25,311.08
1293.0,11.2,149.99,67.86,1.59,230.65
1294.0,9.96,5.83,106.48,1.62,123.89
1295.0,11.94,7.51,95.11,1.49,116.05
1296.0,12.61,7.32,75.23,1.02,96.18
1297.0,15.1,58.62,73.9,1.25,148.86
1298.0,11.17,96.69,76.02,1.69,185.58
1299.0,10.74,5.51,89.12,1.19,106.56
1300.0,11.32,89.18,110.76,1.51,212.78
1301.0,10.97,59.85,73.33,1.36,145.51
1302.0,11.54,105.7,91.28,4.6,213.11
1303.0,10.31,187.77,94.72,1.31,294.11
1304.0,10.67,5.71,135.33,2.31,154.02
1305.0,10.82,7.84,87.96,1.52,108.15
1306.0,12.02,8.22,99.42,1.29,120.95
1307.0,17.08,26.9,72.12,1.8,117.89
1308.0,11.38,99.87,93.96,3.92,209.14
1309.0,10.47,82.47,88.31,1.41,182.66
1310.0,10.61,77.01,99.19,1.13,187.94
1311.0,11.57,174.98,99.26,1.96,287.77
1312.0,11.51,272.27,76.6,2.18,362.56
1313.0,10.2,328.12,100.65,1.06,440.02
1314.0,10.16,4.53,86.93,2.06,103.68
1315.0,12.19,7.21,103.66,1.15,124.21
1316.0,15.71,6.42,103.58,2.8,128.51
1317.0,16.72,88.56,105.84,2.65,213.77
1318.0,12.78,170.66,98.21,2.64,284.3
1319.0,11.2,102.38,87.33,2.33,203.24
1320.0,10.09,84.12,95.38,1.87,191.45
1321.0,10.39,9.63,96.54,1.63,118.2
1322.0,11.75,86.42,93.46,2.37,194.01
1323.0,12.24,109.32,118.5,1.57,241.63
1324.0,11.25,5.1,105.06,2.08,123.5
1325.0,10.46,4.96,100.41,1.41,117.24
1326.0,12.12,12.06,102.45,1.2,127.83
1327.0,10.39,22.49,73.09,1.43,107.39
1328.0,11.38,45.11,80.49,1.96,138.94
1329.0,11.88,4.09,98.44,1.73,116.15
1330.0,11.01,8.0,94.47,1.85,115.34
1331.0,10.72,80.62,95.71,1.22,188.27
1332.0,19.13,164.67,101.5,1.13,286.43
1333.0,10.17,258.66,96.32,1.51,366.65
1334.0,10.8,4.41,88.69,1.58,105.48
1335.0,10.08,4.94,91.04,1.64,107.7
1336.0,11.24,5.43,85.57,2.21,104.44
1337.0,10.51,6.12,83.97,1.17,101.77
1338.0,12.6,3.27,85.8,1.53,103.2
1339.0,10.75,18.25,85.84,1.32,116.16
1340.0,12.55,105.07,106.16,3.17,226.96
1341.0,14.31,200.55,105.92,1.56,322.34
1342.0,10.32,215.26,104.14,1.37,331.09
1343.0,10.74,251.92,110.3,1.7,374.65
1344.0,11.44,7.27,109.15,2.67,130.53
1345.0,10.97,80.19,93.6,1.65,186.41
1346.0,11.51,124.95,95.82,1.56,233.84
1347.0,11.04,5.61,131.45,1.79,149.89
1348.0,10.33,32.59,93.01,1.28,137.2
1349.0,10.79,123.11,87.84,1.14,222.88
1350.0,11.02,159.72,68.69,2.36,241.78
1351.0,11.25,164.76,110.54,2.46,289.02
1352.0,12.81,96.99,113.11,1.99,224.9
1353.0,12.37,194.24,103.95,1.97,312.53
1354.0,12.18,5.25,87.61,1.28,106.31
1355.0,11.71,4.54,94.51,1.9,112.66
1356.0,12.04,5.0,93.3,1.49,111.83
1357.0,11.06,5.42,114.8,1.06,132.34
1358.0,12.91,117.08,75.3,1.37,206.67
1359.0,11.07,150.49,97.24,1.04,259.84
1360.0,10.29,164.34,82.84,1.33,258.8
1361.0,10.85,195.7,95.28,2.37,304.21
1362.0,11.45,200.58,106.43,1.84,320.3
1363.0,10.84,175.25,110.64,1.56,298.3
1364.0,11.13,3.84,103.16,1.37,119.5
1365.0,10.31,6.72,106.68,3.13,126.85
1366.0,12.22,6.05,95.59,1.51,115.37
1367.0,13.83,90.73,101.45,1.7,207.71
1368.0,10.96,91.29,100.93,1.52,204.7
1369.0,11.17,174.14,97.2,1.42,283.93
1370.0,12.48,234.55,94.09,3.0,344.13
1371.0,10.38,195.13,114.31,1.93,321.75
1372.0,11.4,262.88,101.97,1.14,377.39
1373.0,12.56,150.41,85.97,1.0,249.94
1374.0,10.28,5.47,75.75,2.2,93.69
1375.0,11.25,5.03,113.44,3.41,133.14
1376.0,11.08,30.36,112.66,1.65,155.75
1377.0,11.95,19.55,108.17,1.82,141.49
1378.0,11.01,113.0,101.71,1.58,227.29
1379.0,11.68,205.97,98.83,1.58,318.07
1380.0,10.3,236.69,107.4,1.71,356.1
1381.0,12.2,338.12,94.67,1.52,446.5
1382.0,11.38,233.09,90.04,1.76,336.27
1383.0,11.12,234.96,91.06,1.11,338.24
1384.0,10.26,5.48,95.67,4.03,115.44
1385.0,11.07,13.15,96.3,2.48,123.0
1386.0,11.26,17.9,86.35,2.55,118.06
1387.0,10.73,5.2,82.22,1.38,99.53
1388.0,11.33,12.85,85.16,1.67,111.02
1389.0,10.76,46.93,85.17,1.63,144.49
1390.0,12.22,62.53,110.4,1.67,186.82
1391.0,10.89,4.96,99.49,1.34,116.68
1392.0,11.54,17.75,95.97,1.53,126.79
1393.0,11.04,37.33,95.72,1.67,145.77
1394.0,10.72,6.07,94.01,1.35,112.15
1395.0,11.29,3.31,111.12,1.71,127.42
1396.0,10.58,5.55,99.37,1.82,117.31
1397.0,10.82,5.76,109.12,0.81,126.51
1398.0,11.4,49.86,68.08,1.44,130.79
1399.0,11.04,119.01,75.5,1.42,206.97
1400.0,10.55,193.97,91.21,1.1,296.84
1401.0,11.28,119.02,88.67,1.31,220.28
1402.0,11.74,4.62,69.45,1.27,87.09
1403.0,12.81,4.27,71.88,3.72,92.68
1404.0,10.68,4.45,98.66,1.59,115.38
1405.0,10.67,7.86,98.53,1.4,118.46
1406.0,10.89,106.78,83.08,1.12,201.86
1407.0,16.89,165.96,87.6,1.5,271.96
1408.0,18.02,240.96,100.65,2.12,361.75
1409.0,10.71,341.55,91.19,1.45,444.9
1410.0,11.24,357.38,88.14,1.03,457.79
1411.0,11.74,218.03,89.02,2.27,321.06
1412.0,11.96,276.19,142.08,2.12,432.35
1413.0,10.77,232.31,104.3,0.98,348.37
1414.0,11.61,4.88,87.71,1.34,105.54
1415.0,10.92,5.52,73.05,1.18,90.68
1416.0,11.46,66.39,81.49,3.16,162.51
1417.0,14.75,140.12,73.72,1.82,230.42
1418.0,12.12,151.29,99.83,2.61,265.85
1419.0,11.84,256.74,114.14,2.8,385.52
1420.0,11.76,307.64,107.51,1.5,428.41
1421.0,11.84,169.36,100.59,0.92,282.72
1422.0,11.91,264.68,89.56,1.27,367.43
1423.0,11.36,4.75,95.94,1.21,113.26
1424.0,12.86,4.53,90.26,1.24,108.89
1425.0,11.95,65.33,89.59,1.09,167.96
1426.0,11.49,45.64,60.86,1.16,119.16
1427.0,10.9,3.38,82.64,2.71,99.61
1428.0,10.78,58.55,71.09,1.18,141.6
1429.0,13.18,79.72,93.91,1.66,188.46
1430.0,12.87,144.15,93.68,1.4,252.11
1431.0,10.28,157.87,115.76,1.43,285.34
1432.0,11.54,223.92,108.85,1.55,345.86
1433.0,10.6,5.11,115.18,1.59,132.48
1434.0,11.24,6.95,119.3,1.67,139.16
1435.0,10.65,15.69,110.54,1.74,138.61
1436.0,11.31,112.36,111.99,1.68,237.33
1437.0,11.99,204.6,112.82,1.33,330.74
1438.0,16.13,77.87,75.03,2.09,171.11
1439.0,10.24,131.74,103.73,1.67,247.37
1440.0,10.93,226.29,90.41,5.12,332.75
1441.0,10.7,201.73,93.07,1.29,306.79
1442.0,10.19,231.25,92.53,1.58,335.54
1443.0,12.18,5.69,126.15,1.86,145.88
1444.0,11.11,19.41,115.6,2.56,148.69
1445.0,11.44,5.66,78.85,1.64,97.59
1446.0,10.32,55.87,74.6,1.35,142.14
1447.0,11.03,101.83,107.05,0.84,220.75
1448.0,12.03,47.25,103.72,1.36,164.36
1449.0,11.22,74.6,110.52,3.37,199.71
1450.0,11.83,59.79,98.51,2.86,172.99
1451.0,10.51,72.94,79.64,1.36,164.46
1452.0,11.12,5.03,94.36,2.45,112.96
1453.0,18.83,6.44,72.66,1.26,99.2
1454.0,10.8,37.4,95.75,2.01,145.95
1455.0,10.61,3.83,96.03,1.9,112.36
1456.0,10.13,102.73,97.83,1.39,212.09
1457.0,12.04,127.68,87.2,1.05,227.98
1458.0,11.72,10.99,85.88,1.75,110.34
1459.0,10.99,15.42,91.28,1.4,119.1
1460.0,11.22,17.48,99.6,1.33,129.63
1461.0,10.91,22.57,103.6,0.94,138.01
1462.0,11.18,5.34,96.85,1.41,114.78
1463.0,12.87,5.78,80.67,1.25,100.57
1464.0,12.75,88.99,74.71,6.09,182.54
1465.0,13.24,65.52,80.74,1.52,161.01
1466.0,10.9,13.01,90.24,1.06,115.21
1467.0,10.38,37.44,113.18,2.48,163.48
1468.0,11.94,5.61,98.44,1.69,117.68
1469.0,11.28,93.47,112.95,1.75,219.44
1470.0,11.82,187.41,106.98,3.39,309.59
1471.0,11.23,147.92,107.58,4.12,270.85
1472.0,10.59,121.87,104.58,1.26,238.3
1473.0,11.86,5.68,102.08,1.29,120.93
1474.0,11.06,4.49,87.87,1.24,104.66
1475.0,10.88,37.25,84.57,1.86,134.57
1476.0,10.84,104.03,93.27,2.86,211.0
1477.0,10.33,165.89,82.71,1.33,260.27
1478.0,10.97,8.98,101.55,2.13,123.63
1479.0,10.83,88.71,117.25,2.02,218.81
1480.0,10.83,154.28,112.71,1.77,279.59
1481.0,10.8,54.77,89.55,1.64,156.75
1482.0,10.59,52.25,100.36,2.4,165.6
1483.0,10.96,4.86,85.84,1.01,102.68
1484.0,11.8,5.52,89.24,3.05,109.61
1485.0,11.47,62.29,115.04,2.83,191.63
1486.0,11.77,83.66,98.0,1.37,194.79
1487.0,11.65,61.34,84.41,1.92,159.33
1488.0,10.32,4.95,75.68,2.19,93.14
1489.0,11.22,6.23,76.77,1.29,95.51
1490.0,10.83,4.09,80.45,2.34,97.72
1491.0,10.81,3.84,121.14,1.54,137.34
1492.0,12.04,16.26,121.22,1.95,151.46
1493.0,13.04,50.84,116.37,4.23,184.48
1494.0,11.05,10.68,108.49,2.63,132.85
1495.0,15.19,117.46,93.82,1.42,227.89
1496.0,11.05,133.08,103.44,1.59,249.16
1497.0,10.36,113.75,112.91,2.68,239.7
1498.0,17.83,102.2,97.21,1.49,218.74
1499.0,10.7,176.59,104.73,2.13,294.15
1500.0,16.34,10.44,96.38,3.58,126.74
1501.0,10.46,18.88,82.78,1.52,113.64
1502.0,10.36,6.14,81.48,3.76,101.73
1503.0,11.04,4.35,111.6,2.19,129.19
1504.0,10.99,5.07,93.56,1.25,110.86
1505.0,12.67,98.2,104.45,1.56,216.88
1506.0,11.06,185.65,112.49,1.58,310.78
1507.0,10.79,204.41,93.05,1.2,309.46
1508.0,12.68,191.34,101.23,1.73,306.98
1509.0,12.38,259.07,97.81,0.91,370.17
1510.0,13.39,29.2,78.56,1.78,122.93
1511.0,10.85,5.66,88.81,3.62,108.94
1512.0,11.19,3.87,99.98,1.9,116.94
1513.0,10.77,104.4,84.45,1.29,200.91
1514.0,10.36,4.61,74.1,3.82,92.89
1515.0,14.11,5.56,98.86,1.32,119.84
1516.0,12.33,82.66,89.85,3.69,188.53
1517.0,11.0,80.51,85.04,1.33,177.88
1518.0,11.43,5.72,97.26,1.67,116.08
1519.0,11.85,63.58,98.65,1.04,175.12
1520.0,13.67,35.77,79.92,1.11,130.47
1521.0,10.52,5.24,86.53,1.4,103.69
1522.0,10.58,5.22,96.9,1.36,114.05
1523.0,10.41,6.05,86.7,3.29,106.45
1524.0,11.68,5.94,83.04,1.27,101.93
1525.0,12.22,4.74,80.84,2.56,100.36
1526.0,11.03,83.36,75.85,1.2,171.44
1527.0,11.1,114.0,94.63,1.27,221.0
1528.0,11.09,6.03,86.78,1.4,105.3
1529.0,26.24,4.41,89.47,2.28,122.4
1530.0,11.19,35.12,93.88,1.33,141.52
1531.0,12.03,57.42,81.22,2.21,152.88
1532.0,11.73,5.72,101.48,1.59,120.52
1533.0,10.58,4.5,94.09,1.69,110.86
1534.0,11.51,3.84,68.75,1.12,85.23
1535.0,11.44,5.81,98.0,2.28,117.53
1536.0,10.59,4.59,97.62,1.28,114.08
1537.0,10.46,7.45,91.9,1.2,111.01
1538.0,11.45,6.57,87.96,1.43,107.41
1539.0,10.88,4.38,114.78,1.74,131.78
1540.0,10.82,116.2,103.86,1.06,231.93
1541.0,11.39,181.72,102.86,1.7,297.68
1542.0,14.56,282.2,111.36,2.24,410.36
1543.0,10.89,7.4,121.55,1.37,141.21
1544.0,12.48,130.39,85.66,2.22,230.75
1545.0,11.44,107.28,89.53,2.76,211.01
1546.0,10.95,5.6,113.39,4.5,134.44
1547.0,11.99,121.17,93.07,2.4,228.63
1548.0,12.98,151.11,90.67,1.52,256.28
1549.0,10.36,4.45,95.32,1.46,111.58
1550.0,12.78,7.24,96.25,1.25,117.53
1551.0,12.6,78.43,118.36,1.75,211.14
1552.0,14.81,193.31,68.56,1.26,277.94
1553.0,12.06,100.58,75.67,1.94,190.25
1554.0,14.35,175.73,85.36,1.05,276.49
1555.0,10.98,5.34,91.55,3.52,111.39
1556.0,11.36,6.42,84.81,1.52,104.1
1557.0,10.7,4.11,84.4,1.09,100.29
1558.0,10.59,4.09,92.4,1.59,108.66
1559.0,11.25,5.62,105.12,11.93,133.93
1560.0,11.45,105.05,95.77,2.62,214.9
1561.0,22.77,102.28,100.95,1.06,227.06
1562.0,10.95,48.57,85.38,1.2,146.11
1563.0,10.49,88.7,97.13,2.07,198.39
1564.0,10.73,144.91,92.19,1.76,249.59
1565.0,11.31,21.86,104.1,2.04,139.3
1566.0,10.9,101.25,105.4,2.12,219.68
1567.0,11.85,12.72,104.28,1.22,130.07
1568.0,10.31,5.61,88.18,3.25,107.35
1569.0,10.64,4.98,89.59,2.98,108.19
1570.0,14.55,5.0,61.85,2.77,84.17
1571.0,11.55,67.93,84.23,1.19,164.9
1572.0,11.36,6.43,83.33,1.6,102.71
1573.0,20.17,8.01,76.35,2.36,106.88
1574.0,12.19,10.97,75.2,1.4,99.76
1575.0,11.24,4.57,96.62,1.47,113.89
1576.0,10.59,71.62,94.84,1.26,178.31
1577.0,11.23,4.26,97.08,1.48,114.06
1578.0,10.62,5.44,105.29,1.35,122.69
1579.0,11.13,56.39,101.06,2.75,171.33
1580.0,11.95,5.52,98.85,1.28,117.6
1581.0,15.33,5.88,84.72,1.86,107.79
1582.0,12.04,5.22,87.4,1.79,106.45
1583.0,10.94,60.75,87.21,1.35,160.25
1584.0,11.3,6.91,68.25,3.02,89.47
1585.0,11.83,4.83,75.59,1.66,93.92
1586.0,11.84,39.65,77.11,1.44,130.04
1587.0,11.48,4.47,114.22,2.2,132.37
1588.0,10.93,4.38,108.15,1.74,125.21
1589.0,12.12,43.77,98.01,2.15,156.05
1590.0,12.02,130.63,109.61,1.33,253.6
1591.0,11.03,4.22,87.16,1.05,103.46
1592.0,10.74,56.3,79.58,0.73,147.35
1593.0,10.27,4.55,73.8,2.51,91.13
1594.0,11.68,5.32,95.32,1.59,113.91
1595.0,11.66,83.3,96.68,1.86,193.5
1596.0,11.62,115.57,102.34,1.86,231.39
1597.0,10.93,7.05,93.93,2.48,114.39
1598.0,13.49,7.04,92.67,3.07,116.26
1599.0,11.99,5.78,113.81,1.24,132.83
1600.0,13.16,120.12,83.72,1.91,218.91
1601.0,10.92,5.32,95.53,1.41,113.19
1602.0,11.32,29.45,100.36,1.88,143.02
1603.0,10.58,66.06,105.48,1.77,183.89
1604.0,13.31,5.73,98.05,3.31,120.39
1605.0,10.84,69.24,111.34,1.47,192.89
1606.0,11.02,177.56,106.47,1.55,296.59
1607.0,11.02,6.69,92.21,2.66,112.58
1608.0,11.3,65.28,100.07,1.37,178.01
1609.0,11.35,6.45,72.7,1.13,91.64
1610.0,11.34,3.22,85.74,1.55,101.86
1611.0,11.49,62.58,97.43,1.99,173.48
1612.0,12.41,92.97,102.96,1.58,209.92
1613.0,11.64,6.91,111.23,2.85,132.63
1614.0,11.33,17.68,93.37,1.15,123.53
1615.0,12.04,52.36,98.13,1.69,164.22
1616.0,11.34,29.99,90.92,2.25,134.5
1617.0,10.96,10.26,101.37,1.13,123.72
1618.0,10.87,11.92,96.28,2.02,121.09
1619.0,11.12,6.41,87.08,0.93,105.54
1620.0,11.48,5.6,117.58,3.04,137.7
1621.0,11.17,30.44,75.78,1.07,118.47
1622.0,11.53,5.41,91.39,1.35,109.68
1623.0,10.49,5.26,128.24,1.7,145.69
1624.0,11.39,49.28,90.81,1.54,153.02
1625.0,11.38,93.11,73.9,1.71,180.1
1626.0,11.05,122.95,112.92,1.66,248.58
1627.0,12.56,4.74,105.23,1.23,123.76
1628.0,11.09,4.93,90.39,1.48,107.9
1629.0,12.01,73.79,71.74,3.91,161.44
1630.0,11.85,6.53,95.9,1.65,115.94
1631.0,10.65,57.05,81.22,1.59,150.51
1632.0,13.77,30.37,90.29,1.62,136.05
1633.0,11.07,6.28,95.24,1.61,114.2
1634.0,12.22,42.71,91.47,1.57,147.97
1635.0,13.0,30.3,114.4,1.42,159.13
1636.0,10.97,85.23,106.95,1.6,204.76
1637.0,11.65,5.86,93.18,1.51,112.2
1638.0,12.8,3.98,134.44,1.4,152.62
1639.0,11.32,6.47,121.28,1.44,140.52
1640.0,11.76,130.86,133.75,1.13,277.5
1641.0,10.73,136.7,102.59,1.32,251.35
1642.0,11.35,134.88,104.06,1.65,251.94
1643.0,11.52,4.71,80.44,3.58,100.25
1644.0,11.68,4.68,85.91,1.5,103.77
1645.0,14.44,8.55,94.26,2.1,119.36
1646.0,12.66,5.17,99.78,4.29,121.9
1647.0,10.41,9.79,111.76,1.76,133.72
1648.0,13.96,101.37,109.51,1.39,226.24
1649.0,10.7,154.03,101.51,1.68,267.91
1650.0,11.37,243.96,101.57,1.66,358.56
1651.0,13.39,332.47,103.18,1.72,450.76
1652.0,11.44,6.69,95.69,1.77,115.59
1653.0,10.29,8.56,117.13,2.24,138.22
1654.0,10.22,77.48,111.44,5.13,204.27
1655.0,11.12,60.97,103.45,2.18,177.72
1656.0,11.57,150.48,104.27,2.01,268.34
1657.0,11.55,6.61,122.85,4.29,145.3
1658.0,10.62,18.4,102.99,2.74,134.75
1659.0,11.62,65.57,125.53,11.84,214.56
1660.0,11.36,166.47,109.75,6.39,293.96
1661.0,11.12,148.01,114.61,1.27,275.0
1662.0,11.53,5.53,74.76,1.27,93.08
1663.0,11.7,3.85,142.72,1.51,159.78
1664.0,11.96,30.83,114.62,2.69,160.1
1665.0,11.08,119.76,105.12,1.26,237.21
1666.0,11.91,4.27,94.38,3.47,114.03
1667.0,12.09,106.33,98.06,1.8,218.28
1668.0,11.56,4.98,84.64,0.85,102.04
1669.0,10.76,36.3,60.26,1.56,108.88
1670.0,10.97,65.04,84.24,1.15,161.39
1671.0,10.9,5.25,98.44,1.55,116.14
1672.0,10.45,5.4,95.68,1.01,112.54
1673.0,11.32,18.53,79.26,1.95,111.06
1674.0,16.88,6.65,101.06,1.81,126.39
1675.0,12.05,95.67,88.08,2.25,198.04
1676.0,11.06,6.21,116.04,1.87,135.18
1677.0,13.17,123.7,105.8,1.45,244.12
1678.0,10.4,118.85,102.23,1.83,233.31
1679.0,10.37,96.38,92.76,1.85,201.36
1680.0,11.84,29.84,75.61,3.03,120.33
1681.0,11.53,62.51,89.6,2.02,165.67
1682.0,11.24,84.43,92.32,2.09,190.08
1683.0,11.1,67.79,118.27,1.7,198.86
1684.0,11.26,4.49,106.53,2.07,124.34
1685.0,16.65,4.53,115.7,3.51,140.39
1686.0,13.2,8.12,95.71,0.87,117.91
1687.0,11.89,18.08,91.7,1.84,123.5
1688.0,13.89,11.85,93.68,2.09,121.51
1689.0,10.99,6.24,87.09,1.89,106.2
1690.0,10.48,4.73,102.64,2.33,120.19
1691.0,10.92,110.8,131.84,1.78,255.35
1692.0,11.67,200.18,94.14,1.62,307.6
1693.0,10.77,246.27,92.99,2.03,352.05
1694.0,10.44,324.69,95.54,2.4,433.07
1695.0,11.94,5.53,98.18,1.44,117.09
1696.0,10.96,6.87,103.37,1.71,122.91
1697.0,11.28,5.64,105.73,2.46,125.12
1698.0,11.32,67.5,137.69,2.26,218.77
1699.0,11.53,23.04,108.08,1.45,144.09
1700.0,11.21,5.58,91.12,1.19,109.1
1701.0,12.02,75.21,112.55,1.51,201.29
1702.0,13.3,181.52,97.07,2.19,294.08
1703.0,15.81,278.67,100.48,7.09,402.05
1704.0,11.37,332.48,95.94,1.25,441.04
1705.0,12.3,5.32,55.02,3.05,75.69
1706.0,11.43,5.62,73.82,1.44,92.3
1707.0,14.63,39.01,91.54,1.15,146.33
1708.0,11.62,5.59,93.13,0.86,111.21
1709.0,11.13,10.65,100.66,1.39,123.84
1710.0,11.4,4.41,113.81,1.53,131.14
1711.0,10.22,98.62,106.89,1.37,217.09
1712.0,10.03,146.76,111.67,2.09,270.55
1713.0,10.81,237.69,97.39,1.32,347.21
1714.0,10.76,222.91,97.58,1.43,332.68
1715.0,10.91,4.4,89.38,2.48,107.16
1716.0,12.9,78.2,88.06,1.22,180.39
1717.0,11.34,71.44,80.27,1.4,164.44
1718.0,12.05,7.97,81.91,4.47,106.39
1719.0,12.17,72.51,121.03,1.55,207.26
1720.0,11.97,182.94,108.77,2.01,305.7
1721.0,10.91,33.61,83.76,1.05,129.34
1722.0,11.36,91.21,87.79,1.47,191.82
1723.0,12.79,88.69,93.21,2.6,197.29
1724.0,11.48,45.13,107.5,1.78,165.88
1725.0,20.69,4.8,97.63,1.07,124.19
1726.0,19.52,104.59,82.52,3.85,210.48
1727.0,13.03,141.35,86.18,1.67,242.24
1728.0,12.5,82.2,79.39,1.45,175.54
1729.0,11.97,83.0,95.28,1.96,192.2
1730.0,13.19,166.75,90.85,1.46,272.26
1731.0,11.69,143.5,90.46,1.38,247.04
1732.0,12.37,5.27,76.65,1.79,96.08
1733.0,11.1,20.64,81.73,0.52,113.99
1734.0,11.73,82.57,95.53,0.89,190.72
1735.0,11.0,4.78,90.98,1.22,107.98
1736.0,11.17,73.73,86.14,1.54,172.59
1737.0,12.65,121.06,91.68,1.01,226.39
1738.0,12.96,114.07,79.87,1.92,208.81
1739.0,11.3,175.92,79.99,2.19,269.4
1740.0,11.15,64.42,78.81,2.05,156.43
1741.0,11.64,58.09,81.56,1.36,152.64
1742.0,11.22,7.8,79.25,3.49,101.76
1743.0,12.12,66.89,84.92,0.8,164.73
1744.0,11.97,4.31,90.08,0.95,107.3
1745.0,10.9,10.68,76.66,1.11,99.34
1746.0,14.03,78.81,89.64,3.39,185.87
1747.0,11.05,43.96,89.65,1.58,146.24
1748.0,10.12,55.35,91.73,1.48,158.68
1749.0,10.8,120.14,107.49,2.1,240.53
1750.0,10.45,152.36,131.04,1.43,295.27
1751.0,10.96,85.61,80.43,1.19,178.19
1752.0,10.6,4.8,77.43,1.18,94.01
1753.0,12.58,5.6,76.77,1.12,96.06
1754.0,12.21,4.46,77.99,1.31,95.97
1755.0,11.0,4.73,111.64,1.34,128.7
1756.0,13.76,4.71,123.36,1.99,143.82
1757.0,11.39,130.1,92.44,1.43,235.36
1758.0,11.78,190.71,90.9,1.6,294.99
1759.0,11.52,233.0,101.28,1.44,347.24
1760.0,19.87,248.59,80.36,1.11,349.93
1761.0,11.45,108.3,74.91,1.42,196.07
1762.0,10.38,4.73,83.52,1.09,99.72
1763.0,11.6,5.84,85.62,2.84,105.9
1764.0,10.49,29.79,89.23,1.33,130.83
1765.0,10.96,5.45,103.5,2.56,122.46
1766.0,11.36,60.48,94.89,1.99,168.72
1767.0,12.07,135.01,125.64,2.4,275.12
1768.0,12.12,186.46,127.1,2.34,328.01
1769.0,10.52,284.05,107.08,1.93,403.57
1770.0,10.99,42.96,108.63,1.16,163.73
1771.0,11.27,108.11,101.6,1.18,222.16
1772.0,12.61,8.58,120.95,1.4,143.55
1773.0,11.09,30.39,73.95,3.07,118.51
1774.0,11.06,72.68,65.76,1.28,150.78
1775.0,11.23,4.12,67.81,0.93,84.08
1776.0,12.61,40.52,87.51,2.14,142.79
1777.0,11.52,111.37,91.94,2.08,216.91
1778.0,10.71,3.26,93.62,2.48,110.07
1779.0,10.93,95.98,110.13,1.61,218.65
1780.0,11.33,4.08,125.65,1.64,142.7
1781.0,10.61,71.27,104.09,1.15,187.12
1782.0,10.95,152.23,101.98,3.32,268.48
1783.0,12.43,5.79,88.9,2.03,109.15
1784.0,10.49,39.19,112.49,1.75,163.92
1785.0,10.52,8.59,95.27,1.13,115.5
1786.0,11.54,104.99,76.39,1.58,194.5
1787.0,11.34,178.46,97.62,1.38,288.8
1788.0,11.48,4.88,100.44,1.71,118.51
1789.0,11.19,7.42,99.87,1.77,120.25
1790.0,13.14,18.71,87.02,2.61,121.48
1791.0,11.01,7.28,98.34,1.52,118.15
1792.0,10.42,63.56,104.42,1.63,180.03
1793.0,10.48,4.66,91.68,1.29,108.11
1794.0,11.08,16.99,118.24,0.94,147.26
1795.0,11.2,138.06,104.37,1.78,255.4
1796.0,11.43,216.77,103.49,1.22,332.91
1797.0,18.64,230.37,99.27,0.86,349.13
1798.0,11.52,6.12,100.49,2.14,120.27
1799.0,17.53,110.33,94.1,1.39,223.34
1800.0,10.81,168.18,92.59,0.97,272.55
1801.0,11.74,241.59,125.41,1.44,380.18
1802.0,11.63,121.61,99.76,2.07,235.06
1803.0,10.52,4.5,94.63,1.74,111.38
1804.0,11.4,40.38,106.2,3.25,161.23
1805.0,12.3,86.98,98.57,2.05,199.9
1806.0,12.35,146.27,91.2,1.13,250.96
1807.0,12.54,17.23,89.27,1.48,120.52
1808.0,11.2,5.58,96.48,1.68,114.94
1809.0,13.55,68.46,102.88,1.64,186.53
1810.0,11.1,159.14,98.87,1.38,270.5
1811.0,12.98,174.55,97.83,1.49,286.84
1812.0,12.77,105.4,93.75,1.41,213.33
1813.0,10.9,6.74,94.66,0.92,113.21
1814.0,12.09,86.87,74.45,1.38,174.79
1815.0,11.04,133.83,109.99,2.44,257.3
1816.0,11.65,6.38,101.6,2.28,121.92
1817.0,13.24,4.25,111.38,1.65,130.52
1818.0,12.05,5.19,106.49,1.61,125.34
1819.0,13.38,112.54,117.35,4.27,247.53
1820.0,15.8,215.03,108.43,1.62,340.89
1821.0,11.88,87.12,106.24,2.32,207.56
1822.0,12.72,159.85,103.63,1.22,277.42
1823.0,10.91,20.26,106.88,1.5,139.55
1824.0,12.5,130.83,78.66,1.07,223.05
1825.0,13.3,107.26,74.37,1.59,196.53
1826.0,15.84,4.88,89.99,1.32,112.03
1827.0,17.91,46.5,98.02,1.5,163.93
1828.0,14.63,8.34,107.58,1.42,131.96
1829.0,10.68,7.46,102.95,1.37,122.47
1830.0,11.1,5.67,110.94,2.59,130.29
1831.0,11.47,36.89,114.33,1.59,164.28
1832.0,12.55,11.86,112.45,2.27,139.13
1833.0,11.04,108.09,105.06,1.13,225.32
1834.0,12.17,42.59,82.2,1.02,137.99
1835.0,11.59,54.31,78.63,1.92,146.44
1836.0,11.38,5.15,82.45,1.14,100.12
