,precision,recall,f1-score,support
0,0.996920568789059,0.9907290729072907,0.9938151776443501,11110.0
1,0.9293552812071331,0.9755219582433405,0.9518791710572533,1389.0
accuracy,0.9890391231298504,0.9890391231298504,0.9890391231298504,0.9890391231298504
macro avg,0.963137924998096,0.9831255155753156,0.9728471743508017,12499.0
weighted avg,0.9894121133565209,0.9890391231298504,0.9891548757682418,12499.0
