,precision,recall,f1-score,support
0,0.9986353711790393,0.987939879398794,0.993258833642492,11111.0
1,0.9110816191108162,0.989193083573487,0.94853195164076,1388.0
accuracy,0.9880790463237059,0.9880790463237059,0.9880790463237059,0.9880790463237059
macro avg,0.9548584951449277,0.9885664814861406,0.9708953926416259,12499.0
weighted avg,0.9889126247296679,0.9880790463237059,0.9882919633153935,12499.0
