,precision,recall,f1-score,support
0,0.9990083836653746,0.997389973899739,0.9981985227886867,11111.0
1,0.9793741109530584,0.9920749279538905,0.9856836077308518,1388.0
accuracy,0.9967997439795183,0.9967997439795183,0.9967997439795183,0.9967997439795183
macro avg,0.9891912473092165,0.9947324509268147,0.9919410652597693,12499.0
weighted avg,0.9968280195942733,0.9967997439795183,0.9968087554392767,12499.0
