,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.96611071682044,0.9801098010980109,0.973059911540008,11111.0,1,FGSM,0.2
1.0,0.8198859005704972,0.7247838616714697,0.7694072657743786,1388.0,1,FGSM,0.2
accuracy,0.9517561404912392,0.9517561404912392,0.9517561404912392,0.9517561404912392,1,FGSM,0.2
macro avg,0.8929983086954686,0.8524468313847403,0.8712335886571934,12499.0,1,FGSM,0.2
weighted avg,0.9498726141758348,0.9517561404912392,0.9504445125222711,12499.0,1,FGSM,0.2
