,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9408207343412527,0.9801098010980109,0.9600634752710923,11111.0,1,FGSM,0.4
1.0,0.7608225108225108,0.5064841498559077,0.6081314878892734,1388.0,1,FGSM,0.4
accuracy,0.9275142011360908,0.9275142011360908,0.9275142011360908,0.9275142011360908,1,FGSM,0.4
macro avg,0.8508216225818818,0.7432969754769594,0.7840974815801829,12499.0,1,FGSM,0.4
weighted avg,0.9208321325135854,0.9275142011360908,0.9209818208598621,12499.0,1,FGSM,0.4
