,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9563537367173092,0.9801098010980109,0.9680860520935194,11111.0,1,FGSM,0.3
1.0,0.8012589928057554,0.6419308357348703,0.7128,1388.0,1,FGSM,0.3
accuracy,0.9425554044323546,0.9425554044323546,0.9425554044323546,0.9425554044323546,1,FGSM,0.3
macro avg,0.8788063647615323,0.8110203184164406,0.8404430260467597,12499.0,1,FGSM,0.3
weighted avg,0.9391306385055133,0.9425554044323546,0.939736820930562,12499.0,1,FGSM,0.3
