IndLatency,DRB.UEThpDl,DRB.UEThpUl
1.0,-0.46165985,-0.6872469
-0.27201444,-0.35380667,-0.5219368
-0.42582667,-0.38607174,-0.5160328
1.0,-0.44984448,-0.6872469
-0.17722607,-0.27927893,-0.5278407
-0.88905823,-0.48256397,-0.6872469
-0.6976867,-0.37486228,-0.5160328
-0.78532505,-0.4345451,-0.6872469
-0.111052215,-0.3297215,-0.5160328
-0.35250285,-0.3653191,-0.5219368
-0.3757476,-0.4330303,-0.66953516
-0.6762221,-0.3654706,-0.04371804
-0.10389492,-0.35729071,-0.53374463
-0.42582667,-0.4328788,-0.6931509
-0.3614403,-0.3109381,-0.50422496
-0.44192874,-0.47695926,-0.69905484
-0.595741,-0.3631984,-0.5160328
-0.42582667,-0.45423737,-0.68134296
-0.6386628,-0.41667056,-0.68134296
-0.7567032,-0.37592265,-0.50422496
-0.52240986,-0.38834393,-0.67543906
-0.24518739,-0.40197706,-0.4924171
-0.3829049,-0.4213664,-0.6872469
-0.6100483,-0.33532622,-0.49832103
-0.044871062,-0.45575216,-0.6872469
-0.22909263,-0.3647132,-0.46289742
-0.55818164,-0.43772614,-0.68134296
-0.8514989,-0.347899,-0.51012886
-0.6976867,-0.44863266,-0.68134296
-1.0,-0.37516525,-0.49832103
-0.28810918,-0.4560551,-0.6931509
-0.9033655,-0.43848354,-0.6872469
-0.6762221,-0.3647132,-0.4924171
-0.98384655,-0.4722634,-0.6872469
-0.17006876,-0.43348473,-0.6872469
-0.323881,-0.3412339,-0.5160328
-0.52240986,-0.45953915,-0.6872469
-0.111052215,-0.44575453,-0.67543906
-0.2362426,-0.35138303,-0.5219368
-0.8514989,-0.33593214,-0.49832103
-1.0,-0.46908236,-0.6931509
-0.13429694,-0.32699487,-0.5160328
-0.25770715,-0.32275346,-0.5219368
-0.77101046,-0.420609,-0.6872469
-0.7567032,-0.3922824,-0.5160328
-0.463386,-0.47029418,-0.68134296
-0.7048366,-0.36486468,-0.51012886
-1.0,-0.41954863,-0.6400155
-0.34534556,-0.3291156,0.06255278
-0.8300343,-0.46059948,-0.5632643
-0.9766966,-0.35607886,-0.5219368
-0.08243036,-0.44923857,-0.6872469
-0.9105154,-0.36198658,-0.6931509
-0.74239594,-0.3844055,-0.51012886
-0.22909263,-0.48044327,-0.6931509
-0.78532505,-0.3289641,-0.50422496
-0.2362426,-0.3427487,-0.50422496
-0.323881,-0.34850493,-0.43337774
-0.22909263,-0.33608362,-0.5160328
-0.27201444,-0.43075812,-0.09094952
-0.19868329,-0.388041,-0.47470528
-0.3310383,-0.42030603,-0.67543906
-0.34534556,-0.30821145,-0.50422496
-0.4991578,-0.42818296,-0.6872469
-0.6315055,-0.36577356,-0.5160328
-0.1486042,-0.49150127,-0.6872469
-0.14145423,-0.36850017,-0.51012886
-0.22909263,-0.44863266,-0.68134296
-0.39005485,-0.3363866,-0.5160328
-0.17006876,-0.4368173,-0.6872469
-0.3310383,-0.33290255,-0.5160328
-0.31851852,-0.34168836,-0.51012886
-0.3310383,-0.44196755,-0.6872469
-0.95344454,-0.3291156,-0.51012886
-0.17006876,-0.46953678,-0.6872469
-0.8067823,-0.33684102,-0.5219368
-0.85864884,-0.4540859,-0.6872469
-0.19153333,-0.3515345,-0.4924171
-0.26486444,-0.44848117,-0.6931509
-0.8067823,-0.44560307,-0.6872469
-0.21478537,-0.3327511,-0.51012886
-0.0752804,-0.42106342,-0.6872469
-0.30242378,-0.3844055,-0.5219368
