,precision,recall,f1-score,support
0,0.9988140850209816,0.9855085508550855,0.992116708952519,11110.0
1,0.8952504879635654,0.9906407487401008,0.9405331510594669,1389.0
accuracy,0.9860788863109049,0.9860788863109049,0.9860788863109049,0.9860788863109049
macro avg,0.9470322864922736,0.9880746497975932,0.966324930005993,12499.0
weighted avg,0.987305177403352,0.9860788863109049,0.9863842854055594,12499.0
