,precision,recall,f1-score,support
0,0.9990596200865149,0.9562556255625563,0.9771891096394407,11110.0
1,0.7394101876675603,0.9928005759539237,0.8475722188076213,1389.0
accuracy,0.9603168253460277,0.9603168253460277,0.9603168253460277,0.9603168253460277
macro avg,0.8692349038770376,0.97452810075824,0.912380664223531,12499.0
weighted avg,0.9702050667918571,0.9603168253460277,0.9627849283957095,12499.0
