,precision,recall,f1-score,support
0,0.997750382434986,0.998019801980198,0.9978850740224092,11110.0
1,0.9841269841269841,0.9820014398848093,0.983063063063063,1389.0
accuracy,0.996239699175934,0.996239699175934,0.996239699175934,0.996239699175934
macro avg,0.990938683280985,0.9900106209325037,0.9904740685427361,12499.0
weighted avg,0.99623642929875,0.996239699175934,0.9962379203923162,12499.0
