,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9244482173174873,0.9801098010980109,0.9514656415185008,11111.0,1,FGSM,0.6
1.0,0.6926286509040334,0.35878962536023057,0.47271001423825343,1388.0,1,FGSM,0.6
accuracy,0.9111128890311225,0.9111128890311225,0.9111128890311225,0.9111128890311225,1,FGSM,0.6
macro avg,0.8085384341107603,0.6694497132291207,0.7120878278783771,12499.0,1,FGSM,0.6
weighted avg,0.8987049131986078,0.9111128890311225,0.8983003634430561,12499.0,1,FGSM,0.6
