Mensagem,Latência (ms)
151,0.55859375
152,1.20263671875
153,1.28759765625
154,1.259033203125
155,0.990234375
156,0.95849609375
157,0.77099609375
158,1.58544921875
159,1.5458984375
160,1.036376953125
161,1.13232421875
162,1.633056640625
163,1.07763671875
164,1.326904296875
165,0.88525390625
166,1.221923828125
167,1.50634765625
168,1.184326171875
169,1.0576171875
170,1.326171875
171,1.298828125
172,1.521240234375
173,1.852783203125
174,1.582275390625
175,1.23828125
176,1.40185546875
177,1.475830078125
178,1.55810546875
179,0.888427734375
180,1.3623046875
181,1.58349609375
182,1.28271484375
183,0.904541015625
184,1.490478515625
185,0.793701171875
186,0.9521484375
187,0.64697265625
188,1.292724609375
189,1.484130859375
190,0.800537109375
191,1.70849609375
192,1.449951171875
193,0.92529296875
194,1.1044921875
195,1.53955078125
196,1.702392578125
197,0.868896484375
198,0.868408203125
199,1.752685546875
200,0.943359375
201,1.441650390625
202,1.68994140625
203,1.384765625
204,1.631103515625
205,1.802978515625
206,1.435546875
207,1.617919921875
208,1.17578125
209,1.640869140625
210,1.684814453125
211,1.486328125
212,1.731689453125
213,1.14013671875
214,1.65966796875
215,1.15087890625
216,0.86474609375
217,1.059814453125
218,1.14990234375
219,1.55224609375
220,0.600341796875
221,1.50732421875
222,1.342529296875
223,1.058837890625
224,1.128662109375
225,0.717041015625
226,1.669921875
227,1.206787109375
228,1.06884765625
229,1.47705078125
230,1.25732421875
231,1.548095703125
232,1.1533203125
233,1.0625
234,1.27099609375
235,1.382568359375
236,1.02685546875
237,1.2763671875
238,1.470458984375
239,0.957763671875
240,1.517822265625
241,1.499755859375
242,1.57177734375
243,1.55908203125
244,1.270751953125
245,0.734375
246,1.22216796875
247,1.35986328125
248,1.593994140625
249,1.09716796875
250,1.43212890625
251,1.485595703125
252,0.964111328125
253,1.324462890625
254,0.85400390625
255,1.087158203125
256,1.060546875
257,0.7265625
258,1.718994140625
259,1.51318359375
260,1.1298828125
261,1.772216796875
262,1.581787109375
263,1.399658203125
264,1.5830078125
265,1.3310546875
266,1.092529296875
267,0.80615234375
268,1.55908203125
269,1.15576171875
270,1.383544921875
271,1.158447265625
272,1.795654296875
273,0.806884765625
274,1.547607421875
275,1.048828125
276,1.5419921875
277,1.5087890625
278,1.185791015625
279,1.422119140625
280,1.320068359375
281,1.095947265625
282,1.29833984375
283,1.533935546875
284,0.799072265625
285,0.707275390625
286,0.961181640625
287,0.983642578125
288,1.224853515625
289,0.787109375
290,1.34716796875
291,1.685302734375
292,1.57080078125
293,1.389404296875
294,0.857177734375
295,0.96484375
296,0.938720703125
297,1.74267578125
298,1.34716796875
299,1.3857421875
300,1.657958984375
301,1.763427734375
302,0.953369140625
303,1.78173828125
304,0.87109375
305,1.14306640625
306,0.892333984375
307,0.84716796875
308,0.730224609375
309,0.997314453125
310,1.5556640625
311,1.149169921875
312,1.785400390625
313,1.275634765625
314,1.0771484375
315,1.16650390625
316,1.121826171875
317,0.89208984375
318,1.394287109375
319,1.44873046875
320,1.109619140625
321,1.700439453125
322,1.164306640625
323,1.843017578125
324,1.420654296875
325,1.325439453125
326,1.73291015625
327,1.183349609375
328,1.221923828125
329,1.33642578125
330,1.5732421875
331,1.114013671875
332,1.66650390625
333,1.796630859375
334,1.300537109375
335,0.931884765625
336,1.541015625
337,1.3505859375
338,1.301025390625
339,1.3740234375
340,1.605712890625
341,1.564697265625
342,0.839599609375
343,1.1826171875
344,1.212158203125
345,0.70361328125
346,1.097412109375
347,1.098388671875
348,1.29248046875
349,1.162353515625
350,1.0107421875
351,0.654052734375
352,1.337158203125
353,1.686279296875
354,1.29345703125
355,1.42578125
356,0.896728515625
357,1.04443359375
358,0.961669921875
359,1.34228515625
360,1.447509765625
361,1.064208984375
362,0.9794921875
363,1.11181640625
364,1.545654296875
365,1.361572265625
366,1.56005859375
367,1.203369140625
368,0.845947265625
369,1.287353515625
370,1.417724609375
371,0.96484375
372,0.9462890625
373,0.915283203125
374,1.397216796875
375,0.756591796875
376,1.5419921875
377,1.543212890625
378,0.59326171875
379,0.917724609375
380,0.857666015625
381,1.43408203125
382,1.14697265625
383,0.842041015625
384,0.87158203125
385,1.4365234375
386,1.151611328125
387,0.81689453125
388,0.716064453125
389,1.387451171875
390,1.607177734375
391,0.956787109375
392,1.264892578125
393,0.91015625
394,1.218994140625
395,0.784912109375
396,1.219970703125
397,0.98388671875
398,1.56689453125
399,0.96826171875
400,1.069580078125
401,0.93603515625
402,1.336669921875
403,1.167724609375
404,1.5009765625
405,1.757568359375
406,1.892333984375
407,0.84130859375
408,1.711181640625
409,1.984130859375
410,1.483642578125
411,1.510986328125
412,1.244873046875
413,1.755859375
414,0.872802734375
415,1.324951171875
416,1.13525390625
417,1.326416015625
418,1.6005859375
419,1.2490234375
420,2.28564453125
421,1.49169921875
422,1.600341796875
423,1.36328125
424,1.746337890625
425,1.624755859375
426,1.90673828125
427,1.6435546875
428,1.277587890625
429,1.331298828125
430,1.26708984375
431,1.22900390625
432,1.343017578125
433,1.220947265625
434,0.558349609375
435,1.60205078125
436,0.912109375
437,0.65576171875
438,1.1181640625
439,1.21630859375
440,1.583984375
441,1.5224609375
442,0.878662109375
443,1.246826171875
444,1.352294921875
445,1.406494140625
446,0.693359375
447,1.30908203125
448,1.759033203125
449,1.135986328125
450,1.7216796875
451,1.730712890625
452,0.718994140625
453,1.496826171875
454,1.43310546875
455,1.2138671875
456,1.75244140625
457,1.4638671875
458,1.606201171875
459,1.071044921875
460,1.8955078125
461,0.852294921875
462,1.79150390625
463,1.675048828125
464,1.4375
465,1.69677734375
466,1.594970703125
467,1.181884765625
468,1.16455078125
469,1.3447265625
470,1.232177734375
471,0.973388671875
472,1.574951171875
473,1.03271484375
474,1.193115234375
475,0.85107421875
476,1.726318359375
477,1.24853515625
478,1.6796875
479,1.326904296875
480,1.151123046875
481,1.171142578125
482,1.08447265625
483,1.232666015625
484,1.6875
485,1.776123046875
486,1.61181640625
487,1.07568359375
488,1.154541015625
489,1.56787109375
490,1.059814453125
491,1.070068359375
492,0.9453125
493,1.80078125
494,0.854248046875
495,0.956298828125
496,1.97119140625
497,1.12646484375
498,1.6474609375
499,1.162841796875
500,1.19189453125
501,0.670166015625
502,1.191650390625
503,1.1494140625
504,1.13330078125
505,0.724609375
506,1.265380859375
507,0.6728515625
508,1.61767578125
509,1.093505859375
510,1.07080078125
511,1.444091796875
512,1.21044921875
513,0.926025390625
514,0.76513671875
515,1.5458984375
516,1.3359375
517,0.9140625
518,1.659912109375
519,1.596435546875
520,0.686767578125
521,0.92724609375
522,1.7919921875
523,0.93701171875
524,1.215087890625
525,0.8486328125
526,1.748779296875
527,1.521484375
528,1.562255859375
529,1.10205078125
530,1.70361328125
531,1.278076171875
532,1.468505859375
533,0.88037109375
534,0.78955078125
535,1.60205078125
536,0.991455078125
537,1.060302734375
538,1.545654296875
539,1.103271484375
540,1.083740234375
541,1.020263671875
542,0.87109375
543,1.3349609375
544,0.89892578125
545,1.432373046875
546,1.38623046875
547,1.12255859375
548,1.625732421875
549,1.026123046875
550,1.15087890625
551,1.148193359375
552,1.6630859375
553,1.3916015625
554,1.012939453125
555,0.83935546875
556,1.1005859375
557,0.902099609375
558,1.15234375
559,1.13916015625
560,1.14306640625
561,1.364501953125
562,0.744384765625
563,1.177001953125
564,1.4833984375
565,1.217529296875
566,0.657958984375
567,1.34375
568,1.645263671875
569,0.93896484375
570,0.92822265625
571,1.12451171875
572,1.492919921875
573,0.703125
574,1.185546875
575,1.0927734375
576,0.8427734375
577,0.8818359375
578,1.310302734375
579,1.09130859375
580,1.38232421875
581,1.649169921875
582,1.515380859375
583,1.58642578125
584,1.01123046875
585,1.691162109375
586,1.390625
587,1.85888671875
588,0.645263671875
589,1.5673828125
590,1.194580078125
591,1.43115234375
592,1.249267578125
593,1.127685546875
594,1.058837890625
595,1.5830078125
596,2.551025390625
597,1.302490234375
598,1.26611328125
599,1.2685546875
600,1.173583984375
601,1.089111328125
602,0.988525390625
603,0.904052734375
604,1.203369140625
605,0.753173828125
606,1.12548828125
607,1.541015625
608,1.150634765625
609,0.84619140625
610,1.015625
611,0.878173828125
612,1.10498046875
613,0.645263671875
614,0.958251953125
615,0.678955078125
616,0.987060546875
617,1.10302734375
618,1.070068359375
619,1.26416015625
620,0.991455078125
621,1.307861328125
622,1.3642578125
623,0.591064453125
624,1.630615234375
625,1.485595703125
626,1.005615234375
627,1.4619140625
628,1.32421875
629,1.263916015625
630,1.126953125
631,1.32177734375
632,0.728271484375
633,0.878662109375
634,0.9541015625
635,1.07080078125
636,0.7373046875
637,0.84521484375
638,1.678955078125
639,1.384765625
640,0.97314453125
641,0.926025390625
642,1.35498046875
643,0.968017578125
644,1.8203125
645,1.492431640625
646,1.092041015625
647,1.27294921875
648,1.697998046875
649,1.576416015625
650,1.527587890625
651,1.258056640625
652,1.32275390625
653,1.360595703125
654,1.092529296875
655,1.022216796875
656,0.949462890625
657,1.73095703125
658,0.757080078125
659,0.710693359375
660,0.894775390625
661,1.38916015625
662,0.66455078125
663,1.407470703125
664,0.86962890625
665,0.84716796875
666,0.6357421875
667,1.53125
668,1.4228515625
669,1.074462890625
670,0.96240234375
671,1.287841796875
672,1.35107421875
673,1.55859375
674,0.955810546875
675,1.3720703125
676,1.126708984375
677,1.1318359375
678,1.348876953125
679,0.971435546875
680,1.180908203125
681,1.033203125
682,1.1904296875
683,0.81982421875
684,1.023681640625
685,0.607666015625
686,0.74560546875
687,0.941162109375
688,1.118896484375
689,1.256591796875
690,1.73486328125
691,0.64892578125
692,0.66015625
693,1.360595703125
694,1.40673828125
695,1.728515625
696,1.26123046875
697,1.605712890625
698,1.0400390625
699,1.660888671875
700,1.668701171875
701,0.914794921875
702,1.576171875
703,1.169921875
704,1.86279296875
705,1.9638671875
706,1.841796875
707,1.9375
708,1.90869140625
709,0.915283203125
710,1.680419921875
711,0.968505859375
712,1.17333984375
713,1.422119140625
714,0.8896484375
715,1.19677734375
716,1.402099609375
717,1.143310546875
718,1.079833984375
719,1.3330078125
720,1.15234375
721,1.5927734375
722,1.112060546875
723,2.0625
724,0.781982421875
725,1.05029296875
726,1.156982421875
727,1.382080078125
728,0.972900390625
729,1.1923828125
730,1.0537109375
731,1.216796875
732,1.283203125
733,1.461181640625
734,1.576904296875
735,1.184326171875
736,0.7705078125
737,1.131103515625
738,1.614990234375
739,1.0888671875
740,1.255126953125
741,1.089111328125
742,2.952392578125
743,1.71630859375
744,1.109619140625
745,1.1337890625
746,1.25732421875
747,1.42724609375
748,0.7236328125
749,1.020263671875
750,1.05517578125
751,1.107421875
752,0.688720703125
753,1.3349609375
754,0.759765625
755,1.657958984375
756,1.09228515625
757,1.099609375
758,1.121826171875
759,1.07861328125
760,0.7392578125
761,1.228271484375
762,0.90869140625
763,1.43896484375
764,0.755859375
765,1.3984375
766,1.7509765625
767,1.604248046875
768,1.708740234375
769,1.12353515625
770,1.451416015625
771,0.7978515625
772,1.0458984375
773,1.2392578125
774,0.84814453125
775,1.06689453125
776,1.1806640625
777,1.2373046875
778,1.669189453125
779,1.075439453125
780,1.581787109375
781,1.001220703125
782,1.549560546875
783,1.307861328125
784,1.69384765625
785,1.26171875
786,1.478271484375
787,0.798828125
788,1.658935546875
789,0.909912109375
790,1.090576171875
791,1.618408203125
792,1.73388671875
793,0.82470703125
794,1.2568359375
795,0.58447265625
796,1.181884765625
797,1.1259765625
798,0.78125
799,2.106689453125
800,1.3330078125
801,0.736572265625
802,1.566162109375
803,0.888916015625
804,1.14111328125
805,1.094970703125
806,1.556640625
807,1.24462890625
808,1.127197265625
809,1.31787109375
810,1.730224609375
811,1.626953125
812,0.94140625
813,1.443359375
814,1.217529296875
815,1.73583984375
816,1.373779296875
817,1.1328125
818,0.736572265625
819,0.695556640625
820,1.348876953125
821,1.37890625
822,1.0224609375
823,1.550537109375
824,1.145263671875
825,0.9404296875
826,1.2822265625
827,0.837890625
828,0.957275390625
829,1.7529296875
830,1.207275390625
831,1.0712890625
832,1.590087890625
833,1.087158203125
834,1.48486328125
835,0.867919921875
836,0.96875
837,1.29150390625
838,1.4326171875
839,0.795166015625
840,1.51171875
841,1.71875
842,0.811767578125
843,1.69140625
844,1.244140625
845,1.272216796875
846,1.099853515625
847,0.67822265625
848,1.427001953125
849,1.28857421875
850,1.19287109375
851,0.59765625
852,1.3759765625
853,1.254150390625
854,0.800048828125
855,0.7216796875
856,1.5947265625
857,1.327880859375
858,1.622314453125
859,0.7265625
860,1.133056640625
861,0.796630859375
862,1.026611328125
863,0.9501953125
864,1.58544921875
865,0.92822265625
866,1.420654296875
867,0.783935546875
868,1.354736328125
869,1.50634765625
870,1.360107421875
871,1.267822265625
872,1.517578125
873,0.904052734375
874,1.19775390625
875,1.380615234375
876,1.8486328125
877,0.873291015625
878,1.25390625
879,1.15625
880,1.38525390625
881,1.308349609375
882,1.581298828125
883,1.090087890625
884,0.7529296875
885,1.3203125
886,0.881591796875
887,1.33251953125
888,0.691650390625
889,1.14013671875
890,0.982666015625
891,1.017822265625
892,1.2021484375
893,1.527099609375
894,1.217529296875
895,1.71728515625
896,0.652099609375
897,1.017578125
898,1.33154296875
899,1.614013671875
900,1.4130859375
901,0.84033203125
902,1.701416015625
903,1.046630859375
904,1.508056640625
905,0.802734375
906,1.005126953125
907,1.131103515625
908,0.801025390625
909,1.14501953125
910,1.759765625
911,1.14013671875
912,1.273193359375
913,1.292236328125
914,1.192626953125
915,1.240966796875
916,1.7607421875
917,0.636474609375
918,0.88916015625
919,1.15966796875
920,1.302734375
921,0.966796875
922,0.838623046875
923,1.306884765625
924,1.197021484375
925,0.81640625
926,0.995849609375
927,1.395751953125
928,1.51318359375
929,0.964111328125
930,0.8662109375
931,1.264404296875
932,1.010498046875
933,0.726806640625
934,1.4091796875
935,1.623291015625
936,0.777587890625
937,1.547119140625
938,0.919921875
939,1.15625
940,1.65673828125
941,1.753662109375
942,1.27734375
943,1.24462890625
944,0.9619140625
945,1.2822265625
946,1.249755859375
947,1.41015625
948,1.505859375
949,0.93212890625
950,1.170166015625
951,1.281494140625
952,0.646240234375
953,1.46728515625
954,0.810546875
955,1.540771484375
956,0.902587890625
957,1.418701171875
958,1.385986328125
959,0.91064453125
960,1.182373046875
961,1.534912109375
962,1.197998046875
963,0.884765625
964,1.31396484375
965,0.88623046875
966,1.132568359375
967,1.572509765625
968,0.939697265625
969,1.33642578125
970,1.590576171875
971,1.2783203125
972,1.48046875
973,1.700439453125
974,1.655517578125
975,1.4697265625
976,1.66650390625
977,1.4189453125
978,1.557373046875
979,1.5166015625
980,1.06494140625
981,1.77783203125
982,1.280029296875
983,1.305908203125
984,1.4609375
985,0.89599609375
986,1.23681640625
987,1.177978515625
988,0.753173828125
989,1.11181640625
990,0.8076171875
991,1.3310546875
992,1.12060546875
993,1.47265625
994,0.698974609375
995,0.6982421875
996,1.465576171875
997,1.24853515625
998,1.546142578125
999,1.44921875
1000,0.797607421875
1001,0.875244140625
1002,1.073974609375
1003,0.868408203125
1004,1.145263671875
1005,1.551025390625
1006,1.349609375
1007,0.9658203125
1008,0.839599609375
1009,0.859375
1010,0.970947265625
1011,1.6904296875
1012,0.922607421875
1013,1.181396484375
1014,1.36376953125
1015,1.5810546875
1016,1.212158203125
1017,1.3974609375
1018,1.111328125
1019,1.596435546875
1020,1.481689453125
1021,1.6328125
1022,1.669189453125
1023,0.899658203125
1024,1.33837890625
1025,1.122314453125
1026,1.480712890625
1027,1.2412109375
1028,1.246337890625
1029,0.7568359375
1030,1.213134765625
1031,1.45947265625
1032,1.335693359375
1033,1.632080078125
1034,1.569580078125
1035,1.274169921875
1036,1.22314453125
1037,1.906982421875
1038,1.5302734375
1039,1.2392578125
1040,1.542724609375
1041,1.134033203125
1042,1.892822265625
1043,1.7197265625
1044,1.669677734375
1045,1.260498046875
1046,1.2880859375
1047,1.779052734375
1048,1.225830078125
1049,0.852294921875
1050,1.27880859375
1051,0.798828125
1052,1.48681640625
1053,0.817626953125
1054,1.19091796875
1055,0.663330078125
1056,1.186279296875
1057,1.531005859375
1058,1.14208984375
1059,1.262451171875
1060,0.75927734375
1061,1.545654296875
1062,1.53662109375
1063,1.203369140625
1064,1.639404296875
1065,1.626953125
1066,1.517578125
1067,1.587158203125
1068,1.27001953125
1069,1.63818359375
1070,1.060546875
1071,1.35986328125
1072,1.18212890625
1073,1.329345703125
1074,1.509033203125
1075,0.96923828125
1076,1.582763671875
1077,0.959716796875
1078,1.268310546875
1079,1.383056640625
1080,1.577392578125
1081,1.466796875
1082,1.332275390625
1083,0.815185546875
1084,1.427490234375
1085,1.633544921875
1086,1.541259765625
1087,1.47802734375
1088,0.871337890625
1089,1.30029296875
1090,1.365966796875
1091,1.606689453125
1092,0.9716796875
1093,1.1845703125
1094,0.91552734375
1095,1.44091796875
1096,1.2802734375
1097,1.02685546875
1098,1.291748046875
1099,1.16943359375
1100,1.52783203125
1101,1.47412109375
1102,1.097412109375
1103,1.1748046875
1104,1.417236328125
1105,1.294921875
1106,1.666015625
1107,1.232177734375
1108,1.201904296875
1109,1.3330078125
1110,1.33740234375
1111,1.11572265625
1112,0.995361328125
1113,1.171142578125
1114,1.130126953125
1115,1.048583984375
1116,1.1943359375
1117,1.491943359375
1118,0.664794921875
1119,0.925537109375
1120,1.184814453125
1121,0.770751953125
1122,1.82275390625
1123,1.122802734375
1124,1.68408203125
1125,0.78369140625
1126,1.734619140625
1127,1.330078125
1128,1.09326171875
1129,1.19189453125
1130,1.656982421875
1131,1.1787109375
1132,1.107421875
1133,0.912353515625
1134,1.068359375
1135,1.16015625
1136,1.243896484375
1137,1.02001953125
1138,0.872314453125
1139,0.915771484375
1140,1.286865234375
1141,1.68505859375
1142,1.115478515625
1143,1.374267578125
1144,0.97119140625
1145,0.79345703125
1146,1.2294921875
1147,1.45703125
1148,0.844482421875
1149,1.21728515625
1150,1.4736328125
1151,1.687255859375
1152,1.695068359375
1153,1.5234375
1154,1.399169921875
1155,0.981689453125
1156,1.284423828125
1157,0.774658203125
1158,1.1875
1159,0.82421875
1160,1.770263671875
1161,1.528076171875
1162,1.16845703125
1163,0.986328125
1164,1.6455078125
1165,0.903076171875
1166,0.8095703125
1167,1.032958984375
1168,1.349365234375
1169,0.867431640625
1170,1.586669921875
1171,1.328369140625
1172,0.8154296875
1173,1.367919921875
1174,0.966796875
1175,0.97265625
1176,1.137939453125
1177,1.55859375
1178,1.218994140625
1179,0.782958984375
1180,1.43994140625
1181,1.09423828125
1182,1.05078125
1183,1.590087890625
1184,1.1201171875
1185,1.631591796875
1186,0.7705078125
1187,1.399169921875
1188,1.0859375
1189,1.1650390625
1190,1.457763671875
1191,1.52099609375
1192,0.872802734375
1193,2.202880859375
1194,1.494873046875
1195,1.2265625
1196,1.252685546875
1197,1.1982421875
1198,1.495361328125
1199,1.260009765625
1200,1.176513671875
1201,1.2705078125
1202,1.53515625
1203,1.531005859375
1204,1.2138671875
1205,1.666015625
1206,1.0458984375
1207,0.885498046875
1208,0.992431640625
1209,0.8623046875
1210,1.33935546875
1211,1.25
1212,1.4775390625
1213,0.853759765625
1214,1.0478515625
1215,1.489013671875
1216,1.6064453125
1217,1.6845703125
1218,1.022216796875
1219,1.52392578125
1220,0.897216796875
1221,0.730712890625
1222,1.412109375
1223,1.0634765625
1224,1.619384765625
1225,0.857421875
1226,1.3115234375
1227,1.11083984375
1228,1.2529296875
1229,1.77294921875
1230,0.923095703125
1231,1.296875
1232,1.546630859375
1233,1.469482421875
1234,1.203369140625
1235,0.90234375
1236,0.689697265625
1237,1.80078125
1238,1.200927734375
1239,1.49072265625
1240,1.602294921875
1241,1.582275390625
1242,0.677978515625
1243,1.376708984375
1244,1.195068359375
1245,0.739990234375
1246,1.097412109375
1247,1.311279296875
1248,1.590087890625
1249,0.872802734375
1250,0.76513671875
1251,1.689453125
1252,1.173828125
1253,1.1376953125
1254,1.51220703125
1255,1.10009765625
1256,1.25390625
1257,1.384521484375
1258,1.299560546875
1259,0.971435546875
1260,1.15234375
1261,1.760498046875
1262,0.968017578125
1263,0.81689453125
1264,1.46923828125
1265,0.869384765625
1266,1.3076171875
1267,1.2998046875
1268,0.921142578125
1269,1.360107421875
1270,1.189697265625
1271,0.845947265625
1272,1.53271484375
1273,0.87744140625
1274,1.65478515625
1275,2.025390625
1276,1.7685546875
1277,1.283203125
1278,1.686767578125
1279,0.967041015625
1280,1.2607421875
1281,1.119140625
1282,0.788330078125
1283,1.184814453125
1284,0.97216796875
1285,1.25927734375
1286,0.903076171875
1287,1.265380859375
1288,1.230224609375
1289,1.407470703125
1290,1.480712890625
1291,1.212890625
1292,1.791748046875
1293,1.642578125
1294,1.666015625
1295,1.694091796875
1296,0.986083984375
1297,1.11279296875
1298,1.32177734375
1299,1.547119140625
1300,0.6923828125
1301,1.066650390625
1302,1.02001953125
1303,1.36181640625
1304,1.42529296875
1305,1.701171875
1306,1.269287109375
1307,1.489990234375
1308,1.299072265625
1309,1.79443359375
1310,1.341064453125
1311,1.584228515625
1312,1.1728515625
1313,1.6318359375
1314,0.965576171875
1315,1.49853515625
1316,0.803466796875
1317,1.162109375
1318,1.281494140625
1319,1.51611328125
1320,1.356689453125
1321,1.287841796875
1322,0.92919921875
1323,1.2744140625
1324,1.25439453125
1325,1.6123046875
1326,2.0615234375
1327,0.904052734375
1328,1.5048828125
1329,0.739990234375
1330,1.39111328125
1331,1.084716796875
1332,1.560791015625
1333,1.510986328125
1334,0.850830078125
1335,1.331298828125
1336,1.079833984375
1337,1.5595703125
1338,1.47314453125
1339,0.716552734375
1340,0.725341796875
1341,1.424072265625
1342,0.77978515625
1343,0.976318359375
1344,1.523193359375
1345,1.611083984375
1346,1.21240234375
1347,1.77001953125
1348,1.728271484375
1349,1.023681640625
1350,0.92529296875
1351,1.39599609375
1352,1.24365234375
1353,0.936767578125
1354,1.63720703125
1355,1.182861328125
1356,1.55322265625
1357,0.96435546875
1358,1.0537109375
1359,1.38525390625
1360,1.42724609375
1361,1.31640625
1362,0.752685546875
1363,1.49169921875
1364,1.0283203125
1365,1.261962890625
1366,0.851806640625
1367,1.469970703125
1368,0.900634765625
1369,1.778564453125
1370,1.030029296875
1371,1.728515625
1372,1.375732421875
1373,1.5234375
1374,1.647705078125
1375,1.481201171875
1376,1.057373046875
1377,1.2314453125
1378,1.665283203125
1379,1.083740234375
1380,1.30517578125
1381,1.892822265625
1382,1.664306640625
1383,1.23876953125
1384,1.087158203125
1385,1.109619140625
1386,0.890869140625
1387,1.009521484375
1388,1.27587890625
1389,1.45263671875
1390,1.8564453125
1391,1.0810546875
1392,1.937744140625
1393,2.154541015625
1394,1.81982421875
1395,1.858642578125
1396,1.61669921875
1397,1.48583984375
1398,1.4580078125
1399,1.3935546875
1400,1.19921875
1401,1.279296875
1402,1.152099609375
1403,1.54931640625
1404,1.692138671875
1405,1.50341796875
1406,0.920166015625
1407,1.353271484375
1408,1.5732421875
1409,1.547119140625
1410,1.82568359375
1411,1.534423828125
1412,1.23583984375
1413,1.890869140625
1414,1.918701171875
1415,1.314697265625
1416,1.2373046875
1417,1.38525390625
1418,1.216064453125
1419,1.412841796875
1420,1.735595703125
1421,1.983154296875
1422,1.703369140625
1423,1.14697265625
1424,1.8544921875
1425,1.382568359375
1426,1.420166015625
1427,1.097900390625
1428,1.036376953125
1429,0.9482421875
1430,1.33203125
1431,1.885498046875
1432,1.77685546875
1433,0.94189453125
1434,1.459228515625
1435,0.90380859375
1436,1.251953125
1437,1.383056640625
1438,1.480224609375
1439,1.0732421875
1440,1.87890625
1441,1.126953125
1442,1.607177734375
1443,1.7451171875
1444,0.78271484375
1445,1.6787109375
1446,1.677001953125
1447,1.302490234375
1448,1.4423828125
1449,0.7705078125
1450,1.52734375
1451,1.04345703125
1452,1.502197265625
1453,1.523681640625
1454,1.355224609375
1455,1.669189453125
1456,1.369384765625
1457,1.81103515625
1458,1.69091796875
1459,1.3408203125
1460,1.550537109375
1461,1.042236328125
1462,1.6875
1463,1.16796875
1464,1.395751953125
1465,1.49951171875
1466,0.903076171875
1467,1.7265625
1468,1.430419921875
1469,1.473876953125
1470,1.59375
1471,1.282958984375
1472,1.25830078125
1473,1.52392578125
1474,1.743896484375
1475,1.772705078125
1476,1.204833984375
1477,1.556396484375
1478,1.3564453125
1479,1.72705078125
1480,1.356689453125
1481,1.0634765625
1482,1.0673828125
1483,1.6259765625
1484,1.505615234375
1485,1.386474609375
1486,1.57568359375
1487,0.80810546875
1488,1.4619140625
1489,1.674072265625
1490,1.580810546875
1491,1.64794921875
1492,1.51123046875
1493,0.900146484375
1494,1.287353515625
1495,1.772705078125
1496,3.6474609375
1497,0.974365234375
1498,0.919677734375
1499,1.685791015625
1500,1.44091796875
1501,1.191650390625
1502,1.686279296875
1503,1.8046875
1504,1.240478515625
1505,1.836669921875
1506,1.712890625
1507,1.5869140625
1508,1.63330078125
1509,1.138916015625
1510,1.376953125
1511,0.81494140625
1512,1.3447265625
1513,1.971923828125
1514,2.181640625
1515,0.748046875
1516,1.6953125
1517,0.916259765625
1518,0.6796875
