,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9937264742785445,0.998019801980198,0.9958685108676127,11110.0,5,PGD,0.1
1.0,0.9835943325876212,0.9496040316774658,0.9663003663003663,1389.0,5,PGD,0.1
accuracy,0.9926394111528922,0.9926394111528922,0.9926394111528922,0.9926394111528922,5,PGD,0.1
macro avg,0.9886604034330828,0.973811916828832,0.9810844385839895,12499.0,5,PGD,0.1
weighted avg,0.9926005006159561,0.9926394111528922,0.9925826357732926,12499.0,5,PGD,0.1
