,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9344248459785636,0.996489964899649,0.9644599303135889,11111.0,1,PGD,0.9
1.0,0.94,0.44020172910662825,0.5996074582924436,1388.0,1,PGD,0.9
accuracy,0.9347147771821745,0.9347147771821745,0.9347147771821745,0.9347147771821745,1,PGD,0.9
macro avg,0.9372124229892818,0.7183458470031386,0.7820336943030162,12499.0,1,PGD,0.9
weighted avg,0.9350439606102744,0.9347147771821745,0.9239434705035762,12499.0,1,PGD,0.9
