,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9721661252085345,0.996489964899649,0.9841777777777778,11111.0,1,PGD,0.2
1.0,0.9648648648648649,0.771613832853026,0.8574859887910328,1388.0,1,PGD,0.2
accuracy,0.9715177214177134,0.9715177214177134,0.9715177214177134,0.9715177214177134,1,PGD,0.2
macro avg,0.9685154950366996,0.8840518988763375,0.9208318832844054,12499.0,1,PGD,0.2
weighted avg,0.9713553283962284,0.9715177214177134,0.9701087960101481,12499.0,1,PGD,0.2
