,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.991390906645144,0.994959949599496,0.9931722217231156,11111.0,3,FGSM,0.9
1.0,0.9584569732937686,0.930835734870317,0.9444444444444444,1388.0,3,FGSM,0.9
accuracy,0.9878390271221698,0.9878390271221698,0.9878390271221698,0.9878390271221698,3,FGSM,0.9
macro avg,0.9749239399694563,0.9628978422349065,0.96880833308378,12499.0,3,FGSM,0.9
weighted avg,0.987733630103684,0.9878390271221698,0.9877610564408693,12499.0,3,FGSM,0.9
