,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9989173583543847,0.996489964899649,0.9977021851768416,11111.0,1,FGSM,0.5
1.0,0.9724381625441696,0.9913544668587896,0.981805208704959,1388.0,1,FGSM,0.5
accuracy,0.9959196735738859,0.9959196735738859,0.9959196735738859,0.9959196735738859,1,FGSM,0.5
macro avg,0.9856777604492771,0.9939222158792194,0.9897536969409003,12499.0,1,FGSM,0.5
weighted avg,0.995976873212807,0.9959196735738859,0.9959368436820842,12499.0,1,FGSM,0.5
