,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.925662680826156,0.9963996399639964,0.9597295071307815,11110.0,4,PGD,1.0
1.0,0.9259259259259259,0.3599712023038157,0.5184033177812338,1389.0,4,PGD,1.0
accuracy,0.9256740539243139,0.9256740539243139,0.9256740539243139,0.9256740539243139,4,PGD,1.0
macro avg,0.925794303376041,0.678185421133906,0.7390664124560077,12499.0,4,PGD,1.0
weighted avg,0.9256919349619732,0.9256740539243139,0.9106854174430847,12499.0,4,PGD,1.0
