,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9816196057538625,0.994959949599496,0.9882447593080946,11111.0,3,PGD,0.3
1.0,0.9547291835084882,0.850864553314121,0.8998095238095238,1388.0,3,PGD,0.3
accuracy,0.9789583166653332,0.9789583166653332,0.9789583166653332,0.9789583166653332,3,PGD,0.3
macro avg,0.9681743946311754,0.9229122514568084,0.9440271415588093,12499.0,3,PGD,0.3
weighted avg,0.9786334543756259,0.9789583166653332,0.9784241251075972,12499.0,3,PGD,0.3
