,precision,recall,f1-score,support
0,0.9983142910657427,0.959409594095941,0.9784753774840516,11111.0
1,0.7523338824821527,0.9870317002881844,0.8538485509504519,1388.0
accuracy,0.9624769981598528,0.9624769981598528,0.9624769981598528,0.9624769981598528
macro avg,0.8753240867739477,0.9732206471920627,0.9161619642172517,12499.0
weighted avg,0.9709984412286339,0.9624769981598528,0.9646357074921613,12499.0
