,precision,recall,f1-score,support
0,0.9978136102760317,0.985779857798578,0.9917602318000724,11111.0
1,0.8961892247043364,0.9827089337175793,0.9374570446735395,1388.0
accuracy,0.9854388351068085,0.9854388351068085,0.9854388351068085,0.9854388351068085
macro avg,0.947001417490184,0.9842443957580786,0.964608638236806,12499.0
weighted avg,0.9865283356801829,0.9854388351068085,0.9857299234768764,12499.0
