,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9813573330884379,0.9617496174961749,0.9714545454545455,11111.0,2,FGSM,0.9
1.0,0.7360248447204969,0.8537463976945245,0.790527018012008,1388.0,2,FGSM,0.9
accuracy,0.9497559804784382,0.9497559804784382,0.9497559804784382,0.9497559804784382,2,FGSM,0.9
macro avg,0.8586910889044674,0.9077480075953497,0.8809907817332767,12499.0,2,FGSM,0.9
weighted avg,0.9541134340681401,0.9497559804784382,0.9513627454633267,12499.0,2,FGSM,0.9
