,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9803233256351039,0.9551755175517552,0.9675860496922726,11110.0,5,FGSM,0.8
1.0,0.7025089605734767,0.8466522678185745,0.7678746327130265,1389.0,5,FGSM,0.8
accuracy,0.9431154492359389,0.9431154492359389,0.9431154492359389,0.9431154492359389,5,FGSM,0.8
macro avg,0.8414161431042904,0.9009138926851649,0.8677303412026496,12499.0,5,FGSM,0.8
weighted avg,0.9494501235332878,0.9431154492359389,0.9453923415408866,12499.0,5,FGSM,0.8
