,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9861537031874361,0.9551755175517552,0.9704174477618764,11110.0,5,FGSM,0.6
1.0,0.713463751438435,0.8927285817134629,0.7930924208506556,1389.0,5,FGSM,0.6
accuracy,0.9482358588687095,0.9482358588687095,0.9482358588687095,0.9482358588687095,5,FGSM,0.6
macro avg,0.8498087273129356,0.923952049632609,0.8817549343062661,12499.0,5,FGSM,0.6
weighted avg,0.9558499714505482,0.9482358588687095,0.9507115142968243,12499.0,5,FGSM,0.6
