,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9977536503182328,0.959409594095941,0.9782060105528791,11111.0,1,FGSM,0.2
1.0,0.7515151515151515,0.9827089337175793,0.8517015298157977,1388.0,1,FGSM,0.2
accuracy,0.9619969597567806,0.9619969597567806,0.9619969597567806,0.9619969597567806,1,FGSM,0.2
macro avg,0.8746344009166922,0.9710592639067601,0.9149537701843384,12499.0,1,FGSM,0.2
weighted avg,0.9704091398503013,0.9619969597567806,0.964157829157322,12499.0,1,FGSM,0.2
