,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.997564174629942,0.958329583295833,0.9775533624053248,11111.0,3,FGSM,0.4
1.0,0.7463013698630137,0.9812680115273775,0.8478057889822596,1388.0,3,FGSM,0.4
accuracy,0.960876870149612,0.960876870149612,0.960876870149612,0.960876870149612,3,FGSM,0.4
macro avg,0.8719327722464778,0.9697987974116052,0.9126795756937922,12499.0,3,FGSM,0.4
weighted avg,0.9696617205922992,0.960876870149612,0.9631450391865701,12499.0,3,FGSM,0.4
