,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.984340456890199,0.9617496174961749,0.972913916329039,11111.0,2,PGD,0.8
1.0,0.7413268411442483,0.877521613832853,0.8036951501154734,1388.0,2,PGD,0.8
accuracy,0.9523961916953356,0.9523961916953356,0.9523961916953356,0.9523961916953356,2,PGD,0.8
macro avg,0.8628336490172237,0.919635615664514,0.8883045332222562,12499.0,2,PGD,0.8
weighted avg,0.9573540660865044,0.9523961916953356,0.9541223612042747,12499.0,2,PGD,0.8
