,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9815020347761746,0.9551755175517552,0.9681598394307088,11110.0,5,PGD,0.9
1.0,0.7048014226437463,0.8560115190784737,0.7730819245773732,1389.0,5,PGD,0.9
accuracy,0.9441555324425954,0.9441555324425954,0.9441555324425954,0.9441555324425954,5,PGD,0.9
macro avg,0.8431517287099605,0.9055935183151145,0.8706208820040411,12499.0,5,PGD,0.9
weighted avg,0.9507526028014612,0.9441555324425954,0.94648104722883,12499.0,5,PGD,0.9
