,precision,recall,f1-score,support
0,0.9971741112123974,0.9846084608460846,0.9908514492753623,11110.0
1,0.8881621975147155,0.9776817854571634,0.9307745030843043,1389.0
accuracy,0.9838387070965677,0.9838387070965677,0.9838387070965677,0.9838387070965677
macro avg,0.9426681543635564,0.9811451231516239,0.9608129761798333,12499.0
weighted avg,0.9850597382124711,0.9838387070965677,0.9841751649118627,12499.0
