,precision,recall,f1-score,support
0,0.9990059642147118,0.994959949599496,0.9969788519637462,11111.0
1,0.9609211444521982,0.9920749279538905,0.9762495568947182,1388.0
accuracy,0.9946395711656932,0.9946395711656932,0.9946395711656932,0.9946395711656932
macro avg,0.9799635543334551,0.9935174387766932,0.9866142044292322,12499.0
weighted avg,0.9947766874861439,0.9946395711656932,0.9946768868820748,12499.0
