,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9519214049730481,0.9855085508550855,0.9684238457456218,11110.0,4,FGSM,0.4
1.0,0.8385155466399198,0.6018718502519799,0.7007544006705784,1389.0,4,FGSM,0.4
accuracy,0.9428754300344028,0.9428754300344028,0.9428754300344028,0.9428754300344028,4,FGSM,0.4
macro avg,0.895218475806484,0.7936902005535327,0.8345891232081001,12499.0,4,FGSM,0.4
weighted avg,0.9393187377816956,0.9428754300344028,0.9386780373442107,12499.0,4,FGSM,0.4
