,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9411562284927736,0.984609846098461,0.9623927864526061,11111.0,2,PGD,1.0
1.0,0.8045714285714286,0.5072046109510087,0.622182942996023,1388.0,2,PGD,1.0
accuracy,0.931594527562205,0.931594527562205,0.931594527562205,0.931594527562205,2,PGD,1.0
macro avg,0.8728638285321011,0.7459072285247348,0.7922878647243146,12499.0,2,PGD,1.0
weighted avg,0.9259886389023402,0.931594527562205,0.9246128630413142,12499.0,2,PGD,1.0
