,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9819585315501301,0.984609846098461,0.9832824015818803,11111.0,2,FGSM,0.2
1.0,0.874079528718704,0.8551873198847262,0.864530225782957,1388.0,2,FGSM,0.2
accuracy,0.9702376190095208,0.9702376190095208,0.9702376190095208,0.9702376190095208,2,FGSM,0.2
macro avg,0.9280190301344171,0.9198985829915935,0.9239063136824186,12499.0,2,FGSM,0.2
weighted avg,0.9699786886882997,0.9702376190095208,0.970095104997441,12499.0,2,FGSM,0.2
