,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.907907824933687,0.985779857798578,0.9452427184466019,11111.0,1,PGD,0.8
1.0,0.6367816091954023,0.19956772334293948,0.303894679100384,1388.0,1,PGD,0.8
accuracy,0.89847187775022,0.89847187775022,0.89847187775022,0.89847187775022,1,PGD,0.8
macro avg,0.7723447170645447,0.5926737905707588,0.624568698773493,12499.0,1,PGD,0.8
weighted avg,0.8777995612770154,0.89847187775022,0.8740217344788804,12499.0,1,PGD,0.8
