,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9424169392322258,0.9855085508550855,0.9634811686026047,11110.0,4,PGD,0.7
1.0,0.8172531214528944,0.5183585313174947,0.6343612334801763,1389.0,4,PGD,0.7
accuracy,0.933594687575006,0.933594687575006,0.933594687575006,0.933594687575006,4,PGD,0.7
macro avg,0.8798350303425602,0.7519335410862901,0.7989212010413904,12499.0,4,PGD,0.7
weighted avg,0.9285076230552923,0.933594687575006,0.9269064354331469,12499.0,4,PGD,0.7
