,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9095665171898356,0.985779857798578,0.9461408888696929,11111.0,1,PGD,0.5
1.0,0.6542669584245077,0.2154178674351585,0.3241192411924119,1388.0,1,PGD,0.5
accuracy,0.9002320185614849,0.9002320185614849,0.9002320185614849,0.9002320185614849,1,PGD,0.5
macro avg,0.7819167378071716,0.6005988626168682,0.6351300650310524,12499.0,1,PGD,0.5
weighted avg,0.8812157861260486,0.9002320185614849,0.8770660791268282,12499.0,1,PGD,0.5
