,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9944550495409509,0.984609846098461,0.9895079594790159,11111.0,2,FGSM,0.1
1.0,0.8858477970627503,0.9560518731988472,0.9196119196119196,1388.0,2,FGSM,0.1
accuracy,0.9814385150812065,0.9814385150812065,0.9814385150812065,0.9814385150812065,2,FGSM,0.1
macro avg,0.9401514233018506,0.9703308596486542,0.9545599395454678,12499.0,2,FGSM,0.1
weighted avg,0.9823943353686376,0.9814385150812065,0.9817460822619961,12499.0,2,FGSM,0.1
