,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.945019851544968,0.9855085508550855,0.964839619316179,11110.0,4,PGD,0.5
1.0,0.823658269441402,0.5413966882649388,0.6533449174630755,1389.0,4,PGD,0.5
accuracy,0.9361548923913913,0.9361548923913913,0.9361548923913913,0.9361548923913913,4,PGD,0.5
macro avg,0.884339060493185,0.7634526195600122,0.8090922683896273,12499.0,4,PGD,0.5
weighted avg,0.9315330735993843,0.9361548923913913,0.9302235587614177,12499.0,4,PGD,0.5
