,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9536924413553431,0.987939879398794,0.9705141240440299,11111.0,3,FGSM,0.6
1.0,0.8645096056622852,0.6159942363112392,0.719394194362642,1388.0,3,FGSM,0.6
accuracy,0.9466357308584686,0.9466357308584686,0.9466357308584686,0.9466357308584686,3,FGSM,0.6
macro avg,0.9091010235088142,0.8019670578550167,0.8449541592033359,12499.0,3,FGSM,0.6
weighted avg,0.9437887869876367,0.9466357308584686,0.942627536125175,12499.0,3,FGSM,0.6
