,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9768621518198808,0.987939879398794,0.9823697870055486,11111.0,3,FGSM,0.2
1.0,0.8938193343898574,0.8126801152737753,0.8513207547169811,1388.0,3,FGSM,0.2
accuracy,0.9684774781982559,0.9684774781982559,0.9684774781982559,0.9684774781982559,3,FGSM,0.2
macro avg,0.935340743104869,0.9003099973362847,0.9168452708612649,12499.0,3,FGSM,0.2
weighted avg,0.9676403396274756,0.9684774781982559,0.9678169382323241,12499.0,3,FGSM,0.2
