IndLatency,DRB.UEThpDl,DRB.UEThpUl
1.0,-0.26165983,-0.48724693
-0.072014414,-0.15380669,-0.32193676
-0.22582665,-0.18607174,-0.31603283
1.0,-0.24984446,-0.48724693
0.022773951,-0.07927893,-0.3278407
-0.68905824,-0.28256398,-0.48724693
-0.49768662,-0.17486228,-0.31603283
-0.58532506,-0.23454508,-0.48724693
0.088947795,-0.12972149,-0.31603283
-0.15250285,-0.16531909,-0.32193676
-0.17574757,-0.23303029,-0.4695351
-0.47622207,-0.16547057,0.15628198
0.09610509,-0.1572907,-0.33374462
-0.22582665,-0.2328788,-0.49315086
-0.16144031,-0.11093807,-0.30422494
-0.24192873,-0.27695924,-0.4990548
-0.39574096,-0.16319838,-0.31603283
-0.22582665,-0.25423735,-0.48134297
-0.43866277,-0.21667054,-0.48134297
-0.5567032,-0.17592263,-0.30422494
-0.32240984,-0.18834393,-0.47543904
-0.04518738,-0.20197704,-0.29241708
-0.18290487,-0.22136639,-0.48724693
-0.41004825,-0.13532622,-0.298321
0.15512896,-0.25575215,-0.48724693
-0.029092625,-0.16471317,-0.2628974
-0.35818166,-0.23772615,-0.48134297
-0.6514989,-0.14789899,-0.31012887
-0.49768662,-0.24863264,-0.48134297
-0.80531114,-0.17516524,-0.298321
-0.08810917,-0.25605512,-0.49315086
-0.7033655,-0.23848352,-0.48724693
-0.47622207,-0.16471317,-0.29241708
-0.78384656,-0.27226338,-0.48724693
0.029931255,-0.23348472,-0.48724693
-0.12388099,-0.1412339,-0.31603283
-0.32240984,-0.25953913,-0.48724693
0.088947795,-0.24575454,-0.47543904
-0.036242597,-0.15138301,-0.32193676
-0.6514989,-0.13593213,-0.298321
-0.81246114,-0.26908234,-0.49315086
0.06570307,-0.12699486,-0.31603283
-0.05770715,-0.12275345,-0.32193676
-0.5710105,-0.220609,-0.48724693
-0.5567032,-0.19228238,-0.31603283
-0.26338598,-0.27029416,-0.48134297
-0.5048366,-0.16486466,-0.31012887
-0.80531114,-0.21954864,-0.44001544
-0.14534555,-0.12911558,0.2625528
-0.6300343,-0.2605995,-0.3632643
-0.7766966,-0.15607888,-0.32193676
0.11756965,-0.24923855,-0.48724693
-0.71051544,-0.16198656,-0.49315086
-0.54239595,-0.18440548,-0.31012887
-0.029092625,-0.28044325,-0.49315086
-0.58532506,-0.1289641,-0.30422494
-0.036242597,-0.1427487,-0.30422494
-0.12388099,-0.14850491,-0.23337772
-0.029092625,-0.13608362,-0.31603283
-0.072014414,-0.2307581,0.10905049
0.0013167188,-0.18804097,-0.27470526
-0.1310383,-0.22030604,-0.47543904
-0.14534555,-0.10821145,-0.30422494
-0.2991578,-0.22818294,-0.48724693
-0.43150547,-0.16577354,-0.31603283
0.05139581,-0.29150125,-0.48724693
0.058545776,-0.16850016,-0.31012887
-0.029092625,-0.24863264,-0.48134297
-0.19005483,-0.13638657,-0.31603283
0.029931255,-0.23681727,-0.48724693
-0.1310383,-0.13290256,-0.31603283
-0.11851852,-0.14168835,-0.31012887
-0.1310383,-0.24196756,-0.48724693
-0.75344455,-0.12911558,-0.31012887
0.029931255,-0.26953676,-0.48724693
-0.6067823,-0.13684101,-0.32193676
-0.65864885,-0.2540859,-0.48724693
0.008466691,-0.1515345,-0.29241708
-0.06486444,-0.24848115,-0.49315086
-0.6067823,-0.24560305,-0.48724693
-0.014785364,-0.13275108,-0.31012887
0.12471961,-0.22106344,-0.48724693
-0.10242376,-0.18440548,-0.32193676
-0.17574757,-0.23015219,-0.48724693
-0.10957373,-0.2286374,-0.48724693
0.12471961,-0.14502089,-0.32193676
0.008466691,-0.2596906,-0.48724693
-0.47622207,-0.16501614,-0.31603283
-0.5567032,-0.19243386,-0.4695351
-0.19005483,-0.17395341,-0.30422494
-0.48337936,-0.25090483,-0.49315086
-0.20436943,-0.15108006,-0.3278407
-0.44582006,-0.14835343,-0.31603283
-0.68905824,-0.2605995,-0.48724693
-0.40289095,-0.14259723,-0.31012887
-0.46906477,-0.27998883,-0.48134297
-0.46906477,-0.095184244,-0.31603283
-0.83392566,-0.20334037,-0.31603283
-0.9430286,-0.13941616,-0.31603283
-0.49052933,-0.289532,-0.48134297
-0.37963888,-0.14895934,-0.298321
-0.39574096,-0.26362908,-0.4341115
-0.39574096,-0.13259959,-0.32193676
-0.5048366,-0.24984446,-0.48724693
-0.14534555,-0.1834966,0.067722954
-0.5996323,-0.23454508,0.0086835995
-0.4243555,-0.20334037,-0.4341115
-0.35818166,-0.1674398,-0.31603283
-0.44582006,-0.24242198,-0.49315086
-0.47622207,-0.23409063,-0.4341115
-0.5495532,-0.15183745,-0.32193676
-0.49052933,-0.22439596,-0.49315086
-0.26338598,-0.17228714,-0.30422494
0.0013167188,-0.16592501,-0.31603283
-0.592475,-0.23772615,-0.49315086
-0.256236,-0.17713447,-0.3278407
-0.05770715,-0.22303265,-0.49315086
-0.48337936,-0.17819482,-0.30422494
0.03708122,-0.23303029,-0.48724693
-0.54239595,-0.09003395,-0.31012887
0.05139581,-0.24726933,-0.48724693
0.09610509,-0.1980386,-0.32193676
-0.12388099,-0.24726933,-0.49315086
-0.88579226,-0.2393924,-0.48724693
-0.14534555,-0.14865638,-0.3278407
-0.72483003,-0.16501614,-0.31603283
-0.021935329,-0.22924331,-0.48724693
0.029931255,-0.2533285,-0.49315086
-0.26338598,-0.15956289,-0.31012887
0.13187692,-0.22015455,-0.49315086
-0.7462873,-0.17046939,-0.31603283
-0.3438744,-0.22257823,-0.49315086
-0.06486444,-0.1500197,-0.31603283
-0.3438744,-0.2548433,-0.48724693
-0.65864885,-0.16622797,-0.32193676
-0.05055718,-0.23560542,-0.48724693
-0.47622207,-0.14865638,-0.32193676
-0.45297003,-0.22803146,-0.49315086
-0.23477143,-0.123965286,-0.31012887
-0.5996323,-0.27589887,-0.49315086
-0.43150547,-0.16925755,-0.31603283
-0.5495532,-0.2219723,-0.48724693
-0.6658062,-0.106848136,-0.31012887
-0.43866277,-0.21091431,-0.31012887
-0.4619148,-0.22545633,-0.48724693
-0.7766966,-0.1848599,-0.30422494
-0.47622207,-0.2286374,-0.49315086
-0.47622207,-0.14956526,-0.31603283
0.03708122,-0.23712021,-0.48134297
-0.15250285,-0.18213329,-0.31603283
0.015623987,-0.21545869,-0.48724693
0.14618418,-0.19455457,-0.32193676
-0.39574096,-0.24317938,-0.48134297
-0.53524595,-0.15850253,-0.31603283
-0.37248892,-0.14244574,-0.32193676
-0.021935329,-0.25135925,-0.48724693
-0.65864885,-0.16319838,-0.3278407
-0.72483003,-0.23696876,-0.48724693
-0.44582006,-0.113513224,0.54594165
0.022773951,-0.26150838,0.15037805
-0.28485054,-0.15638183,-0.31012887
-0.3438744,-0.24211904,-0.49315086
-0.5638605,-0.13153924,-0.32193676
-0.5048366,-0.16107768,-0.31603283
0.029931255,-0.24045277,-0.48724693
-0.05770715,-0.15623035,-0.32193676
-0.15250285,-0.27438408,-0.48724693
-0.46906477,-0.10442447,-0.31012887
-0.7910039,-0.27862552,-0.49315086
-0.48337936,-0.16107768,-0.31603283
-0.45297003,-0.23030365,-0.48724693
-0.40289095,-0.20591551,-0.34555247
1.0,-0.22136639,-0.46363118
-0.68905824,-0.16971199,-0.37507215
0.06570307,-0.23136401,-0.42230365
-0.38858366,-0.15138301,-0.36916822
-0.31525254,-0.17349897,-0.3632643
-0.7981539,-0.15092857,-0.3632643
-0.16144031,-0.22136639,-0.42230365
-0.014785364,-0.1594114,-0.36916822
-0.48337936,-0.27559593,-0.44591936
-0.54239595,-0.14002207,-0.3514564
-0.36533162,-0.22469893,-0.44591936
0.16943625,-0.18804097,-0.3632643
-0.47622207,-0.22848591,-0.42230365
-0.021935329,-0.16880313,0.23303312
-0.63719165,-0.2271226,-0.44591936
-0.32240984,-0.10487891,-0.33964854
-0.13818826,-0.25878173,-0.45772725
-0.029092625,-0.14805047,-0.3632643
-0.6514989,-0.24121016,-0.4341115
0.11756965,-0.22363856,-0.37507215
-0.5119939,-0.21818534,-0.4341115
-0.24192873,-0.23818058,-0.46363118
-0.68905824,-0.16531909,-0.33964854
-0.44582006,-0.16259247,-0.34555247
-0.5996323,-0.24378529,-0.45772725
-0.256236,-0.1856173,-0.34555247
0.0013167188,-0.20409776,-0.45772725
-0.4171982,-0.17031792,-0.31603283
-0.5048366,-0.24530008,-0.46363118
-0.09526646,-0.12775226,-0.32193676
-0.12388099,-0.2575699,-0.062163614
-0.19721213,-0.1848599,-0.31603283
-0.78384656,-0.23545396,-0.48724693
-0.10242376,-0.13578066,-0.32193676
-0.11851852,-0.26090246,-0.48724693
-0.35818166,-0.1798611,-0.32193676
0.0013167188,-0.2407557,-0.47543904
-0.19721213,-0.14517236,0.26845676
