,precision,recall,f1-score,support
0,0.9988274555786055,0.996669966699667,0.997747544823858,11111.0
1,0.9737960339943342,0.9906340057636888,0.9821428571428571,1388.0
accuracy,0.995999679974398,0.995999679974398,0.995999679974398,0.995999679974398
macro avg,0.9863117447864699,0.9936519862316779,0.9899452009833576,12499.0
weighted avg,0.9960477441489737,0.995999679974398,0.9960146616731076,12499.0
