IndLatency,DRB.UEThpDl,DRB.UEThpUl
1.0,0.23877613,0.013647715
0.42328432,0.3471498,0.17650825
-0.1755606,0.30650967,0.06599574
0.27571863,0.31472903,0.18232471
0.5142232,0.42203718,0.1706918
-0.16870098,0.21777111,0.013647715
0.014899025,0.32599258,0.18232471
0.5777096,0.3713512,0.18232471
0.13501245,0.24045044,0.077628665
-0.048587516,0.37104678,0.19977404
0.2259584,0.2588679,0.013647715
0.34606466,0.33558184,0.17650825
0.035491906,0.3354296,0.64763993
0.13501245,0.26739168,0.007831238
0.5845762,0.34364897,0.16487536
0.33749017,0.39022526,0.1939576
0.26027048,0.22340289,0.0020148158
0.112704664,0.33771276,0.18232471
0.27571863,0.24623443,0.019464139
-0.15325281,0.36769816,0.1939576
0.07152593,0.28398257,0.019464139
-0.04172089,0.3249271,0.1939576
0.18305777,0.31244588,0.025280606
0.44902188,0.29874697,0.20559049
0.641203,0.24471234,0.013647715
0.464463,0.33619067,0.23467271
0.014899025,0.25186622,0.019464139
-0.2802329,0.32568815,0.19977404
0.4078432,0.2444079,0.007831238
0.049218148,0.3832236,0.19977404
0.035491906,0.33619067,0.20559049
-0.04172089,0.337865,0.17650825
0.5210898,0.26708722,0.013647715
0.37352413,0.35978323,0.18232471
0.18305777,0.24090707,0.013647715
0.5777096,0.33771276,0.17650825
0.4576034,0.34958518,0.17650825
-0.055447124,0.21487911,0.013647715
-0.13266695,0.3651106,0.19977404
-0.2870925,0.23131783,0.007831238
0.5554089,0.374091,0.18232471
0.4147028,0.23679739,0.013647715
0.43701056,0.37835288,0.17650825
-0.055447124,0.2800251,0.013647715
-0.04172089,0.30848843,0.18232471
0.23968464,0.23010014,0.019464139
0.008039407,0.33603847,0.18814115
-0.2802329,0.2810906,0.060179316
0.3529313,0.37196004,0.75233597
-0.11207406,0.23984161,0.13579315
-0.25278044,0.34486663,0.17650825
0.60516906,0.25125736,0.013647715
-0.13266695,0.3020956,0.17650825
-0.18928684,0.33893046,0.007831238
-0.02799463,0.31640336,0.18814115
0.464463,0.21990205,0.007831238
-0.0691804,0.37211224,0.1939576
0.4576034,0.2383195,0.019464139
0.4576034,0.35826114,0.1939576
0.196784,0.26297757,0.007831238
0.37352413,0.35247713,0.26375493
-0.19443855,0.2396894,0.025280606
0.464463,0.36495838,0.18232471
0.49363735,0.31275028,0.22303982
0.3529313,0.39296505,0.1939576
0.20536554,0.2724146,0.013647715
0.54168266,0.2087907,0.013647715
-0.13266695,0.27758974,0.013647715
-0.005686829,0.3395393,0.18232471
0.464463,0.25186622,0.019464139
0.5210898,0.26373863,0.013647715
1.0,0.25673693,0.025280606
0.37866884,0.3593266,0.18814115
0.3666575,0.25856346,0.013647715
-0.23047265,0.37196004,0.18814115
0.5210898,0.2308612,0.013647715
-0.08976625,0.3641973,0.17650825
-0.13952655,0.24638665,0.013647715
0.43014392,0.25201842,0.007831238
-0.24591379,0.3428879,0.18232471
-0.08976625,0.2549104,0.013647715
0.47818923,0.36830702,0.18814115
0.61202866,0.2795685,0.013647715
0.39410993,0.31640336,0.17650825
0.32376394,0.27043587,0.013647715
0.24654424,0.34121358,0.18814115
-0.20987974,0.24090707,0.019464139
-0.13266695,0.3351252,0.18232471
0.38725036,0.27195796,0.013647715
0.61202866,0.35597798,0.17650825
0.33062354,0.38139707,0.18814115
0.33749017,0.2444079,0.013647715
0.035491906,0.33588624,0.18232471
0.29630446,0.34988958,0.1706918
0.06465929,0.2549104,0.013647715
0.042358555,0.22035868,0.019464139
0.042358555,0.40605512,0.18232471
-0.13952655,0.26160768,0.019464139
-0.30768538,0.29737708,0.18232471
0.52794945,0.24638665,0.013647715
0.021765668,0.21076944,0.019464139
0.5210898,0.41077363,0.19977404
-0.098347776,0.254606,0.036913507
0.112704664,0.23679739,0.06599574
0.112704664,0.36845922,0.17650825
0.008039407,0.25064853,0.013647715
0.3529313,0.31731662,0.5603934
-0.082906656,0.2660218,0.50222903
0.085252166,0.29737708,0.06599574
0.06465929,0.25810683,0.007831238
0.21222514,0.34090918,0.18814115
0.035491906,0.26647842,0.06599574
-0.03486128,0.34912854,0.17650825
0.021765668,0.27621984,0.007831238
0.23968464,0.32858017,0.1939576
0.028625261,0.28550467,0.007831238
-0.07604001,0.26282537,0.007831238
0.24654424,0.32370943,0.1706918
0.028625261,0.32264397,0.1939576
0.52794945,0.26754385,0.013647715
-0.02799463,0.41123027,0.18814115
0.54168266,0.25323611,0.013647715
-0.005686829,0.33162436,0.17650825
-0.3574456,0.26115105,0.013647715
0.5639834,0.26571733,0.007831238
-0.20302014,0.33588624,0.18232471
0.4713296,0.27134913,0.013647715
0.20536554,0.34730202,0.18814115
0.5210898,0.2471477,0.007831238
-0.223606,0.33040667,0.18232471
0.1624649,0.27804637,0.007831238
0.43014392,0.35095504,0.18232471
0.1624649,0.2456256,0.013647715
-0.13952655,0.33466855,0.17650825
0.44387013,0.2649563,0.013647715
0.07839256,0.33162436,0.18232471
-0.03486128,0.27865523,0.013647715
-0.1463932,0.39433494,0.18814115
0.049218148,0.24288581,0.025280606
0.07152593,0.28976658,0.18814115
0.049218148,0.27515438,0.013647715
-0.25278044,0.31594673,0.1939576
0.52794945,0.2634342,0.019464139
0.34606466,0.3186865,0.18232471
0.5073636,0.28520027,0.013647715
0.63262147,0.30620527,0.17650825
0.112704664,0.2573458,0.019464139
-0.021135036,0.34243128,0.18232471
0.1899244,0.23755845,0.007831238
0.4713296,0.24912643,0.013647715
-0.20302014,0.2635864,0.013647715
0.06465929,0.3876377,1.0
0.21909177,0.34456223,0.18814115
-0.048587516,0.3695247,0.17650825
-0.30082577,0.2500397,0.0020148158
-0.11207406,0.33451635,0.18232471
0.61202866,0.25704136,0.007831238
0.008039407,0.33984372,0.18232471
0.5210898,0.26008558,0.013647715
0.43701056,0.34471443,0.17650825
0.042358555,0.22964351,0.013647715
0.37352413,0.40772945,0.17650825
0.34606466,0.22599047,0.013647715
0.042358555,0.3967703,0.18814115
0.028625261,0.33984372,0.18232471
0.057799675,0.27028364,0.013647715
0.10584505,0.2947895,0.15324247
1.0,0.27926406,0.036913507
0.5554089,0.2692182,0.077628665
0.11957129,0.34958518,0.12997669
0.44902188,0.29007098,0.05436285
0.14187905,0.2646519,0.060179316
-0.27336627,0.35004178,0.13579315
0.33749017,0.27926406,0.077628665
0.47818923,0.341518,0.12997669
0.028625261,0.22477278,0.05436285
0.6549292,0.31275028,0.13579315
0.035491906,0.27211016,0.077628665
0.4713296,0.332081,0.7232537
-0.11894069,0.27348006,0.05436285
0.35979792,0.24166812,0.04272995
-0.13266695,0.25932452,0.06599574
0.60516906,0.2769809,0.12416026
0.001172781,0.28246048,0.06599574
0.29630446,0.33908266,0.14742604
0.26027048,0.26236874,0.036913507
-0.16870098,0.33558184,0.15905891
0.500497,0.254606,0.048546404
0.06465929,0.33832163,0.15324247
-0.082906656,0.25673693,0.04272995
0.24654424,0.31518567,0.15324247
0.49363735,0.29661602,0.04272995
0.092118815,0.33055887,0.18232471
0.008039407,0.25521484,0.036913507
0.40097657,0.37332994,0.17650825
0.30317107,0.31594673,0.18232471
-0.25964004,0.26510853,0.013647715
0.37866884,0.23953718,0.013647715
0.14873868,0.32096964,0.17650825
0.49363735,0.25978115,0.025280606
0.30317107,0.35582578,0.7581524
0.44387013,0.28885332,0.019464139
-0.18928684,0.26678282,0.31610292
-0.58223116,0.36252302,0.20559049
0.23281801,0.2456256,0.013647715
0.29630446,0.31746882,0.1939576
0.4147028,0.22370732,0.013647715
0.37352413,0.36982912,0.18232471
0.10584505,0.34760642,0.17650825
-0.0691804,0.25186622,0.04272995
0.4713296,0.38017938,0.27538782
0.30317107,0.26617396,0.007831238
0.13501245,0.3578045,0.18232471
0.042358555,0.23360099,0.08344511
0.4147028,0.34928074,1.0
0.3666575,0.2873312,0.007831238
-0.08976625,0.25993335,0.013647715
-0.12408536,0.32660142,0.1939576
1.0,0.2757632,0.0020148158
0.3666575,0.33329865,0.17650825
0.5073636,0.23816729,0.013647715
-0.37117183,0.37820068,0.1939576
0.38725036,0.25125736,0.019464139
0.4713296,0.32127407,0.20559049
0.18305777,0.24821317,0.019464139
0.3666575,0.2992036,0.06599574
-0.0691804,0.36115313,0.18814115
-0.36431223,0.24653885,0.013647715
0.5639834,0.341518,0.18814115
0.001172781,0.26571733,0.077628665
-0.055447124,0.23573193,0.10089447
0.47818923,0.31655556,0.18232471
-0.03486128,0.26723945,0.013647715
-0.0691804,0.34030032,0.18814115
1.0,0.25795463,0.013647715
-0.07604001,0.32447046,0.05436285
-0.1463932,0.37637416,0.18814115
0.092118815,0.20361556,0.007831238
-0.0125534795,0.33497298,0.18232471
-0.19443855,0.28413478,0.06599574
0.28944486,0.34745422,0.17650825
-0.11207406,0.24288581,0.013647715
0.4078432,0.34730202,0.4847797
0.035491906,0.26236874,0.007831238
0.035491906,0.34821528,0.18814115
0.5845762,0.26937038,0.031097053
0.035491906,0.3171644,0.22885627
0.092118815,0.27637208,0.007831238
-0.02799463,0.35354263,0.18814115
-0.72979665,0.2883967,0.019464139
0.44387013,0.29555055,0.18814115
0.52794945,0.25414938,0.007831238
0.44387013,0.35673904,0.12997669
0.196784,0.2711969,0.05436285
0.014899025,0.32644922,0.12997669
0.092118815,0.2634342,0.06599574
0.40097657,0.32614478,0.13579315
0.035491906,0.2736323,0.5836591
0.3100377,0.30300885,0.15905891
0.37352413,0.33284202,0.12416026
0.008039407,0.25704136,0.060179316
0.049218148,0.35978323,0.12997669
0.63262147,0.25323611,0.06599574
0.5639834,0.3456277,0.12416026
0.14187905,0.28230825,0.06599574
0.5777096,0.29524612,0.12416026
0.2671371,0.32644922,0.13579315
0.042358555,0.25080073,0.060179316
0.10584505,0.35125947,0.12416026
0.11957129,0.28672236,0.060179316
0.30317107,0.3354296,0.14160958
0.042358555,0.3113804,0.060179316
-0.055447124,0.27500218,0.13579315
0.049218148,0.30772737,0.12416026
0.5142232,0.30620527,0.060179316
0.035491906,0.3623708,0.12416026
-0.12408536,0.29646382,0.06599574
0.54168266,0.2885489,0.12416026
0.5845762,0.24516897,0.06599574
0.07152593,0.290832,0.05436285
0.042358555,0.26510853,0.06599574
0.61889523,0.31838208,0.05436285
0.49363735,0.31046712,0.07181221
0.12815282,0.30422652,0.12997669
0.28257823,0.3068141,0.060179316
-0.21674639,0.36998132,0.12997669
0.021765668,0.3037699,0.12416026
-0.11894069,0.27180576,0.06599574
0.54168266,0.4030109,0.12997669
0.196784,0.2666306,0.05436285
0.28944486,0.29296297,0.12997669
0.17619817,0.29539835,0.060179316
0.18305777,0.29676825,0.12997669
0.60516906,0.2648041,0.13579315
0.48505583,0.3094017,0.077628665
0.44902188,0.33147213,0.14160958
0.20536554,0.2992036,0.13579315
