,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.8967162730507926,0.997839978399784,0.9445793397231097,11111.0,3,PGD,1.0
1.0,0.8222222222222222,0.07997118155619597,0.14576493762311227,1388.0,3,PGD,1.0
accuracy,0.8959116729338347,0.8959116729338347,0.8959116729338347,0.8959116729338347,3,PGD,1.0
macro avg,0.8594692476365073,0.5389055799779899,0.545172138673111,12499.0,3,PGD,1.0
weighted avg,0.8884437918482919,0.8959116729338347,0.8558718919181016,12499.0,3,PGD,1.0
