,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.8915497500403161,0.9952295229522953,0.9405410003402518,11110.0,4,FGSM,1.0
1.0,0.4536082474226804,0.03167746580273578,0.059219380888290714,1389.0,4,FGSM,1.0
accuracy,0.8881510520841668,0.8881510520841668,0.8881510520841668,0.8881510520841668,4,FGSM,1.0
macro avg,0.6725789987314983,0.5134534943775155,0.49988019061427125,12499.0,4,FGSM,1.0
weighted avg,0.8428817968331879,0.8881510520841668,0.8426007067632638,12499.0,4,FGSM,1.0
