,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.8932062363680426,0.9952295229522953,0.9414619609178765,11110.0,4,FGSM,0.6
1.0,0.5583333333333333,0.0482361411087113,0.08880053015241882,1389.0,4,FGSM,0.6
accuracy,0.8899911992959437,0.8899911992959437,0.8899911992959437,0.8899911992959437,4,FGSM,0.6
macro avg,0.725769784850688,0.5217328320305032,0.5151312455351477,12499.0,4,FGSM,0.6
weighted avg,0.8559921822584969,0.8899911992959437,0.8467066423057299,12499.0,4,FGSM,0.6
