,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.8965405492991979,0.996039603960396,0.9436745832089711,11110.0,5,PGD,0.4
1.0,0.717948717948718,0.08063354931605471,0.14498381877022654,1389.0,5,PGD,0.4
accuracy,0.8943115449235939,0.8943115449235939,0.8943115449235939,0.8943115449235939,5,PGD,0.4
macro avg,0.8072446336239579,0.5383365766382253,0.5443292009895988,12499.0,5,PGD,0.4
weighted avg,0.8766938372625697,0.8943115449235939,0.8549169648550696,12499.0,5,PGD,0.4
