,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9543772058190583,0.997839978399784,0.9756247800070398,11111.0,3,PGD,0.2
1.0,0.9727891156462585,0.6181556195965417,0.7559471365638767,1388.0,3,PGD,0.2
accuracy,0.9556764541163293,0.9556764541163293,0.9556764541163293,0.9556764541163293,3,PGD,0.2
macro avg,0.9635831607326584,0.8079977989981628,0.8657859582854582,12499.0,3,PGD,0.2
weighted avg,0.9564218278560335,0.9556764541163293,0.951229822882541,12499.0,3,PGD,0.2
