,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.9824078187472235,0.9952295229522953,0.9887771070869662,11110.0,4,PGD,0.1
1.0,0.957395498392283,0.857451403887689,0.9046714774022028,1389.0,4,PGD,0.1
accuracy,0.9799183934714777,0.9799183934714777,0.9799183934714777,0.9799183934714777,4,PGD,0.1
macro avg,0.9699016585697533,0.9263404634199921,0.9467242922445844,12499.0,4,PGD,0.1
weighted avg,0.9796282273420702,0.9799183934714777,0.9794305417911716,12499.0,4,PGD,0.1
