,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.8990825688073395,0.996669966699667,0.9453645210858801,11111.0,1,FGSM,0.5
1.0,0.7967032967032966,0.10446685878962536,0.18471337579617833,1388.0,1,FGSM,0.5
accuracy,0.8975918073445875,0.8975918073445875,0.8975918073445875,0.8975918073445875,1,FGSM,0.5
macro avg,0.8478929327553181,0.5505684127446462,0.5650389484410292,12499.0,1,FGSM,0.5
weighted avg,0.8877134649045942,0.8975918073445875,0.8608950603560531,12499.0,1,FGSM,0.5
