,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.8923473913394081,0.996039603960396,0.9413466037174089,11110.0,5,PGD,1.0
1.0,0.5510204081632653,0.038876889848812095,0.0726294552790854,1389.0,5,PGD,1.0
accuracy,0.8896711736938955,0.8896711736938955,0.8896711736938955,0.8896711736938955,5,PGD,1.0
macro avg,0.7216838997513366,0.5174582469046041,0.5069880294982472,12499.0,5,PGD,1.0
weighted avg,0.8544161024657653,0.8896711736938955,0.8448070310171263,12499.0,5,PGD,1.0
