,precision,recall,f1-score,support,fold,attack,epsilon
0.0,0.8935671569419751,0.9952295229522953,0.9416624084483052,11110.0,4,PGD,0.9
1.0,0.576,0.05183585313174946,0.095112285336856,1389.0,4,PGD,0.9
accuracy,0.8903912312985038,0.8903912312985038,0.8903912312985038,0.8903912312985038,4,PGD,0.9
macro avg,0.7347835784709875,0.5235326880420224,0.5183873468925806,12499.0,4,PGD,0.9
weighted avg,0.8582762711917229,0.8903912312985038,0.847586232674099,12499.0,4,PGD,0.9
