,precision,recall,f1-score,support
0,0.9986480396575034,0.997209972099721,0.9979284877960911,11111.0
1,0.9779202279202279,0.989193083573487,0.9835243553008596,1388.0
accuracy,0.9963197055764461,0.9963197055764461,0.9963197055764461,0.9963197055764461
macro avg,0.9882841337888657,0.993201527836604,0.9907264215484753,12499.0
weighted avg,0.9963462392981676,0.9963197055764461,0.9963289249587937,12499.0
