IndLatency,DRB.UEThpDl,DRB.UEThpUl
1.0,-0.25999096,-0.48514298
-0.7133161,-0.19280237,-0.43245363
-0.22901219,-0.18464914,-0.3153662
1.0,-0.2482141,-0.48514298
-0.5089187,-0.17347619,-0.3153662
-0.599151,-0.23296455,-0.48514298
-0.38001537,-0.2583301,-0.4207449
-0.57705116,-0.12878445,-0.2978031
-0.2824139,-0.24006087,-0.48514298
-0.17745085,-0.23145467,-0.46757987
-0.48681882,-0.1641151,0.15298355
-0.38001537,-0.23160568,-0.49099734
0.10244813,-0.15596187,-0.3329293
-0.22901219,-0.23130369,-0.49099734
-0.16272011,-0.10976027,-0.30365747
-0.40395564,-0.1618503,-0.3153662
-0.22901219,-0.25259265,-0.4792886
-0.6893758,-0.13210614,-0.30365747
-0.44814783,-0.21514824,-0.4792886
-0.56968206,-0.1745331,-0.30365747
-0.043026324,-0.20050263,-0.2919487
-0.18482,-0.21982878,-0.48514298
-0.41868636,-0.13406895,-0.2978031
0.163219,-0.25410253,-0.48514298
-0.026455194,-0.16336016,-0.26267686
-0.36528465,-0.23613524,-0.4792886
-0.66728354,-0.14660075,-0.30951184
-0.5089187,-0.24700621,-0.4792886
-0.8256483,-0.17377818,-0.2978031
-0.08721852,-0.2544045,-0.49099734
-0.4720881,-0.116705604,-0.2978031
-0.72068524,-0.23689017,-0.48514298
-0.48681882,-0.16336016,-0.2919487
-0.80354846,-0.27055997,-0.48514298
-0.56968206,-0.16169932,-0.32122058
0.034315668,-0.23190764,-0.48514298
-0.12404912,-0.1399574,-0.3153662
0.095079,-0.1618503,-0.32122058
0.095079,-0.24413747,-0.47343424
-0.033816792,-0.15007342,-0.32122058
-0.58441275,-0.2836957,-0.48514298
-0.8330099,-0.26738927,-0.49099734
0.07114627,-0.12576474,-0.3153662
-0.079856925,-0.26195377,-0.48514298
-0.05591666,-0.12153715,-0.32122058
-0.56968206,-0.19083954,-0.3153662
-0.5162803,-0.16351116,-0.30951184
-0.6451836,-0.25893405,-0.36220118
-0.79618686,-0.15475398,-0.32122058
0.124547996,-0.24761015,-0.48514298
-0.66728354,-0.19718094,-0.32122058
-0.72804683,-0.16064242,-0.49099734
-0.5549513,-0.18298829,-0.30951184
-0.026455194,-0.27871317,-0.49099734
-0.599151,-0.12772755,-0.30365747
-0.033816792,-0.26044393,-0.4792886
-0.033816792,-0.14146724,-0.30365747
-0.31372333,-0.23598424,-0.49099734
-0.12404912,-0.1472047,-0.233405
-0.7335756,-0.25908506,-0.47343424
-0.026455194,-0.13482389,-0.3153662
-0.07064739,-0.2291899,0.10614858
-0.13141826,-0.21877189,-0.47343424
-0.30451378,-0.22662315,-0.48514298
-0.4407787,-0.16441706,-0.3153662
0.056415536,-0.28973514,-0.48514298
0.06377713,-0.1671348,-0.30951184
-0.66728354,-0.22148964,-0.48514298
-0.53101104,-0.16003847,-0.3153662
-0.026455194,-0.24700621,-0.4792886
-0.19218159,-0.13512585,-0.3153662
