tx_brate downlink (kbps),tx_pkts downlink,rx_brate uplink (kbps),rx_pkts uplink,slice_target
11.0201,7.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
17.9277,22.0,0.0,0.0,2
7.42169,9.0,0.0,0.0,2
8.16064,13.0,0.0,0.0,2
26.152600000000003,58.0,0.0,0.0,2
27.3735,57.0,0.0,0.0,2
22.4257,56.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
10.5703,3.0,0.0,0.0,2
17.6064,20.0,0.0,0.0,2
21.8474,24.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
28.5622,23.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
11.502,11.0,0.0,0.0,2
21.9759,14.0,0.0,0.0,2
8.12851,23.0,0.0,0.0,2
15.7108,4.0,0.0,0.0,2
24.8675,6.0,0.0,0.0,2
27.502,77.0,0.0,0.0,2
13.429699999999999,36.0,0.0,0.0,2
5.33333,2.0,0.0,0.0,2
6.26506,9.0,100.0,15.0,2
11.6627,12.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
31.646599999999996,10.0,0.0,0.0,2
5.55823,4.0,0.0,0.0,2
23.3253,6.0,0.0,0.0,2
15.8394,5.0,0.0,0.0,2
15.5823,42.0,0.0,0.0,2
10.5382,3.0,0.0,0.0,2
6.07229,19.0,0.0,0.0,2
7.58233,20.0,0.0,0.0,2
21.0442,6.0,0.0,0.0,2
19.6627,48.0,0.0,0.0,2
14.040199999999999,30.0,0.0,0.0,2
31.5181,9.0,0.0,0.0,2
15.678700000000001,4.0,0.0,0.0,2
15.8394,5.0,0.0,0.0,2
5.751,5.0,100.0,8.0,2
22.0402,14.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
5.5261,2.0,0.0,0.0,2
10.9237,4.0,0.0,0.0,2
10.6988,3.0,0.0,0.0,2
20.851399999999998,5.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
21.269099999999998,7.0,0.0,0.0,2
11.6948,12.0,100.0,29.0,2
15.5181,3.0,0.0,0.0,2
20.883499999999998,19.0,100.0,32.0,2
17.0924,24.0,0.0,0.0,2
20.7871,44.0,0.0,0.0,2
5.62249,3.0,100.0,23.0,2
5.42972,3.0,0.0,0.0,2
17.028100000000002,14.0,0.0,0.0,2
16.610400000000002,11.0,0.0,0.0,2
10.6988,4.0,0.0,0.0,2
5.49398,3.0,0.0,0.0,2
19.245,44.0,0.0,0.0,2
16.2892,5.0,0.0,0.0,2
6.682729999999999,4.0,0.0,0.0,2
5.33333,2.0,0.0,0.0,2
15.678700000000001,4.0,0.0,0.0,2
16.0643,4.0,0.0,0.0,2
10.666699999999999,4.0,0.0,0.0,2
26.184700000000003,7.0,0.0,0.0,2
10.666699999999999,4.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
5.33333,2.0,0.0,0.0,2
16.0,6.0,0.0,0.0,2
26.4739,9.0,0.0,0.0,2
15.5181,3.0,0.0,0.0,2
10.666699999999999,4.0,0.0,0.0,2
19.180699999999998,6.0,0.0,0.0,2
21.012,6.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
10.6988,4.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
15.678700000000001,4.0,0.0,0.0,2
10.666699999999999,4.0,0.0,0.0,2
15.5181,3.0,0.0,0.0,2
21.1727,7.0,0.0,0.0,2
10.666699999999999,4.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
21.3333,47.0,0.0,0.0,2
18.3133,25.0,0.0,0.0,2
5.78313,6.0,0.0,0.0,2
18.698800000000002,28.0,0.0,0.0,2
18.249000000000002,24.0,0.0,0.0,2
12.0161,15.0,0.0,0.0,2
11.2129,9.0,0.0,0.0,2
26.698800000000002,9.0,0.0,0.0,2
33.4137,21.0,0.0,0.0,2
0.578313,1.0,0.0,0.0,2
28.3695,24.0,0.0,0.0,2
26.988000000000003,10.0,0.0,0.0,2
16.3534,7.0,0.0,0.0,2
5.751,5.0,0.0,0.0,2
17.0924,15.0,0.0,0.0,2
16.4819,9.0,0.0,0.0,2
5.5261,3.0,0.0,0.0,2
5.39759,3.0,0.0,0.0,2
10.9558,6.0,0.0,0.0,2
5.68675,5.0,0.0,0.0,2
18.1526,19.0,0.0,0.0,2
29.4297,33.0,0.0,0.0,2
11.0522,5.0,0.0,0.0,2
5.26908,2.0,0.0,0.0,2
11.1165,8.0,100.0,10.0,2
21.1406,6.0,0.0,0.0,2
16.192800000000002,6.0,0.0,0.0,2
46.4578,20.0,0.0,0.0,2
5.33333,2.0,0.0,0.0,2
16.3534,7.0,0.0,0.0,2
5.26908,2.0,0.0,0.0,2
16.4177,10.0,0.0,0.0,2
23.261,10.0,0.0,0.0,2
11.469899999999999,10.0,0.0,0.0,2
16.192800000000002,8.0,0.0,0.0,2
16.0643,6.0,0.0,0.0,2
10.506,3.0,100.0,11.0,2
10.3454,2.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
10.5382,4.0,0.0,0.0,2
16.192800000000002,7.0,0.0,0.0,2
10.8916,6.0,0.0,0.0,2
5.6546199999999995,5.0,0.0,0.0,2
15.7108,4.0,0.0,0.0,2
10.8273,6.0,0.0,0.0,2
10.6024,4.0,0.0,0.0,2
10.8273,6.0,0.0,0.0,2
6.93976,15.0,0.0,0.0,2
5.42972,3.0,0.0,0.0,2
32.6747,19.0,0.0,0.0,2
11.502,10.0,0.0,0.0,2
10.8273,6.0,0.0,0.0,2
20.3373,12.0,0.0,0.0,2
16.192800000000002,9.0,0.0,0.0,2
3.37349,2.0,0.0,0.0,2
10.9558,6.0,0.0,0.0,2
10.8273,6.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
5.5261,3.0,0.0,0.0,2
12.3373,18.0,0.0,0.0,2
16.0643,6.0,0.0,0.0,2
25.992,11.0,0.0,0.0,2
5.26908,2.0,0.0,0.0,2
5.36546,3.0,0.0,0.0,2
40.128499999999995,36.0,0.0,0.0,2
22.8755,17.0,100.0,7.0,2
25.2851,16.0,0.0,0.0,2
16.5462,8.0,0.0,0.0,2
10.8273,4.0,0.0,0.0,2
13.9438,7.0,0.0,0.0,2
5.42972,3.0,0.0,0.0,2
16.610400000000002,9.0,100.0,2.0,2
17.2851,16.0,0.0,0.0,2
44.5944,32.0,0.0,0.0,2
5.78313,6.0,0.0,0.0,2
5.751,5.0,0.0,0.0,2
8.61044,6.0,0.0,0.0,2
10.8594,6.0,0.0,0.0,2
15.1004,10.0,0.0,0.0,2
18.0884,22.0,0.0,0.0,2
10.8594,6.0,0.0,0.0,2
8.51406,12.0,0.0,0.0,2
6.00803,6.0,0.0,0.0,2
40.9317,28.0,0.0,0.0,2
15.6466,18.0,0.0,0.0,2
5.26908,2.0,0.0,0.0,2
18.249000000000002,35.0,0.0,0.0,2
21.8474,11.0,100.0,2.0,2
22.3936,17.0,0.0,0.0,2
5.62249,4.0,0.0,0.0,2
5.5261,3.0,0.0,0.0,2
11.245,6.0,0.0,0.0,2
26.9558,11.0,0.0,0.0,2
23.1325,10.0,0.0,0.0,2
5.33333,2.0,0.0,0.0,2
12.305200000000001,8.0,0.0,0.0,2
5.33333,2.0,0.0,0.0,2
10.7309,4.0,100.0,2.0,2
5.55823,4.0,0.0,0.0,2
27.694799999999997,13.0,0.0,0.0,2
10.8273,6.0,0.0,0.0,2
16.8675,9.0,0.0,0.0,2
16.3855,10.0,0.0,0.0,2
16.578300000000002,9.0,0.0,0.0,2
10.8916,6.0,100.0,2.0,2
5.46185,3.0,0.0,0.0,2
16.3213,6.0,0.0,0.0,2
10.666699999999999,4.0,0.0,0.0,2
27.598399999999998,13.0,0.0,0.0,2
16.192800000000002,6.0,0.0,0.0,2
16.4819,10.0,0.0,0.0,2
15.7751,5.0,100.0,2.0,2
10.506,3.0,0.0,0.0,2
10.7309,4.0,0.0,0.0,2
26.698800000000002,9.0,0.0,0.0,2
5.42972,2.0,0.0,0.0,2
15.8394,5.0,0.0,0.0,2
5.33333,2.0,0.0,0.0,2
8.03213,2.0,0.0,0.0,2
5.42972,2.0,0.0,0.0,2
37.8153,19.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
15.5181,3.0,0.0,0.0,2
21.2048,6.0,0.0,0.0,2
5.076309999999999,6.0,100.0,8.0,2
31.0361,45.0,0.0,0.0,2
29.6546,33.0,0.0,0.0,2
5.94378,1.0,0.0,0.0,2
0.0,0.0,0.0,0.0,2
7.45382,6.0,0.0,0.0,2
15.5502,44.0,0.0,0.0,2
19.759,14.0,0.0,0.0,2
17.381500000000003,16.0,0.0,0.0,2
15.7751,3.0,0.0,0.0,2
21.0442,7.0,0.0,0.0,2
17.799200000000003,32.0,0.0,0.0,2
12.112400000000001,15.0,0.0,0.0,2
29.2369,30.0,0.0,0.0,2
10.441799999999999,3.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
5.172689999999999,1.0,100.0,1.0,2
21.3655,9.0,0.0,0.0,2
10.0884,11.0,0.0,0.0,2
0.0,0.0,0.0,0.0,2
30.2008,34.0,0.0,0.0,2
17.5422,18.0,0.0,0.0,2
7.3895599999999995,18.0,0.0,0.0,2
23.775100000000002,4.0,0.0,0.0,2
14.2972,33.0,100.0,1.0,2
36.337300000000006,28.0,0.0,0.0,2
19.0522,30.0,0.0,0.0,2
18.4739,25.0,0.0,0.0,2
15.6466,17.0,0.0,0.0,2
34.506,33.0,0.0,0.0,2
31.260999999999996,47.0,0.0,0.0,2
11.6627,12.0,0.0,0.0,2
10.7309,4.0,0.0,0.0,2
17.253,16.0,0.0,0.0,2
24.4177,48.0,0.0,0.0,2
7.71084,11.0,100.0,1.0,2
11.469899999999999,25.0,0.0,0.0,2
17.6386,40.0,0.0,0.0,2
24.4498,34.0,0.0,0.0,2
12.080300000000001,14.0,0.0,0.0,2
14.7149,37.0,100.0,1.0,2
17.9277,22.0,100.0,1.0,2
12.4659,18.0,0.0,0.0,2
12.0482,15.0,0.0,0.0,2
18.0562,23.0,0.0,0.0,2
17.7028,20.0,0.0,0.0,2
15.5823,15.0,0.0,0.0,2
5.71888,5.0,0.0,0.0,2
14.2972,14.0,0.0,0.0,2
13.011999999999999,11.0,100.0,1.0,2
11.2771,9.0,0.0,0.0,2
5.87952,5.0,100.0,1.0,2
5.6546199999999995,5.0,0.0,0.0,2
12.8193,22.0,0.0,0.0,2
16.578300000000002,17.0,100.0,2.0,2
17.51,17.0,0.0,0.0,2
18.184700000000003,21.0,100.0,1.0,2
10.8273,6.0,0.0,0.0,2
11.3092,9.0,0.0,0.0,2
21.8153,15.0,0.0,0.0,2
10.8273,6.0,0.0,0.0,2
21.751,12.0,100.0,1.0,2
10.9558,7.0,0.0,0.0,2
22.49,16.0,0.0,0.0,2
3.14859,2.0,0.0,0.0,2
23.004,22.0,0.0,0.0,2
2.57028,3.0,0.0,0.0,2
11.8554,13.0,0.0,0.0,2
17.028100000000002,14.0,0.0,0.0,2
17.381500000000003,17.0,0.0,0.0,2
14.0723,19.0,0.0,0.0,2
6.04016,8.0,0.0,0.0,2
17.799200000000003,21.0,0.0,0.0,2
30.2651,40.0,0.0,0.0,2
20.530099999999997,26.0,0.0,0.0,2
6.13655,8.0,0.0,0.0,2
24.257,32.0,0.0,0.0,2
8.32129,17.0,0.0,0.0,2
22.1365,53.0,0.0,0.0,2
8.35341,26.0,0.0,0.0,2
26.249000000000002,70.0,0.0,0.0,2
6.93976,14.0,0.0,0.0,2
27.3735,42.0,0.0,0.0,2
10.5382,3.0,0.0,0.0,2
8.83534,25.0,0.0,0.0,2
17.3494,15.0,0.0,0.0,2
14.3936,19.0,0.0,0.0,2
13.7831,39.0,0.0,0.0,2
8.12851,23.0,0.0,0.0,2
11.3092,32.0,100.0,1.0,2
23.3253,66.0,0.0,0.0,2
22.9719,65.0,0.0,0.0,2
3.18072,9.0,0.0,0.0,2
16.0964,6.0,0.0,0.0,2
16.257,46.0,0.0,0.0,2
14.843399999999999,42.0,0.0,0.0,2
15.9036,45.0,0.0,0.0,2
21.9116,34.0,0.0,0.0,2
6.907629999999999,15.0,0.0,0.0,2
13.3333,28.0,0.0,0.0,2
3.56627,10.0,0.0,0.0,2
11.8233,14.0,0.0,0.0,2
19.180699999999998,31.0,0.0,0.0,2
23.3896,29.0,0.0,0.0,2
11.3092,10.0,0.0,0.0,2
11.6948,11.0,0.0,0.0,2
11.6305,10.0,0.0,0.0,2
11.502,11.0,0.0,0.0,2
28.7229,26.0,0.0,0.0,2
16.996000000000002,13.0,0.0,0.0,2
5.55823,4.0,0.0,0.0,2
11.8554,14.0,0.0,0.0,2
12.2088,16.0,0.0,0.0,2
23.743,28.0,0.0,0.0,2
7.7751,15.0,0.0,0.0,2
11.6948,13.0,0.0,0.0,2
30.5221,41.0,0.0,0.0,2
11.8233,14.0,0.0,0.0,2
12.722900000000001,21.0,0.0,0.0,2
6.07229,8.0,0.0,0.0,2
20.5622,25.0,0.0,0.0,2
5.9759,7.0,0.0,0.0,2
46.008,60.0,0.0,0.0,2
11.9839,15.0,0.0,0.0,2
10.4096,2.0,0.0,0.0,2
11.8233,14.0,0.0,0.0,2
5.91165,7.0,0.0,0.0,2
25.6064,30.0,0.0,0.0,2
5.49398,4.0,0.0,0.0,2
20.755,19.0,0.0,0.0,2
0.0,0.0,0.0,0.0,2
5.6546199999999995,5.0,0.0,0.0,2
5.87952,5.0,0.0,0.0,2
17.0924,16.0,0.0,0.0,2
17.3173,16.0,0.0,0.0,2
10.6345,5.0,0.0,0.0,2
11.759,13.0,0.0,0.0,2
17.7349,21.0,0.0,0.0,2
24.610400000000002,35.0,0.0,0.0,2
23.6787,32.0,0.0,0.0,2
22.1365,53.0,0.0,0.0,2
24.0321,30.0,0.0,0.0,2
11.9839,15.0,0.0,0.0,2
30.7149,29.0,0.0,0.0,2
11.5663,12.0,0.0,0.0,2
9.895579999999999,12.0,0.0,0.0,2
25.767100000000003,29.0,0.0,0.0,2
29.301199999999998,39.0,0.0,0.0,2
30.5863,42.0,0.0,0.0,2
0.0,0.0,0.0,0.0,2
10.5703,11.0,0.0,0.0,2
37.172700000000006,45.0,0.0,0.0,2
6.07229,8.0,0.0,0.0,2
5.78313,6.0,0.0,0.0,2
9.83133,13.0,0.0,0.0,2
1.31727,2.0,0.0,0.0,2
11.5984,12.0,0.0,0.0,2
18.1526,23.0,0.0,0.0,2
12.4659,18.0,0.0,0.0,2
23.4859,26.0,0.0,0.0,2
11.6948,13.0,0.0,0.0,2
17.831300000000002,21.0,0.0,0.0,2
21.7831,24.0,0.0,0.0,2
17.1888,16.0,0.0,0.0,2
11.6948,11.0,0.0,0.0,2
23.0683,21.0,0.0,0.0,2
17.1566,16.0,0.0,0.0,2
11.3735,10.0,0.0,0.0,2
11.3414,8.0,0.0,0.0,2
11.3735,10.0,0.0,0.0,2
17.060200000000002,14.0,0.0,0.0,2
10.8273,6.0,0.0,0.0,2
5.84739,6.0,0.0,0.0,2
5.62249,4.0,0.0,0.0,2
12.5622,8.0,0.0,0.0,2
5.71888,5.0,0.0,0.0,2
18.3133,25.0,0.0,0.0,2
6.2971900000000005,10.0,0.0,0.0,2
29.8795,40.0,0.0,0.0,2
16.2892,19.0,0.0,0.0,2
23.7108,27.0,0.0,0.0,2
5.49398,4.0,0.0,0.0,2
5.5261,4.0,0.0,0.0,2
5.91165,7.0,0.0,0.0,2
18.5382,26.0,0.0,0.0,2
30.7791,42.0,0.0,0.0,2
11.9839,15.0,0.0,0.0,2
18.8916,29.0,0.0,0.0,2
18.3454,24.0,0.0,0.0,2
6.13655,8.0,0.0,0.0,2
23.743,27.0,0.0,0.0,2
11.1165,8.0,0.0,0.0,2
11.6627,12.0,0.0,0.0,2
11.3735,10.0,0.0,0.0,2
5.6546199999999995,5.0,0.0,0.0,2
11.7269,11.0,0.0,0.0,2
18.249000000000002,24.0,0.0,0.0,2
29.2369,30.0,0.0,0.0,2
17.9277,21.0,0.0,0.0,2
12.3695,18.0,0.0,0.0,2
18.0884,23.0,0.0,0.0,2
19.726899999999997,36.0,0.0,0.0,2
11.5663,12.0,0.0,0.0,2
6.2008,9.0,0.0,0.0,2
22.9719,21.0,0.0,0.0,2
27.309199999999997,24.0,0.0,0.0,2
11.245,9.0,0.0,0.0,2
33.3815,22.0,0.0,0.0,2
17.445800000000002,10.0,0.0,0.0,2
21.4618,10.0,0.0,0.0,2
32.1928,15.0,0.0,0.0,2
12.8193,5.0,0.0,0.0,2
11.0201,7.0,0.0,0.0,2
16.2249,8.0,0.0,0.0,2
15.678700000000001,4.0,0.0,0.0,2
15.8394,5.0,0.0,0.0,2
5.33333,2.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
16.0,6.0,0.0,0.0,2
22.7149,10.0,0.0,0.0,2
14.747,6.0,0.0,0.0,2
10.5382,4.0,0.0,0.0,2
5.26908,2.0,0.0,0.0,2
16.0964,8.0,0.0,0.0,2
13.011999999999999,6.0,0.0,0.0,2
10.8594,4.0,0.0,0.0,2
16.4498,7.0,0.0,0.0,2
10.666699999999999,4.0,0.0,0.0,2
21.269099999999998,7.0,0.0,0.0,2
26.923699999999997,11.0,0.0,0.0,2
21.3333,8.0,0.0,0.0,2
16.0,6.0,0.0,0.0,2
16.0643,6.0,0.0,0.0,2
21.1084,6.0,0.0,0.0,2
0.0,0.0,0.0,0.0,2
10.441799999999999,3.0,0.0,0.0,2
10.666699999999999,4.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
10.6024,3.0,0.0,0.0,2
16.0321,5.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
15.678700000000001,4.0,0.0,0.0,2
26.4739,9.0,0.0,0.0,2
20.851399999999998,5.0,0.0,0.0,2
26.281100000000002,7.0,0.0,0.0,2
25.863500000000002,5.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
11.1807,4.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
5.33333,2.0,0.0,0.0,2
16.0643,6.0,0.0,0.0,2
10.6024,3.0,0.0,0.0,2
20.947799999999997,6.0,0.0,0.0,2
20.947799999999997,6.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
26.4739,7.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
15.8394,5.0,0.0,0.0,2
15.5181,3.0,0.0,0.0,2
10.6024,3.0,0.0,0.0,2
21.1084,6.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
15.678700000000001,4.0,0.0,0.0,2
15.5181,3.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
26.0241,6.0,0.0,0.0,2
15.678700000000001,4.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
5.26908,2.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
33.6064,9.0,0.0,0.0,2
31.485899999999997,9.0,0.0,0.0,2
20.947799999999997,4.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
10.5703,3.0,0.0,0.0,2
15.6466,4.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
15.5181,3.0,0.0,0.0,2
15.743,4.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
5.3012,2.0,0.0,0.0,2
15.743,4.0,0.0,0.0,2
15.678700000000001,4.0,0.0,0.0,2
31.5181,9.0,0.0,0.0,2
20.8193,5.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
5.42972,2.0,0.0,0.0,2
25.992,6.0,0.0,0.0,2
36.0482,6.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
6.4257,9.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
21.012,6.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
20.851399999999998,5.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
26.3454,8.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
15.678700000000001,4.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
10.473899999999999,3.0,0.0,0.0,2
41.7992,10.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
12.0482,5.0,100.0,1.0,2
10.473899999999999,3.0,0.0,0.0,2
10.5703,4.0,0.0,0.0,2
22.5863,13.0,100.0,10.0,2
10.3454,2.0,100.0,4.0,2
43.9197,27.0,0.0,0.0,2
21.4618,8.0,100.0,3.0,2
20.6908,4.0,100.0,2.0,2
16.0321,5.0,100.0,1.0,2
16.1285,7.0,0.0,0.0,2
15.7751,5.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
15.678700000000001,4.0,0.0,0.0,2
16.2249,7.0,0.0,0.0,2
15.5181,3.0,100.0,2.0,2
22.2329,16.0,0.0,0.0,2
17.1245,15.0,100.0,8.0,2
10.3454,2.0,100.0,3.0,2
26.6024,11.0,100.0,3.0,2
10.3454,2.0,0.0,0.0,2
15.5181,3.0,0.0,0.0,2
5.39759,3.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
10.3454,2.0,100.0,4.0,2
10.3454,2.0,100.0,4.0,2
15.7751,3.0,100.0,2.0,2
15.5181,3.0,0.0,0.0,2
20.6908,4.0,100.0,5.0,2
5.46185,3.0,0.0,0.0,2
20.9799,6.0,0.0,0.0,2
15.9357,4.0,0.0,0.0,2
16.257,7.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
21.2048,7.0,100.0,1.0,2
5.172689999999999,1.0,0.0,0.0,2
15.5181,3.0,100.0,2.0,2
20.6908,4.0,100.0,3.0,2
21.1084,6.0,0.0,0.0,2
31.0361,6.0,100.0,6.0,2
10.3454,2.0,100.0,4.0,2
15.9357,4.0,100.0,3.0,2
15.5181,3.0,100.0,4.0,2
36.562200000000004,9.0,100.0,4.0,2
26.3454,8.0,100.0,7.0,2
10.666699999999999,4.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
31.2932,8.0,100.0,3.0,2
15.871500000000001,5.0,0.0,4.0,2
21.1084,7.0,100.0,9.0,2
5.62249,4.0,0.0,0.0,2
10.7309,4.0,0.0,2.0,2
12.883500000000002,3.0,0.0,0.0,2
0.0,0.0,0.0,0.0,2
26.698800000000002,13.0,100.0,6.0,2
10.666699999999999,4.0,0.0,0.0,2
13.847399999999999,8.0,0.0,0.0,2
5.39759,2.0,0.0,0.0,2
15.743,4.0,0.0,0.0,2
5.33333,2.0,0.0,0.0,2
15.743,4.0,0.0,0.0,2
26.7952,12.0,0.0,0.0,2
21.2048,8.0,100.0,7.0,2
10.3454,2.0,0.0,0.0,2
10.666699999999999,4.0,0.0,0.0,2
16.3534,5.0,0.0,0.0,2
22.6185,21.0,0.0,0.0,2
10.3454,2.0,100.0,9.0,2
20.851399999999998,5.0,0.0,0.0,2
15.5181,3.0,0.0,0.0,2
15.5181,3.0,100.0,6.0,2
5.172689999999999,1.0,0.0,0.0,2
16.578300000000002,10.0,0.0,0.0,2
10.6988,4.0,100.0,4.0,2
10.506,3.0,100.0,5.0,2
5.172689999999999,1.0,0.0,0.0,2
15.678700000000001,4.0,100.0,5.0,2
5.172689999999999,1.0,0.0,0.0,2
16.192800000000002,5.0,100.0,3.0,2
15.871500000000001,4.0,100.0,3.0,2
5.42972,2.0,0.0,0.0,2
5.5903599999999996,2.0,0.0,0.0,2
10.8273,5.0,0.0,0.0,2
16.192800000000002,6.0,0.0,0.0,2
15.678700000000001,4.0,100.0,5.0,2
21.4297,8.0,0.0,0.0,2
10.7952,5.0,100.0,2.0,2
5.172689999999999,1.0,0.0,0.0,2
16.0,6.0,100.0,4.0,2
21.1084,6.0,100.0,4.0,2
10.506,3.0,100.0,3.0,2
21.1406,7.0,100.0,2.0,2
16.3534,8.0,100.0,6.0,2
5.5261,2.0,0.0,0.0,2
10.6024,3.0,100.0,8.0,2
31.839399999999998,11.0,100.0,2.0,2
10.6024,3.0,100.0,7.0,2
5.26908,2.0,0.0,0.0,2
15.8072,5.0,100.0,3.0,2
11.6627,3.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
27.341399999999997,8.0,100.0,4.0,2
10.5703,3.0,100.0,10.0,2
10.6345,4.0,100.0,7.0,2
5.26908,2.0,0.0,0.0,2
10.6345,4.0,100.0,3.0,2
0.0,0.0,0.0,0.0,2
20.947799999999997,5.0,0.0,0.0,2
16.0964,6.0,100.0,8.0,2
5.55823,3.0,0.0,0.0,2
15.7751,5.0,100.0,6.0,2
26.249000000000002,5.0,100.0,6.0,2
5.46185,3.0,0.0,0.0,2
26.1205,5.0,100.0,6.0,2
16.2249,8.0,100.0,3.0,2
16.0321,7.0,0.0,0.0,2
31.485899999999997,8.0,100.0,5.0,2
15.7751,5.0,100.0,4.0,2
5.172689999999999,1.0,0.0,0.0,2
15.7751,4.0,100.0,3.0,2
5.172689999999999,1.0,100.0,4.0,2
21.1084,5.0,0.0,0.0,2
21.0763,4.0,100.0,3.0,2
10.3454,2.0,0.0,0.0,2
10.3454,2.0,100.0,4.0,2
26.698800000000002,9.0,100.0,3.0,2
15.5181,3.0,0.0,0.0,2
15.9679,6.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
5.172689999999999,1.0,100.0,3.0,2
5.172689999999999,1.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
10.3454,2.0,0.0,0.0,2
15.5181,3.0,0.0,0.0,2
31.5502,7.0,100.0,3.0,2
15.9036,6.0,0.0,0.0,2
20.915699999999998,5.0,100.0,6.0,2
10.6024,2.0,0.0,0.0,2
15.5181,3.0,0.0,0.0,2
21.1084,6.0,0.0,0.0,2
15.678700000000001,4.0,100.0,6.0,2
26.281100000000002,6.0,100.0,2.0,2
10.3454,2.0,0.0,0.0,2
20.851399999999998,5.0,100.0,6.0,2
10.6345,4.0,0.0,0.0,2
21.5904,11.0,0.0,0.0,2
15.7751,5.0,100.0,2.0,2
15.743,5.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
15.9357,5.0,100.0,13.0,2
16.1285,7.0,0.0,0.0,2
16.257,6.0,0.0,0.0,2
16.0964,5.0,100.0,2.0,2
15.8394,5.0,0.0,0.0,2
5.33333,2.0,0.0,0.0,2
10.6024,4.0,0.0,0.0,2
21.3333,8.0,0.0,0.0,2
16.0321,5.0,100.0,1.0,2
5.49398,3.0,0.0,0.0,2
16.160600000000002,7.0,100.0,3.0,2
21.2048,8.0,100.0,4.0,2
26.409599999999998,8.0,100.0,3.0,2
16.0,6.0,100.0,4.0,2
12.241,7.0,100.0,10.0,2
10.9237,6.0,0.0,0.0,2
16.3534,9.0,0.0,0.0,2
21.6225,10.0,100.0,3.0,2
21.8153,10.0,100.0,4.0,2
21.6867,11.0,100.0,5.0,2
26.505999999999997,10.0,0.0,0.0,2
10.6024,3.0,0.0,0.0,2
21.6867,9.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
11.0522,6.0,0.0,0.0,2
10.506,3.0,0.0,0.0,2
10.3454,2.0,100.0,5.0,2
5.49398,3.0,100.0,4.0,2
10.441799999999999,3.0,0.0,0.0,2
5.172689999999999,1.0,0.0,0.0,2
5.87952,2.0,100.0,3.0,2
21.4297,9.0,100.0,6.0,2
40.7068,20.0,100.0,11.0,2
5.5261,3.0,100.0,6.0,2
