,precision,recall,f1-score,support
0,0.9976497132650183,0.9551755175517552,0.9759507058444843,11110.0
1,0.7325456498388829,0.9820014398848093,0.8391264226391879,1389.0
accuracy,0.9581566525322026,0.9581566525322026,0.9581566525322026,0.9581566525322026
macro avg,0.8650976815519507,0.9685884787182822,0.9075385642418361,12499.0
weighted avg,0.9681889928794752,0.9581566525322026,0.9607455750842508,12499.0
