IndLatency,DRB.UEThpDl,DRB.UEThpUl
1.0,0.13877614,-0.0863522
0.32328445,0.24714985,0.076508254
-0.27556032,0.20650971,-0.03400421
0.17571864,0.21472907,0.08232471
0.41422337,0.3220373,0.07069181
-0.26870072,0.11777112,-0.0863522
-0.08510089,0.22599262,0.08232471
0.47770986,0.27135128,0.08232471
0.035012454,0.14045045,-0.022371292
-0.14858738,0.27104688,0.09977405
0.12595841,0.1588679,-0.0863522
0.24606472,0.23558187,0.076508254
-0.06450802,0.23542966,0.5476403
0.035012454,0.16739167,-0.09216866
0.4845765,0.24364902,0.064875364
0.2374902,0.29022536,0.0939576
0.16027048,0.12340289,-0.09798509
0.01270467,0.23771282,0.08232471
0.17571864,0.14623444,-0.08053577
-0.25325257,0.26769823,0.0939576
-0.028474033,0.18398258,-0.08053577
-0.14172074,0.22492716,0.0939576
0.083057776,0.21244591,-0.07471931
0.34902203,0.19874698,0.10559049
0.5412034,0.14471234,-0.0863522
0.36446315,0.2361907,0.13467272
-0.08510089,0.15186623,-0.08053577
-0.3802325,0.2256882,0.09977405
0.30784333,0.14440791,-0.09216866
-0.050781786,0.2832237,0.09977405
-0.06450802,0.2361907,0.10559049
-0.14172074,0.23786503,0.076508254
0.42109,0.16708724,-0.0863522
0.27352422,0.2597833,0.08232471
0.083057776,0.14090708,-0.0863522
0.47770986,0.23771282,0.076508254
0.35760355,0.24958521,0.076508254
-0.15544698,0.11487912,-0.0863522
-0.23266673,0.26511067,0.09977405
-0.3870921,0.13131784,-0.09216866
0.4554091,0.27409106,0.08232471
0.31470293,0.1367974,-0.0863522
0.33701068,0.27835295,0.076508254
-0.15544698,0.18002513,-0.0863522
-0.14172074,0.20848843,0.08232471
0.13968465,0.13010015,-0.08053577
-0.09196049,0.2360385,0.08814116
-0.3802325,0.1810906,-0.03982064
0.25293136,0.27196014,0.65233636
-0.21207386,0.13984162,0.035793155
-0.35278004,0.2448667,0.076508254
0.50516933,0.15125738,-0.0863522
-0.23266673,0.20209561,0.076508254
-0.28928655,0.2389305,-0.09216866
-0.12799451,0.21640338,0.08814116
0.36446315,0.11990206,-0.09216866
-0.16918024,0.27211234,0.0939576
0.35760355,0.1383195,-0.08053577
0.35760355,0.2582612,0.0939576
0.09678401,0.16297758,-0.09216866
0.27352422,0.25247723,0.16375494
-0.29443824,0.1396894,-0.07471931
0.36446315,0.26495844,0.08232471
0.39363754,0.21275033,0.12303983
0.25293136,0.29296514,0.0939576
0.105365545,0.1724146,-0.0863522
0.44168288,0.10879071,-0.0863522
-0.23266673,0.17758976,-0.0863522
-0.105686724,0.23953934,0.08232471
0.36446315,0.15186623,-0.08053577
0.42109,0.16373862,-0.0863522
1.0,0.15673696,-0.07471931
0.2786689,0.25932667,0.08814116
0.2666576,0.15856348,-0.0863522
-0.3304723,0.27196014,0.08814116
0.42109,0.13086121,-0.0863522
-0.18976608,0.2641974,0.076508254
-0.23952633,0.14638665,-0.0863522
0.33014405,0.15201843,-0.09216866
-0.3459134,0.24288797,0.08232471
-0.18976608,0.15491043,-0.0863522
0.37818938,0.2683071,0.08814116
0.51202893,0.1795685,-0.0863522
0.29411006,0.21640338,0.076508254
0.22376397,0.17043588,-0.0863522
0.14654425,0.24121365,0.08814116
-0.30987942,0.14090708,-0.08053577
-0.23266673,0.23512524,0.08232471
0.28725046,0.17195797,-0.0863522
0.51202893,0.25597805,0.076508254
0.23062357,0.28139716,0.08814116
0.2374902,0.14440791,-0.0863522
-0.06450802,0.23588629,0.08232471
0.19630447,0.24988964,0.07069181
-0.035340667,0.15491043,-0.0863522
-0.057641387,0.12035869,-0.08053577
-0.057641387,0.30605522,0.08232471
-0.23952633,0.16160768,-0.08053577
-0.40768498,0.19737709,0.08232471
0.4279496,0.14638665,-0.0863522
-0.078234255,0.11076945,-0.08053577
0.42109,0.31077376,0.09977405
-0.1983476,0.154606,-0.06308642
0.01270467,0.1367974,-0.03400421
0.01270467,0.2684593,0.076508254
-0.09196049,0.15064853,-0.0863522
0.25293136,0.21731664,0.46039364
-0.18290648,0.16602178,0.4022292
-0.014747798,0.19737709,-0.03400421
-0.035340667,0.15810685,-0.09216866
0.112225145,0.24090923,0.08814116
-0.06450802,0.16647841,-0.03400421
-0.13486114,0.24912858,0.076508254
-0.078234255,0.17621987,-0.09216866
0.13968465,0.2285802,0.0939576
-0.071374655,0.18550469,-0.09216866
-0.17603984,0.16282536,-0.09216866
0.14654425,0.22370946,0.07069181
-0.071374655,0.222644,0.0939576
0.4279496,0.16754387,-0.0863522
-0.12799451,0.3112304,0.08814116
0.44168288,0.1532361,-0.0863522
-0.105686724,0.2316244,0.076508254
-0.4574452,0.16115105,-0.0863522
0.46398363,0.16571735,-0.09216866
-0.30301982,0.23588629,0.08232471
0.37132978,0.17134914,-0.0863522
0.105365545,0.24730206,0.08814116
0.42109,0.1471477,-0.09216866
-0.32360566,0.23040673,0.08232471
0.062464908,0.17804639,-0.09216866
0.33014405,0.2509551,0.08232471
0.062464908,0.1456256,-0.0863522
-0.23952633,0.23466861,0.076508254
0.34387028,0.1649563,-0.0863522
-0.021607399,0.2316244,0.08232471
-0.13486114,0.17865524,-0.0863522
-0.24639297,0.29433504,0.08814116
-0.050781786,0.14288582,-0.07471931
-0.028474033,0.18976659,0.08814116
-0.050781786,0.17515439,-0.0863522
-0.35278004,0.21594675,0.0939576
0.4279496,0.1634342,-0.08053577
0.24606472,0.21868652,0.08232471
0.40736377,0.18520027,-0.0863522
0.5326218,0.20620528,0.076508254
0.01270467,0.15734579,-0.08053577
-0.12113491,0.24243134,0.08232471
0.08992441,0.13755846,-0.09216866
0.37132978,0.14912644,-0.0863522
-0.30301982,0.16358641,-0.0863522
-0.035340667,0.2876378,0.9315257
0.11909178,0.24456228,0.08814116
-0.14858738,0.26952475,0.076508254
-0.40082538,0.1500397,-0.09798509
-0.21207386,0.2345164,0.08232471
0.51202893,0.15704137,-0.09216866
-0.09196049,0.23984376,0.08232471
0.42109,0.16008557,-0.0863522
0.33701068,0.24471448,0.076508254
-0.057641387,0.12964351,-0.0863522
0.27352422,0.30772954,0.076508254
0.24606472,0.12599048,-0.0863522
-0.057641387,0.2967704,0.08814116
-0.071374655,0.23984376,0.08232471
-0.042200267,0.17028366,-0.0863522
0.00584507,0.19478953,0.053242475
1.0,0.17926407,-0.06308642
0.4554091,0.1692182,-0.022371292
0.019571304,0.24958521,0.029976696
0.34902203,0.190071,-0.0456371
