IndLatency,DRB.UEThpDl,DRB.UEThpUl
1.0,0.7387761,0.5136478
0.9232844,0.8471498,0.6765082
0.32443964,0.8065097,0.56599575
0.7757186,0.81472903,0.68232465
1.0,0.92203724,0.6706918
0.33129925,0.71777105,0.5136478
0.5148991,0.8259926,0.68232465
1.0,0.87135124,0.68232465
0.6350124,0.7404504,0.5776287
0.4514126,0.87104684,0.699774
0.72595835,0.75886786,0.5136478
0.8460647,0.83558184,0.6765082
0.53549194,0.8354296,1.0
0.6350124,0.7673916,0.50783134
1.0,0.84364897,0.6648753
0.8374902,0.89022535,0.69395757
0.7602705,0.72340286,0.5020149
0.61270463,0.83771276,0.68232465
0.7757186,0.7462344,0.5194642
0.3467474,0.8676982,0.69395757
0.57152593,0.7839826,0.5194642
0.45827922,0.8249271,0.69395757
0.6830577,0.8124459,0.52528065
0.949022,0.79874694,0.7055905
1.0,0.7447123,0.5136478
0.9644631,0.8361907,0.73467267
0.5148991,0.7518662,0.5194642
0.21976745,0.8256882,0.699774
0.9078433,0.7444079,0.50783134
0.5492182,0.88322365,0.699774
0.53549194,0.8361907,0.7055905
0.45827922,0.837865,0.6765082
1.0,0.7670872,0.5136478
0.8735242,0.8597833,0.68232465
0.6830577,0.7409071,0.5136478
1.0,0.83771276,0.6765082
0.9576035,0.8495852,0.6765082
0.444553,0.7148791,0.5136478
0.36733323,0.86511064,0.699774
0.21290785,0.7313178,0.50783134
1.0,0.874091,0.68232465
0.9147029,0.73679733,0.5136478
0.93701065,0.87835294,0.6765082
0.444553,0.78002506,0.5136478
0.45827922,0.8084884,0.68232465
0.7396846,0.7301001,0.5194642
0.5080395,0.8360385,0.6881411
0.21976745,0.78109056,0.56017935
0.8529313,0.8719601,1.0
0.3879261,0.7398416,0.6357931
0.24721992,0.84486663,0.6765082
1.0,0.75125736,0.5136478
0.36733323,0.8020956,0.6765082
0.3107134,0.8389305,0.50783134
0.47200546,0.8164033,0.6881411
0.9644631,0.71990204,0.50783134
0.43081972,0.8721123,0.69395757
0.9576035,0.73831946,0.5194642
0.9576035,0.85826117,0.69395757
0.69678396,0.76297754,0.50783134
0.8735242,0.8524772,0.7637549
0.30556172,0.73968935,0.52528065
0.9644631,0.8649584,0.68232465
0.9936375,0.8127503,0.7230398
0.8529313,0.89296514,0.69395757
0.70536554,0.77241457,0.5136478
1.0,0.70879066,0.5136478
0.36733323,0.77758974,0.5136478
0.49431324,0.8395393,0.68232465
0.9644631,0.7518662,0.5194642
1.0,0.7637386,0.5136478
1.0,0.75673693,0.52528065
0.8786689,0.85932666,0.6881411
0.86665756,0.75856346,0.5136478
0.26952767,0.8719601,0.6881411
1.0,0.7308612,0.5136478
0.41023389,0.8641974,0.6765082
0.36047363,0.74638665,0.5136478
0.930144,0.7520184,0.50783134
0.25408655,0.84288794,0.68232465
0.41023389,0.7549104,0.5136478
0.97818935,0.86830705,0.6881411
1.0,0.77956843,0.5136478
0.89411,0.8164033,0.6765082
0.82376397,0.7704358,0.5136478
0.74654424,0.84121364,0.6881411
0.29012054,0.7409071,0.5194642
0.36733323,0.8351252,0.68232465
0.8872504,0.77195793,0.5136478
1.0,0.855978,0.6765082
0.83062357,0.8813971,0.6881411
0.8374902,0.7444079,0.5136478
0.53549194,0.83588624,0.68232465
0.79630446,0.8498896,0.6706918
0.5646593,0.7549104,0.5136478
0.5423586,0.72035867,0.5194642
0.5423586,0.9060552,0.68232465
0.36047363,0.76160765,0.5194642
0.19231498,0.79737705,0.68232465
1.0,0.74638665,0.5136478
0.5217657,0.7107694,0.5194642
1.0,0.9107737,0.699774
0.40165237,0.75460595,0.5369135
0.61270463,0.73679733,0.56599575
0.61270463,0.8684592,0.6765082
0.5080395,0.7506485,0.5136478
0.8529313,0.8173166,1.0
0.4170935,0.7660217,1.0
0.58525217,0.79737705,0.56599575
0.5646593,0.7581068,0.50783134
0.7122251,0.8409092,0.6881411
0.53549194,0.76647836,0.56599575
0.46513882,0.84912854,0.6765082
0.5217657,0.77621984,0.50783134
0.7396846,0.82858014,0.69395757
0.5286253,0.78550464,0.50783134
0.42396012,0.7628253,0.50783134
0.74654424,0.8237094,0.6706918
0.5286253,0.822644,0.69395757
1.0,0.76754385,0.5136478
0.47200546,0.9112303,0.6881411
1.0,0.75323606,0.5136478
0.49431324,0.8316244,0.6765082
0.14255476,0.761151,0.5136478
1.0,0.7657173,0.50783134
0.29698014,0.83588624,0.68232465
0.97132975,0.7713491,0.5136478
0.70536554,0.847302,0.6881411
1.0,0.7471477,0.50783134
0.2763943,0.83040667,0.68232465
0.66246486,0.77804637,0.50783134
0.930144,0.85095507,0.68232465
0.66246486,0.74562556,0.5136478
0.36047363,0.8346686,0.6765082
0.94387025,0.76495624,0.5136478
0.57839257,0.8316244,0.68232465
0.46513882,0.7786552,0.5136478
0.353607,0.89433503,0.6881411
0.5492182,0.74288577,0.52528065
0.57152593,0.78976655,0.6881411
0.5492182,0.77515435,0.5136478
0.24721992,0.8159467,0.69395757
1.0,0.7634342,0.5194642
0.8460647,0.8186865,0.68232465
1.0,0.78520024,0.5136478
1.0,0.8062053,0.6765082
0.61270463,0.75734574,0.5194642
0.47886506,0.8424313,0.68232465
0.68992436,0.7375584,0.50783134
0.97132975,0.74912643,0.5136478
0.29698014,0.7635864,0.5136478
0.5646593,0.88763773,1.0
0.7190918,0.84456223,0.6881411
0.4514126,0.8695247,0.6765082
0.19917458,0.7500397,0.5020149
0.3879261,0.83451635,0.68232465
1.0,0.75704134,0.50783134
0.5080395,0.83984375,0.68232465
1.0,0.7600855,0.5136478
0.93701065,0.84471446,0.6765082
0.5423586,0.72964346,0.5136478
0.8735242,0.9077295,0.6765082
0.8460647,0.7259904,0.5136478
0.5423586,0.89677036,0.6881411
0.5286253,0.83984375,0.68232465
0.5577997,0.77028364,0.5136478
0.60584503,0.7947895,0.65324247
1.0,0.77926403,0.5369135
1.0,0.76921815,0.5776287
0.61957127,0.8495852,0.62997663
0.949022,0.79007095,0.5543629
0.641879,0.76465183,0.56017935
0.22663409,0.8500418,0.6357931
0.8374902,0.77926403,0.5776287
0.97818935,0.84151804,0.62997663
0.5286253,0.72477275,0.5543629
1.0,0.8127503,0.6357931
0.53549194,0.77211016,0.5776287
0.97132975,0.832081,1.0
0.38105947,0.77348006,0.5543629
0.85979795,0.7416681,0.54273
0.36733323,0.7593245,0.56599575
1.0,0.7769809,0.62416023
0.50117284,0.78246045,0.56599575
0.79630446,0.83908266,0.647426
0.7602705,0.7623687,0.5369135
0.33129925,0.83558184,0.65905887
1.0,0.75460595,0.54854643
0.5646593,0.8383216,0.65324247
0.4170935,0.75673693,0.54273
0.74654424,0.81518567,0.65324247
0.9936375,0.796616,0.54273
0.5921188,0.8305589,0.68232465
0.5080395,0.7552148,0.5369135
0.90097666,0.87333,0.6765082
0.8031711,0.8159467,0.68232465
0.24036032,0.76510847,0.5136478
0.8786689,0.7395371,0.5136478
0.6487386,0.82096964,0.6765082
0.9936375,0.7597811,0.52528065
0.8031711,0.8558258,1.0
0.94387025,0.7888533,0.5194642
0.3107134,0.76678276,0.8161029
-0.08223081,0.8625231,0.7055905
0.732818,0.74562556,0.5136478
0.79630446,0.8174688,0.69395757
0.9147029,0.7237073,0.5136478
0.8735242,0.8698292,0.68232465
0.60584503,0.8476064,0.6765082
0.43081972,0.7518662,0.54273
0.97132975,0.88017946,0.77538776
0.8031711,0.76617396,0.50783134
0.6350124,0.85780454,0.68232465
0.5423586,0.733601,0.5834451
0.9147029,0.8492808,1.0
0.86665756,0.78733116,0.50783134
0.41023389,0.75993335,0.5136478
0.3759148,0.82660145,0.69395757
1.0,0.7757632,0.5020149
0.86665756,0.8332987,0.6765082
1.0,0.7381673,0.5136478
0.12882853,0.8782007,0.69395757
0.8872504,0.75125736,0.5194642
0.97132975,0.82127404,0.7055905
0.6830577,0.7482132,0.5194642
0.86665756,0.7992036,0.56599575
0.43081972,0.8611532,0.6881411
0.13568813,0.7465388,0.5136478
1.0,0.84151804,0.6881411
0.50117284,0.7657173,0.5776287
0.444553,0.7357319,0.60089445
0.97818935,0.81655556,0.68232465
